Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Old Part #
A-00002,"ELECTRIC LOCK,FAIL SAFE,GT1100",EA,1582.0,791.0,,,,
A-00003,"SWITCH, PROXIMITY",EA,115.0,57.5,,,,11-8051
A-00008,"OPERATOR,PIN,MODIFIED",EA,48.0,24.0,,,,24-3169
A-00012,"BLOCK,PILLOW,MACHINED,MILL",EA,41.0,20.5,,,,14-5474-03
A-00021,"BRACKET,COME ALONG;MILL,MACHINED",EA,36.0,18.0,,,,14-12080
A-00029,"ASM, TOP PIVOT, 1175 SWING PANEL",EA,123.0,61.5,,,,21-9507
A-00032,"ASM,PIVOT,ALL GLASS-OBS 4 US SERVIC ONLY",EA,643.0,321.5,,,,21-5855
A-00042,"ASM, IDLER PULLEY",EA,113.0,56.5,,,,22-9210
A-00057,"BALL DETENT,ASSEMBLY",EA,75.0,37.5,,,,12-9082
A-00060,"LIMIT ARM,SWING PANEL,ASM,NARROW STILE",EA,75.0,37.5,,,,21-8160
A-00062,"ASM,ROLLER,GUIDE",EA,46.0,23.0,,,,14-9045-01
A-00069,"PANIC CATCH ASM,BOTTOM HALF,.090 WALL",EA,96.0,48.0,,,,21-3468
A-00071,"PANIC CATCH, UPPER,ASM.",EA,49.0,24.5,,,,12-14478
A-00078,"BELT,DRIVE,IDLER SPROCKET,TENSIONER",EA,50.0,25.0,,,,21-5990
A-00080,"BRACKET,RECESSED HANDLE MOUNT",EA,63.0,31.5,,,,14-3968
A-00087,"BUMPER,DOOR STOP",EA,37.0,18.5,,,,12-8233
A-00092,"ASM,CARRIER BAR,NARROW STILE",EA,99.0,49.5,,,,24-12002-10
A-00128,"DOOR STOP,ASM.",EA,69.0,34.5,,,,14-9079
A-00129,"ASM,AMPLIFIER,PHOTOEYE",EA,176.0,88.0,,,,11-14829
A-00143,REED SWITCH ASSEMBLY WIDE GAP,EA,43.0,21.5,,,,12-14490-10
A-00144,"ASM,REED SWITCH,N.O.,STD GAP,15"" LEADS",EA,43.0,21.5,,,,12-14490-52
A-00149,"ASM,MAGNET,BREAKOUT",EA,55.0,27.5,,,,11-9212
A-00162,"ROLLER, HANGER, ASSEMBLY, 1175",EA,65.0,32.5,,,,11-10733
A-00163,AXLE ASSEMBLY-ANTI RISE ROLLER,EA,96.0,48.0,,,,11-9037
A-00165,"ASM,CARRIER BAR,MEDIUM STILE",EA,91.0,45.5,,,,24-12002-20
A-00166,"STOP BLOCK ASSY, SWING PANEL LIMIT ARM",EA,48.0,24.0,,,,12-8259
A-00168,"ASM,CARRIER BAR,NARROW STILE,NARROW PANL",EA,126.0,63.0,,,,24-12002-30
A-00169,"ARM,LIMIT,NARROW STILE,NARROW PANEL",EA,43.0,21.5,,,,24-10068
A-00172,"ASM,CARRIER BAR,MEDIUM STILE,NARROW PANL",EA,100.0,50.0,,,,24-12002-40
A-00173,"ARM,LIMIT,MEDIUM STILE,NARROW PANEL",EA,45.0,22.5,,,,24-12056
A-00181,"BTM GUIDE DOUBLE ROLLER ASM, RH",EA,128.0,64.0,,,,21-9046-10
A-00183,"BTM GUIDE DOUBLE ROLLER ASM, LH",EA,128.0,64.0,,,,21-9046-20
A-00184,"NOSE CASTER,ALL GLASS,ASM.",EA,97.0,48.5,,,,11-5984
A-00198,"NOSE CASTER ASSY, NAR",EA,278.0,139.0,,,,14-5543-11
A-00207,"NOSE CASTER ASSY, MED",EA,249.0,124.5,,,,14-5543-21
A-00210,"CAP,END,BTM RAIL RH ASM",EA,44.0,22.0,,,,14-11401-10
A-00213,"CAP, END, BTM RAIL LH ASM",EA,44.0,22.0,,,,14-11401-20
A-00240,"CAP,END,TOP RAIL,ALL GLASS,LH1 ASM",EA,55.0,27.5,,,,14-5868-20
A-00242,"CAP,END,TOP RAIL,ALL GLASS,RH1 ASM",EA,55.0,27.5,,,,14-5868-10
A-00244,"CAP,END,TOP RAIL,ALL GLASS,RH2 ASM",EA,69.0,34.5,,,,14-5867-20
A-00246,"CAP,END,TOP RAIL,ALL GLASS,LH2 ASM",EA,55.0,27.5,,,,14-5867-30
A-00248,"CAP,END,BEVELED,TOP RAIL,ALL GLAS,RH ASM",EA,91.0,45.5,,,,14-5867-10
A-00250,"CAP,END,BEVELED,TOP RAIL,ALL GLAS,LH ASM",EA,55.0,27.5,,,,14-5867-40
A-00252,"CAP,END,BEVELED,BTM RAIL,ALL GLAS RH ASM",EA,69.0,34.5,,,,14-11400-10
A-00254,"CAP,END,BTM RAIL,ALL GLASS RH ASM",EA,69.0,34.5,,,,14-11400-20
A-00256,"CAP,END,BTM RAIL,ALL GLASS LH ASM",EA,44.0,22.0,,,,14-11400-30
A-00258,"CAP,END,BEVELED,BTM RAIL,ALL GLAS LH ASM",EA,85.0,42.5,,,,14-11400-40
A-00264,"LATCHBOLT, HEAVY DUTY, MODIFIED",EA,194.0,97.0,,,,24-11653
A-00271,"SPEED REDUCER, 2,1, DRIVER SUB-ASM",EA,372.0,186.0,,,,22-13921-10
A-00272,"SPEED REDUCER, 2,1, RH ASM",EA,1473.0,736.5,,,,21-13920-10
A-00274,"SPEED REDUCER, 2,1, DRIVEN SUB-ASM",EA,397.0,198.5,,,,22-13921-20
A-00275,"SPEED REDUCER, 2,1, LH ASM",EA,1473.0,736.5,,,,21-13920-20
A-00278,"BRKT, BELT TENSION ASM",EA,30.0,15.0,,,,11-14200
A-00281,"ASM, NUT BAR, MALE INTERLOCK",EA,33.0,16.5,,,,12-14065
A-00282,"NUT BAR,FEMALE,INTERLOCK",EA,51.0,25.5,,,,12-14066
A-00283,"NUT PLATE,COVER,FS",EA,82.0,41.0,,,,12-14198
A-00285,"DRIVE, RH ASM",EA,236.0,118.0,,,,21-13946-30
A-00292,"HINGE PIN,BI-FOLD",EA,45.0,22.5,,,,12-8952
A-00293,"ELECTRIC STRIKE, TELE FAIL SECURE ASM",EA,767.0,383.5,,,,21-14509-03
A-00294,"ELECTRIC STRIKE,TELE FAIL SAFE, ASM",EA,767.0,383.5,,,,21-14509-04
A-00296,"ELECTRIC STRIKE, FAIL SAFE, VON DUPRIN",EA,621.0,310.5,,,,14-10462-04
A-00299,"DOOR STOP,TELE ASM",EA,96.0,48.0,,,,14-9079-02
A-00301,"ENDCAP,STRIKE END,2""",EA,41.0,20.5,,,,21-14030
A-00305,"ASM, ANTI-RISE, HURRICANE",EA,65.0,32.5,,,,21-14035
A-00307,"BTM BRKT WELDMENT, LH FS, ALL GLASS",EA,71.0,35.5,,,,21-9985
A-00309,"BTM BRKT, WELDMENT, RH FS, ALL GLASS",EA,71.0,35.5,,,,21-9984
A-00318,"ASM,GUIDE BLOCK,NARROW STILE,2100,LH",EA,65.0,32.5,,,,12-12409
A-00319,"ASM,RETAINER,CARRIER,ECCENTRIC",EA,49.0,24.5,,,,21-14040
A-00321,"ASM,GUIDE BLOCK,NARROW STILE,2100,RH",EA,65.0,32.5,,,,12-12410
A-00323,"ASM,CARRIER BAR,MEDIUM STILE,H105",EA,88.0,44.0,,,,24-12002-50
A-00324,"ASM, INTERLOCK, MALE, HURRICANE",EA,100.0,50.0,,,,12-14195
A-00325,"ASM,GUIDE BLOCK,MEDIUM STILE,2100,LH",EA,65.0,32.5,,,,12-12411
A-00327,"ASM,GUIDE BLOCK,MEDIUM STILE,2100,RH",EA,65.0,32.5,,,,12-12412
A-00329,"GUIDE BLOCK, BOTTOM",EA,46.0,23.0,,,,14-14049
A-00332,"FLUSHBOLT,5/8"" THROW,1/4"" OFFSET,204",EA,89.0,44.5,,,,24-5505-01
A-00333,"SCREW, FO, BOTTOM GUIDE, HURRICANE",EA,24.0,12.0,,,,14-14059
A-00335,"GUIDE,BOTTOM,FULL OPEN,H105",EA,372.0,186.0,,,,21-14045
A-00341,"LOCK, ELECTRIC,FAIL SAFE,1175",EA,737.0,368.5,,,,22-10522-04
A-00342,"LOCK, ELECTRIC,FAIL SECURE,1175",EA,737.0,368.5,,,,22-10522-03
A-00343,"BRKT,BELT,ELECTRIC LOCK,RHFS,LHFO,BP",EA,179.0,89.5,,,,14-12104-10
A-00345,"ASM, LOWER PIVOT, FSRH, HURRICANE",EA,355.0,177.5,,,,21-14050-10
A-00346,"ASM, LOWER PIVOT, FSLH, HURRICANE",EA,355.0,177.5,,,,21-14050-20
A-00348,"COVER,SWITCH,SWINGER",EA,75.0,37.5,,,,22-4498
A-00352,"HARNESS,THREE SWITCH OPERATOR",EA,104.0,52.0,,,,22-0570
A-00382,"FLUSHBOLT,5/8"" THROW,1/4"" OFFSET,313",EA,89.0,44.5,,,,24-5505-02
A-00385,"JUMPER,BREAKOUT",EA,51.0,25.5,,,,12-10324
A-00386,ALARM CONTACT,EA,60.0,30.0,,,,11-14389
A-00387,"BREAKOUT SWITCH, WIDE GAP - F/S",EA,84.0,42.0,,,,14-12158
A-00388,"PARTS BAG,SEX BOLTS & HARDWARE,313",EA,39.0,19.5,,,,12-1355-01
A-00389,"PARTS BAG,SEX BOLTS & HARDWARE,204",EA,14.1,7.05,,,,12-1355
A-00392,"SPRING,COMPRESSION,PANIC LATCH,MACHINED",EA,45.0,22.5,,,,14-6121-02
A-00398,"SWITCH, 110V,ON/OFF",EA,46.0,23.0,,,,14-12105
A-00400,"CARRIER END CAP,STRIKE SIDE,204",EA,49.0,24.5,,,,12-10882-01
A-00401,"CARRIER END CAP,STRIKE SIDE,313",EA,49.0,24.5,,,,12-10882-02
A-00402,"PARTS KIT,FS,1175,RH,",EA,136.0,68.0,,,,21-9250
A-00403,"PARTS KIT,COMPLETE,FS,1175,LH",EA,136.0,68.0,,,,21-9249
A-00404,"PARTS KIT,FO,NARROW STILE,NH",EA,130.0,65.0,,,,21-9251
A-00405,"PARTS KIT,FO,MEDIUM STILE,NH",EA,136.0,68.0,,,,
A-00406,"LIMIT ARM,SWING PANEL,ASM,MEDIUM STILE",EA,64.0,32.0,,,,21-8850
A-00407,"PARTS KIT,POCKETED UNIT,1175,NH",EA,146.0,73.0,,,,
A-00408,"PARTS KIT,TELE,FO,NARROW STILE",EA,146.0,73.0,,,,21-10312
A-00409,"PARTS BAG,ON/OFF,SWINGER,SWITCH",EA,184.0,92.0,,,,12-11358
A-00413,"LEVER,PANIC LATCH,SUB-ASM",EA,47.0,23.5,,,,12-7279
A-00416,"ROLLER HANGER,30MM",EA,82.0,41.0,,,,12-10027
A-00417,"FLOOR PIVOT ASSY, PIN & COVER",EA,96.0,48.0,,,,21-0926
A-00419,"ASM,PANIC LATCH,CU,CLR",EA,364.0,182.0,,,,11-0941-01
A-00423,"PARTS BAG,WIRE,HARNESS,CLIP",EA,14.9,7.45,,,,12-10576
A-00430,"ASM,PANIC LATCH,OHC,CLR",EA,388.0,194.0,,,,11-0930-01
A-00440,"END CAP,CARRIER,LOCK RECIEVER,204",EA,35.0,17.5,,,,14-8630-01
A-00444,"ASM,RELAY,DOLLAR GENERAL",EA,95.0,47.5,,,,21-13263
A-00446,"HINGE,BIFOLD,LH,MILL",EA,39.0,19.5,,,,24-8924-03
A-00449,"SWITCH,ROCKERLE RS-11,ON/OFF,ASSY W/FPLT",EA,62.0,31.0,,,,10-3527
A-00450,"PARTS BAG,O.H.C. TRACK,SCREW",EA,34.0,17.0,,,,12-3398
A-00453,"FUSE,3AMP,W/HEAT SHRINK",EA,35.0,17.5,,,,12-13166
A-00454,"ARM STOP, SWINGER",EA,17.0,8.5,,,,14-12073
A-00455,"PIVOT BLOCK,O.H.C.,TRACK W/STOP",EA,85.0,42.5,,,,22-2134
A-00456,"SLIDE BLOCK,ASM",EA,24.0,12.0,,,,21-5371
A-00459,"TRACK,OHC,W/ SCREW BAG",EA,189.0,94.5,,,,21-0925
A-00467,"DOOR ROLLER,BTM GUIDE W/ 10IN BTM RAIL",EA,75.0,37.5,,,,14-9045-03
A-00470,PUSH ROD,EA,33.0,16.5,,,,14-10711-10
A-00475,"RING AND PINION,GT710 GEAR SET,PW ELECT",EA,125.0,62.5,,,,12-13773-02
A-00476,"NOSE GUIDE, BIFOLD",EA,201.0,100.5,,,,22-8939
A-00477,"JUMPER,ROCKER SWITCH",EA,39.0,19.5,,,,14-13891
A-00481,"ASM,TRACK,CU,LONG,204",EA,136.0,68.0,,,,21-0998-01
A-00482,"DOOR STOP,JACKSON PADDLE,204",EA,289.0,144.5,,,,14-5958-01
A-00485,"PARTS BAG, 2150 NON-HANDED",EA,58.0,29.0,,,,12-11019
A-00489,"STOP,RING ASSY",EA,128.0,64.0,,,,11-1532
A-00490,"PIVOT,TOP,SWINGER",EA,201.0,100.5,,,,21-0750
A-00491,"BRACKET,MOUNTING ,PANIC,LATCH 204",EA,39.0,19.5,,,,12-1889-01
A-00493,"KIT,PART,TIE ROD,TRANSOM",EA,41.0,20.5,,,,14-12290
A-00496,"GUIDE TRACK,CU,LONG,MILL",EA,161.0,80.5,,,,21-5261
A-00498,"TRACK,ROLLER,ASM.",EA,96.0,48.0,,,,21-9034
A-00500,"BTTM PIVOT ASSY, DOOR PORTION, SWING DR",EA,196.0,98.0,,,,21-0098
A-00501,"BRACKET,MOTOR,REAR,BTM LOAD",EA,91.0,45.5,,,,21-0709
A-00502,"KIT,HARDWARE,ALL GLASS,INSTALLATION",EA,147.0,73.5,,,,12-5963-01
A-00508,"GUIDE,BOTTOM,DOUBLE ROLLER,RAIL-LH,10",EA,147.0,73.5,,,,21-13522-20
A-00509,"KIT,ROLLER,FULL OPEN BOTTOM GUIDE",EA,65.0,32.5,,,,14-11320-10
A-00514,"KIT,FLOOR PIVOT ASM,BI-FOLD",EA,223.0,111.5,,,,22-9643
A-00518,"GUIDE,BOTTOM,DOUBLE ROLLER,RAIL-RH,10",EA,147.0,73.5,,,,21-13522-10
A-00519,"KIT,POS LATCH,W/ HANDLES,204",EA,559.0,279.5,,,,14-13495-01
A-00528,"CONTROL,SLOW MODE",EA,1298.0,649.0,,,,41-2208
A-00552,"ASM,SWITCH,KEY,ON/OFF/HOLD OPEN",EA,98.0,49.0,,,,22-1772-03
A-00560,"ASM,CENTER PIVOT,BOTTOM LOAD,5-1/2"",204",EA,254.0,127.0,,,,21-1593
A-00565,"TRACK AND PIVOT,OHC,5/8"" WEB",EA,371.0,185.5,,,,21-0927
A-00582,"PARTS KIT,NARROW STILE,2100TELESCOPIC,RH",EA,710.0,355.0,,,,22-10846-10
A-00583,"PARTS KIT,NARROW STILE,2100TELESCOPIC,LH",EA,710.0,355.0,,,,22-10846-20
A-00605,TRACK:OHC,EA,147.0,73.5,,,,21-0925-01
A-00614,"PARTS KIT,NARROW STILE,2100,RH",EA,433.0,216.5,,,,22-10795-10
A-00615,"PARTS KIT,NARROW STILE,2100,LH",EA,432.0,216.0,,,,22-10795-20
A-00618,"PARTS KIT,TELE,FSRH",EA,253.0,126.5,,,,21-10572
A-00619,"PARTS KIT,TELE,FSLH",EA,253.0,126.5,,,,21-10573
A-00623,PARTS KIT:FS:1175:LH:HURRRICANE,EA,216.0,108.0,,,,21-14136
A-00624,PARTS KIT:FS:1175:RH:HURRICANE,EA,216.0,108.0,,,,21-14137
A-00625,"PARTS KIT,FO,1175,NH,HURRICANE",EA,216.0,108.0,,,,21-14140
A-00626,OPERATOR:OPMAN:RH,EA,827.0,413.5,,,,22-10410-01
A-00627,OPERATOR:OPMAN:LH,EA,827.0,413.5,,,,22-10410-02
A-00629,GUIDE:UPPER SPINDLE:BIFOLD,EA,77.0,38.5,,,,14-8968
A-00630,"ASM,COME ALONG,ICU,204",EA,128.0,64.0,,,,12-12070-01
A-00641,RELAY MOUNTING PLATE,EA,115.0,57.5,,,,22-13916
A-00642,SCREW BAG:O.H.C.,EA,36.0,18.0,,,,12-1339
A-00665,"SPACER,RECESSED PULL;NRW.STILE",EA,35.0,17.5,,,,14-11241-01
A-00666,"BOTTOM PIVOT,2100,RH",EA,317.0,158.5,,,,12-10796
A-00667,"BOTTOM PIVOT,2100,LH",EA,316.0,158.0,,,,12-10797
A-00668,"PARTS KIT,MEDIUM STILE,2100,RH",EA,426.0,213.0,,,,22-10795-40
A-00669,"PARTS KIT,MEDIUM STILE,2100,LH",EA,426.0,213.0,,,,22-10795-50
A-00684,"SENSOR,ACUSENSOR 3,W/HARNESS",EA,334.0,167.0,,,,14-8902-3
A-00686,"T-NUT,3/8-16X.750L",EA,33.0,16.5,,,,14-14592
A-00688,"KIT, ELECT LOCK,1175,U30/OPUS,FAIL SAFE",EA,1039.0,519.5,,,,21-10471-04
A-00689,"KIT,ELECT LOCK,1175,U30/OPUS,FAIL SECURE",EA,1039.0,519.5,,,,21-10471-03
A-00690,"MAINSHAFT - SPROCKET WELDMENT, 710",EA,89.0,44.5,,,,21-5648
A-00696,"HANDLE,DOUBLE ""D"",313",EA,236.0,118.0,,,,24-13262-02
A-00697,"HANDLE,""D"",8 INCH CTC,313",EA,212.0,106.0,,,,24-3729-02
A-00709,HOLDING BEAM SYSTEM,EA,210.0,105.0,,,,14-9710-01
A-00714,"SWITCH PANEL,ROCKER & KEY",EA,139.0,69.5,,,,24-11538
A-00717,"POWER SUPPLY,27 VDC,100 WATT",EA,405.0,202.5,,,,
A-00718,"MAGNETIC SWITCH KIT, NO/NC",EA,70.0,35.0,,,,11-11696
A-00719,"ASM,RELAY,ISOLATION,12VDC/24VDC",EA,67.0,33.5,,,,14-12439
A-00728,"MAGNETIC LATCH,RETROFIT KIT",EA,154.0,77.0,,,,11-9363
A-00752,"ROLLER,REPLACEMENT",EA,43.0,21.5,,,,11-1935
A-00758,SWITCHBREAKOUT,EA,124.0,62.0,,,,22-9222
A-00759,BELT CLIP KIT,EA,69.0,34.5,,,,11-12805
A-00761,"CONTROL,SLOW MODE",EA,1298.0,649.0,,,,41-3429
A-00780,"RELAY ASM, E.LOCK - U19, FAIL SECURE",EA,39.0,19.5,,,,24-14594-01
A-00781,"RELAY ASM, E.LOCK - U19, FAIL SAFE",EA,39.0,19.5,,,,24-14594-02
A-00789,"ROLLER,LATERAL",EA,96.0,48.0,,,,
A-00796,"PARTS BAG,INSWING TRACK,GT20",EA,33.0,16.5,,,,
A-00802,"LOCK,W/ ROD AND GUIDE,ADAMS RITE,2-POINT",EA,115.0,57.5,,,,12-8366
A-00803,"LOCK,W/ ROD,ADAMS RITE,3-POINT (HUR)",EA,130.0,65.0,,,,
A-00804,"HARNESS,MAGNUM TO ENCODER MOTOR",EA,9.6,4.8,,,,
A-00805,"ASM,SWITCH,ROCKER,ON/OFF/HOLD OPEN",EA,50.0,25.0,,,,10-3528-01
A-00806,"HARNESS,SWITCH,BIFOLD,OPUS",EA,17.0,8.5,,,,
A-00812,"ASM,ROLLER,ANTI-RISE",EA,55.0,27.5,,,,
A-00826,"OPERATOR,CONV.WIND.W-JMPR&PULLEY",EA,727.0,363.5,,,,24-12538-30
A-00859,"TRACK,ROLLER;GT1100",EA,115.0,57.5,,,,21-8831
A-00863,"HINGE,BIFOLD,MACHINED,RH,313",EA,82.0,41.0,,,,24-8923-02 POWD
A-00864,"HINGE,BIFOLD,RH,MILL",EA,82.0,41.0,,,,24-8923-03
A-00878,"ARMORED STRIKE,TAB",EA,34.0,17.0,,,,14-10604
A-00883,"OPERATOR,GT710,OPUS,RH",EA,1357.0,678.5,,,,
A-00884,"OPERATOR,GT710,OPUS,LH",EA,1357.0,678.5,,,,
A-00888,"CONTROLLER,W/ BRAKE,SIDELOAD,OPUS",EA,568.0,284.0,,,,
A-00890,"HANDLE,RECESSED,LEVER SIDE;TANG CUT;204",EA,133.0,66.5,,,,24-11518-01
A-00891,"HANDLE,RECESSED,LEVER SIDE;TANG CUT;313",EA,98.0,49.0,,,,24-11518-02
A-00898,COVER SUPPORT BRACKET,EA,33.0,16.5,,,,98007-033
A-00899,COVER SUPPORT BRKT. SPACER,EA,44.0,22.0,,,,98007-034
A-00910,"CRADLE, PIVOT - ALL GLASS",EA,85.0,42.5,,,,14-5852
A-00913,"PLATE, END,TELESCOPIC",EA,104.0,52.0,,,,24-10020
A-00923,"BRACKET,STRIKE,COME ALONG,ZINC",EA,68.0,34.0,,,,14-12066-ZINC
A-00924,"BAR,NUT,MALE INTERLOCK",EA,35.0,17.5,,,,14-14033
A-00928,"BAR,NUT,FEMALE INTERLOCK",EA,36.0,18.0,,,,14-14068
A-00931,"BLOCK,F86 LOCK,RH",EA,37.0,18.5,,,,
A-00932,"BLOCK,ROLLER,LATERAL",EA,36.0,18.0,,,,
A-00934,"GUIDE,LOCK,UPPER,HUR,H60,NAR,STILES",EA,34.0,17.0,,,,14-10233
A-00935,"PLATE,FSL BOTTOM GUIDE,REINFORCING",EA,34.0,17.0,,,,14-10231
A-00936,"PLATE,LOCK REINFORCING",EA,71.0,35.5,,,,14-10223
A-00941,"LOCK,BOLT PLATE,THRESHOLD,BI PART,MILL",EA,65.0,32.5,,,,24-10229
A-00945,"BLOCK,F86 LOCK,LH",EA,33.0,16.5,,,,
A-00946,"GUIDE TRACK,CU,LONG",EA,49.0,24.5,,,,24-13360
A-00947,"GUIDE END, CU",EA,43.0,21.5,,,,24-13361
A-00948,"SPACER,OHC TRACK,1/4""",EA,91.0,45.5,,,,24-3557
A-00952,"SPACER,INSWING TRACK",EA,64.0,32.0,,,,14-5806
A-00953,"SHAFT,ROLLER GUIDE;CONV.WIND.",EA,45.0,22.5,,,,14-11534
A-00954,HARNESS;SOFT START KIT,EA,43.0,21.5,,,,22-2066
A-00967,HARNESS;EXTENSION;ROCKER SWITCH;36IN.,EA,35.0,17.5,,,,14-11884-10
A-00972,"PARTS BAG,ELEC.LOCK,RETROFIT,U19;SECURE",EA,144.0,72.0,,,,12-10559-01
A-00973,"PARTS BAG,ELEC.LOCK,RETROFIT,U19;SAFE",EA,144.0,72.0,,,,12-10559-02
A-00980,IDLER ASM.,EA,257.0,128.5,,,,21-8065
A-00984,"BLOCK,RISER,OPUS",EA,34.0,17.0,,,,
A-00988,"HANDLE,D & RECESSED;KIT,204",EA,260.0,130.0,,,,12-12958-01
A-00989,"HANDLE,D & RECESSED;KIT;313",EA,374.0,187.0,,,,12-12958-02
A-01000,"HARNESS,MOTOR,OPUS",EA,64.0,32.0,,,,
A-01001,"HARNESS,HANDING,OPUS",EA,63.0,31.5,,,,
A-01002,"HARNESS,ADAPTER,NON-ENCODER,OPUS",EA,23.0,11.5,,,,
A-01003,"MODULE,BRAKE,OPUS",EA,125.0,62.5,,,,
A-01022,"HOUSING,PANIC LATCH,1 STOCK LENGTH,MILL",EA,34.0,17.0,,,,14-6147-03
A-01031,"ELECTRIC LOCK,U19,1175,FAIL SECURE",EA,1180.0,590.0,,,,21-11658-03
A-01032,"ELECTRIC LOCK,U19,1175,FAIL SAFE",EA,1180.0,590.0,,,,21-11658-04
A-01039,"TRK W/TOP PIVOT BLOCK, FOR PLATING",EA,130.0,65.0,,,,22-2134 ZINC
A-01041,"PARTS BAG,REV.ACC. CVR BRKT.",EA,37.0,18.5,,,,14-11890
A-01042,"ASM,RELAY,MENARDS",EA,97.0,48.5,,,,21-14622
A-01047,"PIVOT ,SPACER",EA,18.0,9.0,,,,24-9641
A-01048,"SWITCH,ROCKER,BIFOLD,OPUS",EA,98.0,49.0,,,,21-9823
A-01063,"BAR,NUT,FEMALE INTERLOCK,ZINC",EA,65.0,32.5,,,,14-14068-PLATING
A-01066,ADAPTER STRIKE BLOCK;F86,EA,41.0,20.5,,,,98006-027
A-01067,"HARNESS,SLIDER,U19 TO OPUS",EA,51.0,25.5,,,,
A-01070,"ARM,INSWING,LH,NABCO LTD.",EA,240.0,120.0,,,,21-10536-11
A-01071,"ARM,INSWING,RH,NABCO LTD.",EA,240.0,120.0,,,,21-10536-21
A-01073,"KIT,INSTALLATION;JAPAN GT710,204",EA,72.0,36.0,,,,12-9498-01
A-01074,"KIT,INSTALLATION;JAPAN GT710,313",EA,72.0,36.0,,,,12-9498-02
A-01075,"SWITCH, PROXIMITY;FIELD REPLACEMENT",EA,75.0,37.5,,,,12-8327
A-01078,"HARNESS,MOTOR,OPUS,U19 SLIDER RETROFIT",EA,17.0,8.5,,,,
A-01079,"WEATHERSTRIP,ALL-GLASS,CLEAR W/ BLACK",EA,278.0,139.0,,,,11-5945-00
A-01083,"BRACKET,STRIKE,COME ALONG,MILL",EA,37.0,18.5,,,,14-12066-MILL
A-01084,"BAR,NUT,MALE INTERLOCK,ZINC",EA,65.0,32.5,,,,14-14033-PLATING
A-01086,"PLATE,NUT,COVER,FS,ZINC",EA,65.0,32.5,,,,14-14054-PLATING
A-01089,"FLOOR PIVOT,CENTER HUNG,MACHINED",EA,181.0,90.5,,,,14-10235
A-01090,"OPERATOR,SWING,WELDED,ENCODR,ROF,SIDE,LH",EA,2076.0,1038.0,,,,
A-01091,"OPERATOR,SWING,WELDED,ENCODR,ROF,SIDE,RH",EA,2076.0,1038.0,,,,
A-01092,"OPERATOR, SWING, WELDED, ENCODER, ROF, B",EA,2014.0,1007.0,,,,
A-01093,"OPERATOR,SWING,WELDED,ENCODER,ROF,BTM,RH",EA,2013.0,1006.5,,,,
A-01096,"POWER SUPPLY,1175,W/ ELECTRIC LOCK LEAD",EA,279.0,139.5,,,,
A-01098,"CONTROLLER,W/ BRAKE,BOTTOM LOAD,OPUS",EA,631.0,315.5,,,,
A-01099,"CONTROLLER,SLIDER,OPUS RETROFIT",EA,568.0,284.0,,,,
A-01107,"RETROFIT,OPUS,SINGLE FOLD",EA,932.0,466.0,,,,
A-01108,"RETROFIT,OPUS,BIFOLD",EA,1572.0,786.0,,,,
A-01130,"POWER CLOSE MODULE,GT710;W-MAG4",EA,467.0,233.5,,,,11-13141
A-01134,"ARM,INSWING,GT20,313",EA,350.0,175.0,,,,
A-01135,"CONTROLLER,BI-FOLD,W/ SWITCH,OPUS",EA,631.0,315.5,,,,
A-01136,"CONTROLLER,BI-FOLD,W/O SWITCH,OPUS",EA,631.0,315.5,,,,
A-01137,"SWITCH,KEY;KS-15",EA,109.0,54.5,,,,22-1772-04
A-01140,"HARNESS,ACTIVATION,Y FOR DBL ACUSENSORS",EA,41.0,20.5,,,,22-9369
A-01141,"TUBE,RUBBER .25 ODX.19 IDX 1.0L.",EA,35.0,17.5,,,,14-9436-01
A-01144,"PARTS BOX,2125T LEFT",EA,300.0,150.0,,,,21-11157
A-01145,"PARTS BOX,2125T RIGHT",EA,300.0,150.0,,,,21-11158
A-01146,"BASE PIVOT,O.H.C.SUB ASM.",EA,63.0,31.5,,,,24-0747-01
A-01148,"PARTS BOX;1175 ALL GLASS,LH",EA,230.0,115.0,,,,22-5848
A-01149,"PARTS BOX;1175 ALL GLASS,RH",EA,232.0,116.0,,,,22-5849
A-01161,"ASM,PUSH ROD,BIFOLD",EA,153.0,76.5,,,,21-5898
A-01169,"INTERLOCK, RETROFIT",EA,35.0,17.5,,,,11-12518
A-01177,"LOCK,FLUSH BOLT;PAIRS;6SYST.",EA,89.0,44.5,,,,24-0703
A-01185,XFMR;24V;40A;W-MTG.BKT.& HDW.,EA,102.0,51.0,,,,14-2101
A-01192,"HARNESS,EXTENSION,SIDELITE PROTECTION",EA,59.0,29.5,,,,21-12053-03
A-01197,SCREW BAG;C.U. SIDELOAD,EA,28.0,14.0,,,,12-14676
A-01224,"BRACKET,ELECT. LOCK REPL.KIT",EA,185.0,92.5,,,,11-14690
A-01225,"PARTS BAG,ELECT. LOCK,U19,FAIL SEC",EA,50.0,25.0,,,,12-10559-05
A-01226,"PARTS BAG,ELECT. LOCK,U19,FAIL SAFE",EA,52.0,26.0,,,,12-10559-06
A-01227,"PARTS BAG,ELECT. LOCK,U30,TELESC.",EA,30.0,15.0,,,,12-10559-07
A-01228,"KIT,TELESC.ELECT. LOCK,FAIL SECURE,U19",EA,872.0,436.0,,,,21-14670-01
