Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Old Part #
M-60314,"MUNTIN,4 IN., CLEAR ,EXTRU",IN,3.23,1.62,,,,24-0328-011
M-60315,"RAIL,ALL GLASS, CLEAR ,EXTRU",IN,3.7,1.85,,,,24-5923-01
M-60316,"JAMB,1-3/4 X 4-1/2,OPEN BACK,204,EXTRU",IN,2.32,1.16,,,,24-9871-011
M-60318,"FILLER,POCKETED,OPEN BACK,204,EXTRU",IN,1.47,0.74,,,,24-9872-011
M-60319,"FILLER,JAMB,OPEN BACK,204,EXTRU",IN,1.47,0.74,,,,24-9873-011
M-60320,"HEADER,TOP,TELESCOPIC,CLEAR,EXTRU",IN,2.41,1.21,,,,24-10046-011
M-60323,"TRACK,ROLLER,TELESCOPIC,CLEAR,EXTRU",IN,3.55,1.78,,,,24-10048-011
M-60325,"THRESHOLD,1/2 X 7,TELESCOPIC,CLEAR,EXTRU",IN,1.47,0.74,,,,24-10049-011
M-60327,"MUNTIN,F86,PANIC,CLEAR,EXTRU",IN,2.95,1.48,,,,24-12220-011
M-60329,"MUNTIN,8 IN.,CLEAR,EXTRU",IN,2.95,1.48,,,,24-12230-011
M-60330,"MUNTIN,6-3/8"", CLEAR,EXTRU",IN,2.48,1.24,,,,24-12953-011
M-60332,"GLASS STOP,BASE,H105,CLEAR,EXTRU",IN,0.65,0.33,,,,24-13291-011
M-60333,"GLASS STOP,TOP, 1"" TALL, CLEAR ,EXTRU",IN,0.65,0.33,,,,14-2743-011
M-60334,"GLASS STOP,TOP,H105,IMPACT,CLEAR,EXTRU",IN,0.65,0.33,,,,24-13292-011
M-60336,"GLASS STOP,TOP,H105,NON-IMPACT,CLEAR,EXT",IN,0.65,0.33,,,,24-13293-011
M-60338,"GLASS STOP,BASE,SNAP IN,CLEAR,EXTRU",IN,0.65,0.33,,,,14-2341-011
M-60511,"SUPPORT,ANTI-RISE,CLEAR,EXTRU",IN,1.47,0.74,,,,14-13290-011
M-60574,"END CAP,ONE PIECE HEADER,LH,204",EA,71.0,35.5,,,,24-13282-21
M-60582,"24-13282-11 END CAP,ONE PIECE HEADER,RH,204",EA,71.0,35.5,,,,
M-60586,"14-10050-011 RAIL,3 IN.,TOP,DOOR,CLEAR,EXTRU",IN,1.47,0.74,,,,
M-60637,"24-8392-011 END CAP,LOCK BLOCK,CLEAR,EXTRU",IN,1.47,0.74,,,,
M-60808,"14-10609-011 TRACK,TELESCOPIC,2100,204,EXTRU",IN,3.23,1.62,,,,
M-60809,"14-12955-01 COVER,DRIVE JAMB,CON. WIN,CLEAR,EXTRU",IN,1.47,0.74,,,,
M-60828,"14-5576-01 TUBE,ALUM.,1 X 2 X 1/8,CLEAR,EXTRU",IN,1.47,0.74,,,,
M-60858,"14-13294-011 THRESHOLD,1/2 X 4-1/2,FS,CLEAR,EXTRU",IN,1.47,0.74,,,,
M-60882,"14-5256-01 TUBE,ALUM.,4-1/2 X 4-1/2 X 1/8,204,EXTRU",IN,5.9,2.95,,,,
M-60884,"24-11864-011 HEADER,SIDELOAD,CLEAR,EXTRU",IN,4.29,2.15,,,,
M-60885,"24-10884-011 COVER,HEADER,SIDELOAD,CLEAR,EXTRU",IN,1.25,0.63,,,,
M-60886,"24-11866-011 MOUNT,HEADER, GT8000,CLEAR,,EXTRU",IN,5.5,2.75,,,,
M-60889,"24-11865-011 SNAP CHANNEL, GT8000,CLEAR,EXTRU",IN,0.65,0.33,,,,
M-60892,"14-5469-011 PUSHBAR,CLEAR,EXTRU",IN,0.81,0.41,,,,
M-60897,"24-0159-011 CHANNEL,SNAP IN,CLEAR,EXTRU",IN,1.47,0.74,,,,
M-60899,"14-10254-011 TUBE,ALUM.,1 X 1 X .092,204,EXTRU",IN,1.47,0.74,,,,
M-60908,"24-0112-011 HEADER,BTM LOAD,SIDE PLATE,CLEAR,EXTRU",IN,2.66,1.33,,,,
M-60909,"24-0101-011 HEADER,BTM LOAD,TOP PLATE,CLEAR,EXTRU",IN,2.66,1.33,,,,
M-60910,"24-0146-011 HEADER,BOTTOM LOAD,BOTTM PLATE,204,EXTRU",IN,2.66,1.33,,,,
M-60911,"24-0129-011 HEADER,BTM LOAD,COVER PLATE,CLEAR,EXTRU",IN,2.66,1.33,,,,
M-60915,"24-8912-011 HEADER,BI-FOLD,CLEAR,EXTRU",IN,5.4,2.7,,,,
M-60917,"24-8913-01 CHANNEL,GUIDE,BI-FOLD,204,EXTRU",IN,6.4,3.2,,,,
M-60918,"14-8957-011 TUBE,ALUM.,HINGE,BIFOLD,204,EXTRU",IN,1.47,0.74,,,,
M-60923,"24-8727-011 HEADER,SWINGER,710,CLEAR, EXTRU",IN,3.86,1.93,,,,
M-60924,"24-8728-011 COVER,HEADER,710,CLEAR,EXTRU",IN,2.32,1.16,,,,
M-61037,"14-10610-011 HEADER,2100,204,EXTRU",IN,4.91,2.46,,,,
M-61051,"14-12022-01 END CAP,SIDELOAD,NO ACCESS HOLE,204",EA,23.0,11.5,,,,
M-61055,"24-8724-01 END CAP,710,BLANK,204",EA,48.0,24.0,,,,
M-61058,"14-10611-011 HEADER,TELESCOPIC,2100,204,EXTRU",IN,8.4,4.2,,,,
M-61160,"14-14623-011 STOP,DOOR,JAMB,POCKETED,204,EXTRU",IN,1.47,0.74,,,,
M-61172,"14-12024-01 END CAP,SIDELOAD,OHC,2 ACCESS HOLES,204",EA,25.0,12.5,,,,
M-61179,"14-10607-011 CARRIER,TELESCOPIC,CLEAR,EXTRU",IN,2.17,1.09,,,,
M-61184,"14-10608-011 COVER,HEADER,2100,204,EXTRU",IN,1.47,0.74,,,,
M-61323,"14-11572-01 THRESHOLD,1/2 X 5,STEPPED,215,EXTRU",IN,3.23,1.62,,,,
M-61370,"14-4846-01 TUBE,ALUM.,1/2 X 1 X 1/8,204,EXTRU",IN,1.47,0.74,,,,
M-61463,"14-10564-01 THRSHLD,6X1/4IN.SADDLE,215,EXTRU.NO HOL",IN,3.7,1.85,,,,
M-61464,"14-12023-01 END CAP,SIDELOAD,W/ ACCESS HOLE,204",EA,24.0,12.0,,,,
M-61499,"OHC,BASE PIVOT, W-FGR GUARD,204,5.5L",EA,39.0,19.5,,,,
M-61559,"24-0142-01 BASEPLATE,C.U. SNAP IN,INSWING,204",EA,108.0,54.0,,,,
M-61560,"24-2271-01 STRIKE,BASEPLATE,2.5 IN,204",EA,97.0,48.5,,,,
M-61561,"""BASE EXTRU,C.U. BASE PIVOT, 4-3/4,204""",EA,23.0,11.5,,,,
M-61562,"BASE EXTRU,C.U.,BASE PIVOT,2-1/2,204",EA,23.0,11.5,,,,
M-61948,"JAMB,3/4 X 4-1/2,215,EXTRU",IN,1.76,0.88,,,,
M-61991,"BRUSHHOLDER,NOSE,STILE,204",EA,45.0,22.5,,,,
M-62200,"HEADER,SWING,NH,3IN,EXTRU,CLEAR",IN,2.37,1.19,,,,
M-62200-39.375,"HEADER,SWING,NH,3IN,EXTRU,CLEAR,39.375""",EA,90.0,45.0,,,,
M-62200-51.375,"HEADER,SWING,NH,3IN,EXTRU,CLEAR,51.375""",EA,115.0,57.5,,,,
M-62201,"COVER,SWING,NH,3"",CLEAR,EXTRU",IN,1.19,0.6,,,,
M-62201-39.350,"COVER,SWING,NH,3"",CLEAR,EXTRU,39.350""",EA,46.0,23.0,,,,
M-62201-51.350,"COVER,SWING,NH,3"",CLEAR,EXTRU,51.350""",EA,59.0,29.5,,,,
M-62203,"TRACK,MACHINED,SWING,NH,CLEAR 22""",EA,95.0,47.5,,,,
M-62205-39.375,"HEADER,MACHINED,SWING,NH,204,39.375”",EA,67.0,33.5,,,,
M-62205-51.375,"HEADER,MACHINED,SWING,NH,204,51.375”",EA,67.0,33.5,,,,
M-62299-10,"ARM,SLEEVE,SWING,NH,OUTSWING,0-12,CLEAR",EA,14.3,7.15,,,,
M-62299-11,"ARM,SLEEVE,SWING,NH,OUTSWING,12-26,CLEAR",EA,20.0,10.0,,,,
M-62299-20,"ARM,SLEEVE,SWING,NH,INSWING,0-6,CLEAR",EA,14.3,7.15,,,,
M-62299-21,"ARM,SLEEVE,SWING,NH,INSWING,6-12,204",EA,20.0,10.0,,,,
M-70249,"14-3184-021 JAMB,1-3/4 X 6-3/8,BRONZE,EXTRU",IN,4.91,2.46,,,,
M-70250,"14-2336-021 GLASS STOP,BASE,BRONZE,EXTRU",IN,0.65,0.33,,,,
M-70255,"14-2339-021 GLASS STOP,TOP,1/2"" TALL,313,EXTRU",IN,0.65,0.33,,,,
M-70256,"14-9014-021 CARRIER,BRONZE,EXTRU",IN,4.15,2.08,,,,
M-70264,"14-9085-021 RAIL,4 IN,BRONZE,EXTRU",IN,3.23,1.62,,,,
M-70265,"14-2335-021 GLASS STOP,1 TALL,SNAP IN,BRONZE,EXTRU",IN,0.65,0.33,,,,
M-70266,"14-2337-021 GLASS STOP,SCREW DOWN, BASE,BRONZE,EXTRU",IN,0.65,0.33,,,,
M-70267,"14-9088-021 RAIL,6.5 IN.,BRONZE,EXTRU",IN,4.29,2.15,,,,
M-70268,"14-2338-021 GLASS STOP,TOP,1 TALL,BRONZE,EXTRU",IN,0.65,0.33,,,,
M-70270,"14-9359-021 RAIL,4 IN.,TOP DOOR,BRONZE,EXTRU",IN,3.23,1.62,,,,
M-70273,"14-9433-021 STILE,MED,SIDE WEATHER,4IN,BRONZE,EXTRU",IN,2.78,1.39,,,,
M-70275,"14-9434-021 STILE,MEDIUM,DBL.WEATHER,4 IN,BRONZE,EXT",IN,2.78,1.39,,,,
M-70276,"14-5526-021 RAIL,10 IN.,BRONZE,EXTRU",IN,4.01,2.01,,,,
M-70277,"14-9501-021 MUNTIN 2"", BRONZE,EXTRU",IN,2.32,1.16,,,,
M-70278,"14-5636-021 HOLDER,WEATHERING BRUSH,BRONZE,EXTRU",IN,0.95,0.48,,,,
M-70283,"24-2497-021 JAMB,1-3/4 X 4-1/2,BRONZE,EXTRU",IN,2.95,1.48,,,,
M-70285,"24-9011-021 COVER,HEADER,1175,BRONZE,EXTRU",IN,3.7,1.85,,,,
M-70285-122,"COVER,HEADER,1175,BRONZE,EXTRU",EA,271.0,135.5,,,,
M-70285-146,"COVER,HEADER,1175,BRONZE,EXTRU",EA,323.0,161.5,,,,
M-70285-170,"COVER,HEADER,1175,BRONZE,EXTRU",EA,375.0,187.5,,,,
M-70285-98,"COVER,HEADER,1175,BRONZE,EXTRU",EA,219.0,109.5,,,,
M-70286,"14-8922-021 STILE,NAR, DOUBLE WEATHERING,313,EXTRU",IN,2.17,1.09,,,,
M-70287,"24-9870-021 JAMB,1-3/4 x 4-1/2,SGL. PKT,313,EXTRU",IN,2.32,1.16,,,,
M-70288,"14-9015-021 INTERFACE LEG,BRONZE,EXTRU",IN,0.48,0.24,,,,
M-70290,"24-9874-021 JAMB,1-3/4 x 4-1/2,DBL. PKT,313,EXTRU",IN,2.17,1.09,,,,
M-70292,"24-13163-021 HEADER,1175,313,EXTRU",IN,7.0,3.5,,,,
M-70292-122,"HEADER,1175,313,EXTRU,122",EA,812.0,406.0,,,,
M-70292-146,"HEADER,1175,313,EXTRU,146",EA,988.0,494.0,,,,
M-70292-170,"HEADER,1175,313,EXTRU,170",EA,1118.0,559.0,,,,
M-70292-264,"HEADER,1175,313,EXTRU,264 INCHES",EA,1768.0,884.0,,,,
M-70292-98,"HEADER,1175,313,EXTRU,98",EA,656.0,328.0,,,,
M-70293,"14-9086-021 STILE,NARROW,SGL. WEATHERING,313,EXTRU",IN,2.17,1.09,,,,
M-70294,"14-9087-021 RAIL,5 IN,BRONZE, EXTRU.",IN,2.78,1.39,,,,
M-70296,"14-9875-021 FILLER,POCKETED JAMB,BRONZE,EXTRU",IN,0.48,0.24,,,,
M-70298,"24-13359-021 GLASS STOP,BASE,POCKETED JAMB,313,EXTRU",IN,0.65,0.33,,,,
M-70304,"14-13288-021 STILE,MED,H105,SGL. WEATHER,BRONZE,EXTRU",IN,2.32,1.16,,,,
M-70306,"14-13289-021 STILE,MED,H105,DBL. WEATHER,BRONZE,EXTRU",IN,2.32,1.16,,,,
M-70310,"14-5841-021 GLASS STOP, REINFORCEMENT, BRONZ, EXTRU",IN,0.65,0.33,,,,
M-70312,"JAMB,2 X 5,BRONZE,EXTRU",IN,4.01,2.01,,,,24-0311-021
M-70313,"JAMB,2 X 7,BRONZE,EXTRU",IN,4.29,2.15,,,,24-0321-021
M-70314,"MUNTIN,4 IN., BRONZE ,EXTRU",IN,3.7,1.85,,,,24-0328-021
M-70315,"RAIL,ALL GLASS, BRONZE ,EXTRU",IN,3.7,1.85,,,,24-5923-02
M-70316,"JAMB,1-3/4 X 4-1/2,OPEN BACK,313,EXTRU",IN,2.95,1.48,,,,24-9871-021
M-70318,"FILLER,POCKETED,OPEN BACK,313,EXTRU",IN,0.95,0.48,,,,24-9872-021
M-70319,"FILLER,JAMB,OPEN BACK,313,EXTRU",IN,0.65,0.33,,,,24-9873-021
M-70320,"HEADER,TOP,TELESCOPIC,BRONZE,EXTRU",IN,2.41,1.21,,,,24-10046-021
M-70323,"TRACK,ROLLER,TELESCOPIC,BRONZE,EXTRU",IN,4.15,2.08,,,,24-10048-021
M-70327,"MUNTIN,F86,PANIC,BRONZE,EXTRU",IN,3.07,1.54,,,,24-12220-021
M-70328,"FILLER MUNTIN,F86 PANIC,BRONZE,EXTRU",IN,1.47,0.74,,,,24-12222-021
M-70330,"MUNTIN,6-3/8"", BRONZE,EXTRU",IN,2.48,1.24,,,,24-12953-021
M-70332,"GLASS STOP,BASE,H105,BRONZE,EXTRU",IN,0.65,0.33,,,,24-13291-021
M-70333,"GLASS STOP,TOP, 1"" TALL, BRONZE ,EXTRU",IN,0.65,0.33,,,,14-2743-021
M-70334,"GLASS STOP,TOP,H105,IMPACT,BRONZE,EXTRU",IN,0.65,0.33,,,,24-13292-021
M-70336,"GLASS STOP,TOP,H105,NON-IMPACT,BRONZE,EX",IN,0.65,0.33,,,,24-13293-021
M-70338,"GLASS STOP,BASE,SNAP IN,BRONZE,EXTRU",IN,0.65,0.33,,,,14-2341-021
M-70574,"END CAP,ONE PIECE HEADER,LH,313",EA,43.0,21.5,,,,24-13282-22
M-70582,"END CAP,ONE PIECE HEADER,RH,313",EA,43.0,21.5,,,,24-13282-12
M-70586,"RAIL,3 IN.,TOP,DOOR,BRONZE,EXTRU",IN,2.03,1.02,,,,14-10050-021
M-70637,"END CAP,LOCK BLOCK,BRONZE,EXTRU",IN,1.47,0.74,,,,24-8392-021
M-70808,"TRACK,TELESCOPIC,2100,313,EXTRU",IN,6.4,3.2,,,,14-10609-021
M-70882,"TUBE,ALUM.,4-1/2 X 4-1/2 X 1/8,313,EXTRU",IN,12.5,6.25,,,,14-5256-02
M-70884,"HEADER,SIDELOAD,BRONZE,EXTRU",IN,5.1,2.55,,,,24-11864-021
M-70885,"COVER,HEADER,SIDELOAD,BRONZE,EXTRU",IN,1.41,0.71,,,,24-10884-021
M-70886,"MOUNT,HEADER, GT8000,BRONZE,EXTRU",IN,5.5,2.75,,,,24-11866-021
M-70889,"SNAP CHANNEL, GT8000,BRONZE,EXTRU",IN,1.87,0.94,,,,24-11865-021
M-70892,"PUSHBAR,BRONZE,EXTRU",IN,0.81,0.41,,,,14-5469-021
M-70897,"CHANNEL,SNAP IN,BRONZE,EXTRU",IN,0.65,0.33,,,,24-0159-021
M-70899,"TUBE,ALUM.,1 X 1 X .092,313,EXTRU",IN,0.81,0.41,,,,14-10254-021
M-70908,"HEADER,BTM LOAD,SIDE PLATE,BLACK,EXTRU",IN,2.66,1.33,,,,24-0112-021
M-70909,"HEADER,BTM LOAD,TOP PLATE,BRONZE,EXTRU",IN,2.66,1.33,,,,24-0101-021
M-70910,"HEADER,BOTTOM LOAD,BOTTM PLATE,313,EXTRU",IN,2.66,1.33,,,,24-0146-021
M-70911,"HEADER,BTM LOAD,COVER PLATE,BRONZE,EXTRU",IN,2.66,1.33,,,,24-0129-021
M-70915,"HEADER,BI-FOLD,BRONZE,EXTRU",IN,6.3,3.15,,,,24-8912-021
M-70917,"CHANNEL,GUIDE,BI-FOLD,313,EXTRU",IN,6.4,3.2,,,,
M-70918,"TUBE,ALUM.,HINGE,BIFOLD,313,EXTRU",IN,1.47,0.74,,,,14-8957-021
M-70923,"HEADER,SWINGER,710,BRONZE, EXTRU",IN,3.38,1.69,,,,24-8727-021
M-70924,"COVER,HEADER,710,BRONZE,EXTRU",IN,2.32,1.16,,,,24-8728-021
M-71037,"HEADER,2100,313,EXTRU",IN,5.1,2.55,,,,14-10610-021
M-71051,"END CAP,SIDELOAD,NO ACCESS HOLE,313",EA,23.0,11.5,,,,14-12022-02
M-71055,"END CAP,710,BLANK,313",EA,48.0,24.0,,,,24-8724-02
M-71058,"HEADER,TELESCOPIC,2100,313,EXTRU",IN,6.4,3.2,,,,14-10611-021
M-71147,"WEATHERING,ALL GLASS,313;STRAIGHT",IN,1.47,0.74,,,,11-5945-30
M-71160,"STOP,DOOR,JAMB,POCKETED,313,EXTRU",IN,1.47,0.74,,,,14-14623-021
M-71172,"END CAP,SIDELOAD,OHC,2 ACCESS HOLES,313",EA,16.0,8.0,,,,14-12024-02
M-71179,"CARRIER,TELESCOPIC,BRONZE,EXTRU",IN,2.32,1.16,,,,14-10607-021
M-71184,"14-10608-021 COVER,HEADER,2100,313,EXTRU",IN,1.47,0.74,,,,
M-71199,"KIT,SCREW,CU,313",EA,28.0,14.0,,,,
M-71212,"24-5187-02 COVER,DOOR STOP,DBZ",EA,18.0,9.0,,,,
M-71239,"14-3933-02 GASKET,BLADE,1.00,BLACK",IN,0.81,0.41,,,,
M-71241,"14-5592-02 GASKET,BLADE,.56,BLACK",IN,0.77,0.39,,,,
M-71301,"24-0164-02 OHC,CHANNEL,SIM PAIR,MIDDLE, 4-1/2,313",EA,23.0,11.5,,,,
M-71302,"24-12034-12 SNAP IN,CHANNEL,313,NO-FG",EA,22.0,11.0,,,,
M-71303,"24-12034-22 SNAP IN,CHANNEL,313,W-FG",EA,22.0,11.0,,,,
M-71323,"14-11572-02 THRESHOLD,1/2 X 5,STEPPED,313,EXTRU",IN,25.0,12.5,,,,
M-71370,"14-4846-02 TUBE,ALUM.,1/2 X 1 X 1/8,313,EXTRU",IN,1.47,0.74,,,,
M-71372,"24-0157-02 C.U.,SIMULTANEOUS PAIR,STRIKE BASE,7""",EA,139.0,69.5,,,,
M-71374,"24-0158-02 STRIKE,BASE,OHC,SINGLE,313,3.25""",EA,89.0,44.5,,,,
M-71464,"14-12023-02 END CAP,SIDELOAD,W/ ACCESS HOLE,313",EA,24.0,12.0,,,,
M-71560,"24-2271-02 STRIKE,BASEPLATE,2.5 IN,313",EA,98.0,49.0,,,,
M-72128,"GLASS STOP,BASE,H105,LEVEL E,313",IN,1.08,0.54,,,,
M-72200,"HEADER,SWING,NH,3IN,EXTRU,313",IN,2.37,1.19,,,,
M-72200-39.375,"HEADER,SWING,NH,3IN,EXTRU,BRONZE,39.375""",EA,98.0,49.0,,,,
M-72200-51.375,"HEADER,SWING,NH,3IN,EXTRU,BRONZE,51.375",EA,127.0,63.5,,,,
M-72201,"COVER,SWING,NH,3"",BRONZE,EXTRU",IN,1.19,0.6,,,,
M-72201-39.350,"COVER,SWING,NH,3"",BRONZE,EXTRU,39.350""",EA,51.0,25.5,,,,
M-72201-51.350,"COVER,SWING,NH,3"",BRONZE,EXTRU,51.350""",EA,65.0,32.5,,,,
M-72203,"TRACK,MACHINED,SWING,NH,BRONZE 22""",EA,101.0,50.5,,,,
M-72205-39.375,"HEADER,MACHINED,SWING,NH,313,39.375”",EA,112.0,56.0,,,,
M-72205-51.375,"HEADER,MACHINED,SWING,NH,313,51.375”",EA,140.0,70.0,,,,
M-72299-10,"ARM,SLEEVE,SWING,NH,OUTSWING,0-12,BRONZE",EA,16.0,8.0,,,,
M-72299-11,"ARM,SLEEVE,SWING,NH,OUTSWING,12-26,BRONZ",EA,25.0,12.5,,,,
M-72299-20,"ARM,SLEEVE,SWING,NH,INSWING,0-6,BRONZE",EA,16.0,8.0,,,,
M-72299-21,"ARM,SLEEVE,SWING,NH,INSWING,6-12,313",EA,21.0,10.5,,,,
M-80249,"14-3184-041 JAMB,1-3/4 X 6-3/8,BLACK,EXTRU",IN,6.2,3.1,,,,
M-80250,"14-2336-041 GLASS STOP,BASE,BLACK,EXTRU",IN,0.69,0.35,,,,
M-80255,"14-2339-041 GLASS STOP,TOP,1/2"" TALL,BLK,EXTRU",IN,0.58,0.29,,,,
M-80256,"14-9014-041 CARRIER,BLACK,EXTRU",IN,3.0,1.5,,,,
M-80264,"14-9085-041 RAIL,4 IN,BLACK,EXTRU",IN,3.73,1.87,,,,
M-80265,"14-2335-041 GLASS STOP,1 TALL,SNAP IN,BLACK EXTRU",IN,0.65,0.33,,,,
M-80266,"14-2337-041 GLASS STOP,SCREW DOWN, BASE,BLACK,EXTRU",IN,0.69,0.35,,,,
M-80267,"14-9088-041 RAIL,6.5 IN.,BLACK,EXTRU",IN,4.46,2.23,,,,
M-80268,"14-2338-041 GLASS STOP,TOP,1 TALL,BLACK,EXTRU",IN,0.34,0.17,,,,
M-80270,"14-9359-041 RAIL,4 IN.,TOP DOOR,BLACK,EXTRU",IN,3.73,1.87,,,,
M-80273,"14-9433-041 STILE,MED,SIDE WEATHER,4IN,BLACK,EXTRU",IN,3.0,1.5,,,,
M-80275,"14-9434-041 STILE,MEDIUM,DBL.WEATHER,4 IN,BLACK,EXTR",IN,3.0,1.5,,,,
M-80276,"14-5526-041 RAIL,10 IN.,BLACK,EXTRU",IN,4.54,2.27,,,,
M-80277,"14-9501-041 MUNTIN 2"", BLACK,EXTRU",IN,2.26,1.13,,,,
M-80278,"14-5636-041 HOLDER,WEATHERING BRUSH,BLACK,EXTRU",IN,0.91,0.46,,,,
M-80283,"24-2497-041 JAMB,1-3/4 X 4-1/2,BLACK,EXTRU",IN,4.46,2.23,,,,
M-80285,"24-9011-041 COVER,HEADER,1175,BLACK,EXTRU",IN,4.46,2.23,,,,
M-80286,"14-8922-041 STILE,NAR, DBL WTHRING,BLACK,EXTRU",IN,3.0,1.5,,,,
M-80287,"24-9870-041 JAMB,1-3/4 x 4-1/2,SGL. PKT,BLK,EXTRU",IN,4.46,2.23,,,,
M-80288,"14-9015-041 INTERFACE LEG,BLACK,EXTRU",IN,0.41,0.21,,,,
M-80290,"24-9874-041 JAMB,1-3/4 x 4-1/2,DBL. PKT,BLK,EXTRU",IN,4.46,2.23,,,,
M-80292,"24-13163-041 HEADER,1175,BLACK,EXTRU",IN,7.5,3.75,,,,
M-80293,"14-9086-041 STILE,NAR,SGL. WTHRING,BLACK,EXTRU",IN,1.47,0.74,,,,
M-80294,"14-9087-041 RAIL,5 IN,BLACK, EXTRU.",IN,5.7,2.85,,,,
M-80296,"14-9875-041 FILLER,POCKETED JAMB,BLACK,EXTRU",IN,0.78,0.39,,,,
M-80298,"24-13359-041 GLASS STOP,BASE,POCKETED JAMB,BLK,EXTRU",IN,0.55,0.28,,,,
M-80312,"24-0311-041 JAMB,2 X 5,BLACK,EXTRU",IN,6.2,3.1,,,,
M-80313,"24-0321-041 JAMB,2 X 7,BLACK,EXTRU",IN,6.2,3.1,,,,
M-80314,"24-0328-041 MUNTIN,4 IN., BLACK ,EXTRU",IN,3.73,1.87,,,,
M-80315,"24-5923-041 RAIL,ALL GLASS, BLACK ,EXTRU",IN,6.2,3.1,,,,
M-80316,"24-9871-041 JAMB,1-3/4 X 4-1/2,OPEN BACK,BLK,EXTRU",IN,1.53,0.77,,,,
M-80318,"24-9872-041 FILLER,POCKETED,OPEN BACK,BLK,EXTRU",IN,0.68,0.34,,,,
M-80319,"24-9873-041 FILLER,JAMB,OPEN BACK,BLK,EXTRU",IN,0.78,0.39,,,,
M-80328,"24-12222-041 FILLER MUNTIN,F86 PANIC,BLACK,EXTRU",IN,0.78,0.39,,,,
M-80332,"GLASS STOP,BASE,H105,BLACK,EXTRU",IN,0.93,0.47,,,,
M-80333,"14-2743-041 GLASS STOP,TOP,1""TALL, BLACK ,EXTRU",IN,0.65,0.33,,,,
M-80334,"GLASS STOP,TOP,H105,IMPACT,BLACK,EXTRU",IN,0.37,0.19,,,,
M-80338,"14-2341-041 GLASS STOP,BASE,SNAP IN,BLK.EXTRU",IN,0.69,0.35,,,,
M-80586,"14-10050-041 RAIL,3 IN.,TOP,DOOR,BLACK,EXTRU",IN,6.2,3.1,,,,
M-80637,"24-8392-BLK END CAP,LOCK BLOCK,BLACK,EXTRU",IN,1.47,0.74,,,,
M-80827,"14-13295-04 END CAP,CARRIER,FRONT,BLK,EXTRU",IN,1.47,0.74,,,,
M-80884,"24-11864-041 HEADER,SIDELOAD,BLACK,EXTRU",IN,5.4,2.7,,,,
M-80885,"24-10884-041 COVER,HEADER,SIDELOAD,BLACK,EXTRU",IN,1.7,0.85,,,,
M-80889,"24-11865-041 SNAP CHANNEL, GT8000,BLACK,EXTRU",IN,1.81,0.91,,,,
M-80892,"14-5469-041 PUSHBAR,BLACK,EXTRU",IN,1.47,0.74,,,,
M-80893,"14-9706-041 WEATHERING CHANNEL,BLK.EXTRU",IN,1.47,0.74,,,,
M-80897,"24-0159-041 CHANNEL,SNAP IN,BLACK,EXTRU",IN,1.47,0.74,,,,
M-80899,"14-10254-041 TUBE,ALUM.,1 X 1 X .092,BLK,EXTRU",IN,6.2,3.1,,,,
M-80908,"24-0112-041 HEADER,BTM LOAD,SIDE PLATE,BLACK,EXTRU",IN,2.66,1.33,,,,
M-80909,"24-0101-04 HEADER,BTM LOAD,TOP PLATE,BLACK,EXTRU",IN,2.66,1.33,,,,
M-80910,"24-0146-041 HEADER,BOTTOM LOAD,BOTTM PLATE,BLK,EXTRU",IN,2.66,1.33,,,,
M-80911,"24-0129-041 HEADER,BTM LOAD,COVER PLATE,BLACK,EXTRU",IN,2.66,1.33,,,,
M-80923,"24-8727-041 HEADER,SWINGER,710,BLACK, EXTRU",IN,3.0,1.5,,,,
M-80924,"24-8728-041 COVER,HEADER,710,BLACK,EXTRU",IN,2.06,1.03,,,,
M-81037,"14-10610-041 HEADER,2100,BLK,EXTRU",IN,5.1,2.55,,,,
M-81160,"14-14623-041 STOP,DOOR,JAMB,POCKETED,BLK,EXTRU",IN,1.47,0.74,,,,
M-81184,"14-10608-041 COVER,HEADER,2100,BLK,EXTRU",IN,1.47,0.74,,,,
M-82200,"HEADER,SWING,NH,3IN,EXTRU,BLK",IN,3.55,1.78,,,,
M-82200-39.375,"HEADER,SWING,NH,3IN,EXTRU,BLK,39.375""",EA,108.0,54.0,,,,
M-82200-51.375,"HEADER,SWING,NH,3IN,EXTRU,BLK,51.375""",EA,139.0,69.5,,,,
M-82201,"COVER,SWING,NH,3IN,EXTRU,BLK",IN,2.37,1.19,,,,
M-82201-39.350,"COVER,SWING,NH,3IN,EXTRU,BLK,39.350""",EA,57.0,28.5,,,,
M-82201-51.350,"COVER,SWING,NH,3IN,EXTRU,BLK,51.350""",EA,71.0,35.5,,,,
M-82203,"TRACK,MACHINED,SWING,NH,BLACK 22""",EA,99.0,49.5,,,,
M-82205-39.375,"HEADER,MACHINED,SWING,NH,BLK,39.375”",EA,122.0,61.0,,,,
M-82205-51.375,"HEADER,MACHINED,SWING,NH,BLK,51.375”",EA,158.0,79.0,,,,
M-82299-10,"ARM,SLEEVE,SWING,NH,OUTSWING,0-12,BLK",EA,19.0,9.5,,,,
M-82299-11,"ARM,SLEEVE,SWING,NH,OUTSWING,12-26,BLK",EA,23.0,11.5,,,,
M-82299-20,"ARM,SLEEVE,SWING,NH,INSWING,0-6,BLK",EA,19.0,9.5,,,,
M-82299-21,"ARM,SLEEVE,SWING,NH,INSWING,6-12,BLK",EA,23.0,11.5,,,,
