Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Net Before Tariff
10EMR61-900,"Panther, 900mhz, 6"" Round, TEXT & LOGO",EA,242.47,115.22,,,,108.7
10EMR6-900,"Panther, 900mhz, 6"" Round, TEXT ONLY",EA,242.47,115.22,,,,108.7
10EMR6L,"6"""" Round Panther plate assy. with logo only",EA,223.37,106.25,,,,100.24
10EMR6L-900,"Panther, 900mhz, 6"" Round, LOGO ONLY",EA,242.47,115.22,,,,108.7
10EMS475,"4.75"""" Sq Panther plate assy. with text only",EA,227.37,108.37,,,,102.24
10EMS4751,"4.75"""" Sq Panther plate assy. With text and logo",EA,221.37,105.19,,,,99.24
10EMS4751-900,"Panther, 900mhz, 4.75"" Square, TEXT & LOGO",EA,240.47,114.16,,,,107.7
10EMS475-900,"Panther, 900mhz, 4.75"" Square, TEXT ONLY",EA,246.47,117.34,,,,110.7
10EMS475L,"4.75"""" Sq Panther plate assy. with logo only",EA,225.37,107.31,,,,101.24
10EMS475L-900,"Panther, 900mhz, 4.75"" Square, LOGO ONLY",EA,244.47,116.28,,,,109.7
10EQD,"Quick Disconnect, Eagle 48"""" harn. w/ quick disconnect",EA,2.0,4.05,,,,3.82
10ERA,Eagle Weather Protection Hood,EA,48.31,22.72,,,,21.43
10ESCUTCHEON,Stainless Steel mounting bracket,EA,167.06,79.3,,,,74.81
10ESCUTCHEON45,"Escutcheon Bracket, 4.5"""" Escutcheon for 4.5"""" plate",EA,161.06,76.12,,,,71.81
10FALCON,Falcon Industrial Motion Sensor,EA,595.51,280.38,,,,264.51
10FALCONEX100,Falcon Ind. Sensor with Explosion Proof Housing + 100ft cable,EA,2232.59,1097.53,,,,1035.41
10FALCONEXW100,"FALCON WIDE, Explosion Proof HSG, 100ft cable",EA,2232.59,1097.53,,,,1035.41
10FALCONEXXL100,Falcon XL Industrial EX-PROOF Motion Sensor - 100ft cable,EA,2232.59,1097.53,,,,1035.41
10FALCONW,FALCON W-02,EA,621.35,292.34,,,,275.79
10FALCONXL,Falcon XL Industrial Motion Sensor - Wide Pattern,EA,595.51,280.38,,,,264.51
