Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Addison Price,Door Controls Price,Best Source
5-11-4039-DB,"Gutter,1/4"" Square,DarkBronzeAno 24'",FT,14.0,9.51,,,,10.2,,9.5095
5-11-4039-MF,"Gutter, 1/4"" Square S/L 24'",FT,11.0,7.47,,,,,,7.47175
5-11-4040-CL,"Sash, 1/4"" Square, Clear Anoize 24'",FT,8.0,5.43,,,,8.5,,5.434
5-11-4040-DB,"Sash, 1/4"" Square,DarkBronze Ano 24'",FT,10.0,6.79,,,,8.5,,6.7924999999999995
5-11-4040-MF,"Sash, 1/4"" Square S/L 24'",FT,7.0,4.75,,,,,,4.75475
5-11-4041-CL,"Gutter, 1"", Clear Anodized 24'",FT,11.0,7.47,,,,,,7.47175
5-11-4041-DB,"Gutter,1"", Dark Bronze Anodize 24'",FT,12.0,8.15,,,,,,8.151
5-11-4041-MF,"Gutter, 1"" S/L 24'",FT,9.0,6.11,,,,,,6.11325
5-11-4042-CL,"Sash, 1"", Clear Anodized 24'",FT,7.0,4.75,,,,,,4.75475
5-11-4042-DB,"Sash,1"", Dark Bronze Anodize 24'",FT,8.0,5.43,,,,,,5.434
5-11-4042-MF,"Sash, 1"" S/L 24'",FT,6.0,4.08,,,,,,4.0755
5-11-4044-CL,"Gutter, Hurricane, Clear Anodized",FT,13.0,8.83,,,,,,8.830250000000001
5-11-4044-DB,"Gutter, Hurricane, Dark Bronze Anodized",FT,14.0,9.51,,,,,,9.5095
5-11-4044-MF,"Gutter, Hurricane S/L 24'",FT,11.0,7.47,,,,,,7.47175
5-12-4006-CL,"Aluminum Tube, 1"" X 2""",FT,23.0,15.62,,,,,,15.62275
5-12-4006-DB,"ALUMINUM TUBE, 1"" X 2"", D. BRONZE",FT,24.0,16.3,,,,,,16.302
5-12-4006-MF,"Aluminum Tube, 1"" X 2"", MF",FT,15.0,10.19,,,,,,10.188749999999999
5-19-4003,"Aluminum, Channel, 1 1/4"" x 3/4"" x 1/8"" Wall",FT,19.0,12.91,,,,,,12.90575
5-40-4005-MF,"Threshold, 1/2"" X 4 1/2"" Saddle",FT,23.0,15.62,,,,,,15.62275
5-45-4001-CL,"Header, Folding Doors 23'6""",FT,187.0,127.02,,,,,,127.01974999999999
5-45-4001-DB,"Header, Folding Doors 23'6""",FT,192.0,130.42,,,,,,130.416
5-45-4001-MF-12,"Header, Slide/Fold Doors 12'0""",FT,111.0,75.4,,,,,,75.39675
5-45-4002-CL,"Cover, Folding Door Header 23'6""",FT,70.0,47.55,,,,,,47.5475
5-45-4002-DB,"Cover, Folding Door Header 23""6""",FT,75.0,50.94,,,,,,50.943749999999994
5-45-4002-MF-12,"Cover, Slide/Fold Door Header 12'0""",FT,39.0,26.49,,,,,,26.49075
5-45-4003-CL,"Door Catch, Top 22'",FT,25.0,16.98,,,,,,16.98125
5-45-4003-DB,"Door Catch, Top 22'",FT,26.0,17.66,,,,,,17.660500000000003
5-45-4003-MF-12,"Door Catch, Top 12'0""",FT,15.0,10.19,,,,,,10.188749999999999
5-45-4004-CL,"Door Catch, Bottom 22'",FT,35.0,23.77,,,,,,23.77375
5-45-4004-DB,"Door Catch, Bottom 22'",FT,37.0,25.13,,,,,,25.13225
5-45-4004-MF-12,"Door Catch, Bottom 12'0""",FT,23.0,15.62,,,,,,15.62275
5-45-4006-CL,"Filler, Slide/Fold Side Jamb 21'",FT,18.0,12.23,,,,,,12.2265
5-45-4006-DB,"Filler, Slide Fold Side Jamb 21'",FT,19.0,12.91,,,,,,12.90575
5-45-4006-MF-16,"Filler, Slide/Fold Side Jamb 16'0""",FT,11.0,7.47,,,,,,7.47175
5-45-4007-CL,"Filler, Slide/Fold Side Jamb (Wide Pocket) 21'",FT,21.0,14.26,,,,,,14.264249999999999
5-45-4007-DB,"Filler, Slide/Fold Side Jamb (Wide Pocket) 21'",FT,21.0,14.26,,,,,,14.264249999999999
5-45-4007-MF-16,"Filler, Slide/Fold Side Jamb, Wide Pocket 16'0""",FT,12.0,8.15,,,,,,8.151
5-45-4008-CL,"Stile, Hinge 21'1""",FT,29.0,19.7,,,,,,19.69825
5-45-4008-DB,"Stile, Hinge 21'1""",FT,31.0,21.06,,,,,,21.05675
5-45-4008-MF-14,"Stile, Hinge 14'2""",FT,16.0,10.87,,,,,,10.868
5-45-4009-CL,"Stile, Pivot 21'",FT,22.0,14.94,,,,,,14.9435
5-45-4009-DB,"Stile, Pivot 21'",FT,23.0,15.62,,,,,,15.62275
5-45-4009-MF-14,"Stile, Pivot 14'2""",FT,12.0,8.15,,,,,,8.151
5-49-4001-CL,"Header, 4900 Swing/Fold ICU",FT,68.0,46.19,,,,,,46.189
5-49-4001-DB,"Header, 4900 Swing/Fold ICU",FT,71.0,48.23,,,,,,48.226749999999996
5-49-4002-CL,"Header Track, 4900 ICU",FT,43.0,29.21,,,,,,29.207749999999997
5-49-4002-DB,"Header Track, 4900 ICU",FT,44.0,29.89,,,,,,29.887
5-51-4001-CL,"Header, Series 5100 24'",FT,160.0,108.68,,,,,,108.67999999999999
5-51-4001-CL-22,"Header, Series 5100 22'",FT,160.0,108.68,,,,,,108.67999999999999
5-51-4001-DB,"Header, Series 5100 24'",FT,162.0,110.04,,,,,,110.03849999999998
5-51-4001-DB-22,"Header, Series 5100 22'",FT,162.0,110.04,,,,,,110.03849999999998
5-51-4001-MF,"Header - MF S/L 168""",FT,141.0,95.77,,,,,,95.77425
5-51-4001-MF-24,"Header S/L 288""",FT,141.0,95.77,,,,,,95.77425
5-51-4002-CL,"Cover, Series 5100 24'",FT,56.0,38.04,,,,,,38.038
5-51-4002-DB,"Cover, Series 5100 24'",FT,58.0,39.4,,,,,,39.3965
5-51-4002-DB-22,"Cover, Series 5100 22'",FT,58.0,39.4,,,,,,39.3965
5-51-4002-MF,"Cover, Series 5100 S/L 168""",FT,55.0,37.36,,,,,,37.35875
5-51-4003-CL,"Filler, Header Soffit",FT,6.0,4.08,,,,,,4.0755
5-51-4003-DB,"Filler, Header Soffit",FT,8.0,5.43,,,,,,5.434
5-51-4003-MF,"Filler, Header Soffit S/L 24'",FT,5.0,3.4,,,,,,3.3962499999999998
5-51-4004-CL,"Roller Track, Series 5100",FT,9.0,6.11,,,,59.5,,6.11325
5-51-4006-CL,"Door Catch, 5100",FT,50.0,33.96,,,,,,33.9625
5-51-4006-DB,"Door Catch, 5100",FT,51.0,34.64,,,,,,34.641749999999995
5-51-4006-MF,"Door Catch, 5100 S/L 168""",FT,41.0,27.85,,,,,,27.84925
5-51-4007-CL,"Insert, Telescope Header",FT,54.0,36.68,,,,,,36.6795
5-51-4007-DB,"Insert, Telescope Header",FT,58.0,39.4,,,,,,39.3965
5-51-4007-MF,"Insert, Telescope Header S/L 14'",FT,52.0,35.32,,,,,,35.321000000000005
5-51-4009-CL,"Rail - 3""",FT,36.0,24.45,,,,,,24.453
5-51-4009-DB,"Rail - 3""",FT,39.0,26.49,,,,,,26.49075
5-51-4009-MF,"Rail, 3"" S/L 12'",FT,30.0,20.38,,,,,,20.377499999999998
5-51-4010-CL,"Rail - 9"" 24'",FT,73.0,49.59,,,,,,49.58525
5-51-4010-DB,"Rail - 9"" 24'",FT,77.0,52.3,,,,,,52.30225
5-51-4010-MF,"Rail - 9"" (12 ft)",FT,69.0,46.87,,,,,,46.868249999999996
5-51-4010-MF-24,"Rail, 9"" (24')",FT,64.0,43.47,,,,,,43.472
5-51-4011-CL,"Rail - 10"" 24'",FT,141.0,95.77,,,,,,95.77425
5-51-4011-DB,"Rail - 10"" 24'",FT,143.0,97.13,,,,,,97.13275
5-51-4011-MF,"Rail, 10"" S/L 12'",FT,77.0,52.3,,,,,,52.30225
5-51-4012-CL,"Housing, Recessed Panic Device",FT,52.0,35.32,,,,,,35.321000000000005
5-51-4012-DB,"Housing, Recessed Panic Device",FT,54.0,36.68,,,,,,36.6795
5-51-4012-MF,"Housing, Recessed Panic Device S/L 12'",FT,43.0,29.21,,,,,,29.207749999999997
5-51-4013-MF,"Pin Guide Threshold, Tele.",FT,70.0,47.55,,,,,,47.5475
5-51-4015-MF,"Insert, Pin Guide",FT,33.0,22.42,,,,28.9,30.36,22.415249999999997
5-51-4016-CL,Sway Rail,FT,43.0,29.21,,,,,,29.207749999999997
5-51-4016-DB,Sway Rail,FT,46.0,31.25,,,,,,31.2455
5-51-4016-MF,"Sway Rail S/L 168""",FT,37.0,25.13,,,,,,25.13225
5-51-4017-CL,"Insert, Header (PP/SA Sliders)",FT,26.0,17.66,,,,,,17.660500000000003
5-51-4017-DB,"Insert, Header (PP/SA Sliders)",FT,28.0,19.02,,,,,,19.019
5-51-4018-CL,Cover - PP/SA Sliders,FT,55.0,37.36,,,,,,37.35875
5-51-4018-DB,Cover - PP/SA Sliders,FT,56.0,38.04,,,,,,38.038
5-51-4021-MF,"Threshold, 1/2"" x 7"" Saddle 24'",FT,41.0,27.85,,,,,,27.84925
5-51-4022-CL,"Side Jamb, 1"" Pocket",FT,70.0,47.55,,,,,,47.5475
5-51-4022-DB,"Side Jamb, 1"" Pocket",FT,72.0,48.91,,,,,,48.906
5-51-4022-MF,"Side Jamb, 1"" Pocket 192"", 16'",FT,48.0,32.6,,,,,,32.604
5-51-4023-CL,"Mullion, 1"" Pocket",FT,59.0,40.08,,,,,,40.07575
5-51-4023-DB,"Mullion, 1"" Pocket",FT,61.0,41.43,,,,,,41.43425
5-51-4023-MF,"Mullion, 1"" Pocket (14 ft)",FT,32.0,21.74,,,,,,21.736
5-51-4023-MF-16,"Mullion, 1"" Pocket (16ft)",FT,49.0,33.28,,,,,,33.28325
5-51-4024-CL,"Filler, Side Jamb, 1"" Pocket",FT,10.0,6.79,,,,,,6.7924999999999995
5-51-4024-DB,"Filler, Side Jamb, 1"" Pocket",FT,11.0,7.47,,,,,,7.47175
5-51-4024-MF,"Filler, Side Jamb 1' Pocket S/L 24'",FT,4.0,2.72,,,,,,2.717
5-51-4025-BL,Push Bar / Cart Bar 24',FT,25.0,16.98,,,,,,16.98125
5-51-4025-CL,"Push Bar / Cart Bar 1/4""x 2""x 12'6""",FT,13.0,8.83,,,,,,8.830250000000001
5-51-4027-MF,"Threshold, 1/2""x 7"" Saddle (Smooth Surface) 20 FT S/L",FT,25.0,16.98,,,,,,16.98125
5-51-4027-SR,"Threshold, 1/2"" x 7"" Saddle Slip Resistant Do Not Reorder",FT,218.0,148.08,,,,,,148.0765
5-51-4029-CL,"Side Jamb, 1 3/4"" X 6 3/4""",FT,79.0,53.66,,,,,,53.66075
5-51-4029-CL-20,"Side Jamb, 1 3/4"" x 6 3/4"" 20'0""",FT,79.0,53.66,,,,,,53.66075
5-51-4029-DB,"Side Jamb, 1 3/4"" X 6 3/4""",FT,81.0,55.02,,,,,,55.01924999999999
5-51-4029-MF,"Side Jamb, 1 3/4"" X 6 3/4"" S/L 12'",FT,76.0,51.62,,,,,,51.623
5-52-4001-CL,"Rail, 3""",FT,70.0,47.55,,,,,,47.5475
5-52-4001-DB,"Rail, 3""",FT,71.0,48.23,,,,,,48.226749999999996
5-52-4001-MF,"Rail, 3"" S/L 144""",FT,71.0,48.23,,,,,,48.226749999999996
5-52-4002-CL,"Rail, 4""",FT,80.0,54.34,,,,,,54.339999999999996
5-52-4002-DB,"Rail, 4""",FT,81.0,55.02,,,,,,55.01924999999999
5-52-4002-MF,"Rail, 4"" S/L 144""",FT,80.0,54.34,,,,,,54.339999999999996
5-52-4003-CL,"Rail, 5""",FT,99.0,67.25,,,,,,67.24575
5-52-4003-DB,"Rail, 5""",FT,101.0,68.6,,,,,,68.60425000000001
5-52-4004-CL,"Rail, 6""",FT,112.0,76.08,,,,,,76.076
5-52-4004-DB,"Rail, 6""",FT,115.0,78.11,,,,,,78.11375
5-52-4007-CL,"Strip, Glass Clamp",FT,16.0,10.87,,,,,,10.868
5-59-4001-CL,"Header, 5900 ICU",FT,124.0,84.23,,,,,,84.227
5-59-4001-CL-15,"Header, 5900 ICU 15'0""",FT,124.0,84.23,,,,,,84.227
5-59-4001-DB,"Header, 5900 ICU",FT,126.0,85.59,,,,,,85.5855
5-59-4001-MF,"Header, 5900 ICU S/L 12'",FT,105.0,71.32,,,,,,71.32124999999999
5-59-4002-CL,"Insert, Telescopic ICU Header",FT,52.0,35.32,,,,,,35.321000000000005
5-59-4002-CL-15,"Insert, Telescopic ICU Header 15'0""",FT,52.0,35.32,,,,,,35.321000000000005
5-59-4002-DB,"Insert, Telescopic ICU Header",FT,54.0,36.68,,,,,,36.6795
5-59-4003-CL,"Cover, 5900 ICU",FT,42.0,28.53,,,,,,28.528499999999998
5-59-4003-CL-15,"Cover, 5900 ICU 15'0""",FT,42.0,28.53,,,,,,28.528499999999998
5-59-4003-DB,"Cover, 5900 ICU",FT,44.0,29.89,,,,,,29.887
5-59-4003-MF,"Cover, 5900 ICU S/L 12'",FT,23.0,15.62,,,,,,15.62275
5-59-4004-CL,"Header, 5800 (4.25"")",FT,144.0,97.81,,,,,,97.812
5-60-1418-CL,"Side Jamb, 1 3/4"" X 4 1/2""",FT,68.0,46.19,,,,,,46.189
5-60-1418-DB,"Side Jamb, 1 3/4"" X 4 1/2""",FT,70.0,47.55,,,,,,47.5475
5-60-1418-DB-22,"Side Jamb, 1 3/4"" x 4 1/2"" 22'",FT,70.0,47.55,,,,,,47.5475
5-60-1418-MF,"Side Jamb, 1 3/4"" x 4 1/2 S/L 16'",FT,57.0,38.72,,,,,,38.71725
5-60-1418-MF-24,"Side Jamb. 1 3/4"" x 4 1/2"" S/L 288""",FT,57.0,38.72,,,,,,38.71725
5-60-1421-CL,"Tube, Rectangular, 1 3/4"" X 4 1/2""",FT,36.0,24.45,,,,,,24.453
5-60-1421-DB OBSOLET,"Tube, Rectangular, 1 3/4"" X 4 1/2""",FT,43.0,29.21,,,,,,29.207749999999997
5-60-1423-CL,"Side Jamb, 1"" X 4 1/2"" 24'",FT,47.0,31.92,,,,,,31.92475
5-60-1423-DB,"Side Jamb, 1"" X 4 1/2"" 24'",FT,49.0,33.28,,,,,,33.28325
5-60-1491-CL - DNU,"Tube, 1 3/4 x 2",FT,33.0,22.42,,,,,,22.415249999999997
5-60-1491-DB DNU,"Tube, 1 3/4 x 2",FT,33.0,22.42,,,,,,22.415249999999997
5-60-1532-CL,"Filler, Side Jamb",FT,8.0,5.43,,,,,,5.434
5-60-1532-DB,"Filler, Side Jamb",FT,10.0,6.79,,,,,,6.7924999999999995
5-60-1532-MF,"Filler, Side Jamb S/L 16'",FT,7.0,4.75,,,,,,4.75475
5-60-1739-CL,"Mullion, Vertical 24'",FT,63.0,42.79,,,,,,42.79275
5-60-1739-DB,"Mullion, Vertical 24'",FT,65.0,44.15,,,,,,44.15125
5-60-1739-MF,"Mullion, Vertical S/L 16'",FT,35.0,23.77,,,,,,23.77375
5-60-1832-CL,Sidelite Stop,FT,17.0,11.55,,,,,,11.54725
5-60-1832-DB,SIDELITE STOP,FT,19.0,12.91,,,,,,12.90575
5-60-4269,"Aluminum, Channel 1""x 1""x 1/8""x 20'",FT,23.0,15.62,,,,,,15.62275
5-80-4001-MF,"Plate, Operator Mounting 24'",FT,43.0,29.21,,,,,,29.207749999999997
5-80-4004-BL,"Cover, DFA Operator, Black Ano ; S/L 24'",FT,81.0,55.02,,,,,,55.01924999999999
5-80-4004-CL,"Cover, DFA Operator 24'",FT,70.0,47.55,,,,,,47.5475
5-80-4004-DB,"Cover, DFA Operator 24'",FT,76.0,51.62,,,,,,51.623
5-80-4004-MF,"Cover, DFA Operator S/L 161""",FT,45.0,30.57,,,,,,30.566249999999997
5-85-4003-CL,"Header, OHC S/L 24'",FT,72.0,48.91,,,,,,48.906
5-85-4003-DB,"Header, OHC S/L 24'",FT,76.0,51.62,,,,,,51.623
5-85-4003-MF,"Header, OHC S/L 12'",FT,69.0,46.87,,,,,,46.868249999999996
5-85-4004-CL,"Cover, OHC S/L 24'",FT,37.0,25.13,,,,,,25.13225
5-85-4004-DB,"Cover, OHC S/L 24'",FT,39.0,26.49,,,,,,26.49075
5-85-4004-MF,"Cover, OHC S/L 12'",FT,32.0,21.74,,,,,,21.736
5-85-4005-CL,"Channel, Arm Cover S/L 24'",FT,16.0,10.87,,,,,,10.868
5-85-4005-DB,"Channel, Arm Cover S/L 24'",FT,18.0,12.23,,,,,,12.2265
6-11-9002,"Insert, Glass Stop 12' Stick Length",FT,5.0,3.4,,,,,,3.3962499999999998
6-11-9005,"Vinyl, Sidelite Seal",FT,1.0,0.68,,,,,,0.67925
6-11-9007,"Block, Glass Setting",EACH,1.0,0.68,,,,,,0.67925
6-11-9009,"Vinyl, Smokeless ICU",FT,31.0,21.06,,,,,,21.05675
6-11-9011,"Glazing Bulb, Coextrusion",FT,577.0,391.93,,,,,,391.92724999999996
6-51-9004,"Channel, Weather Pile (7'-3"")",EACH,33.0,22.42,,,,,,22.415249999999997
6-51-9006,"Block, Glass Jacking",EACH,3.0,2.04,,,,,,2.03775
6-51-9007,"Enclosure, Molded - Display Control Panel",EACH,52.0,35.32,,,,,,35.321000000000005
6-52-9001,"Seal, Door Edge (5200 All Glass Slider) - 16' PC",EACH,204.0,138.57,,,,,,138.56699999999998
6-59-9001,"Vinyl, Smoke/Air Seal 16' stock length",PIECE,37.0,25.13,,,,,34.04,25.13225
6-60-1734,"Vinyl, Transom",FT,2.0,1.36,,,,,,1.3585
6-80-9001,"End Cap, Cover",EACH,23.0,15.62,,,,17.0,21.16,15.62275
6-80-9002,"Insert, Shaft Cutout",EACH,4.0,2.72,,,,,,2.717
6-80-9003,"Insert, Cover (Plain)",EACH,4.0,2.72,,,,,8.2,2.717
6-80-9004,"Insert, Cover (Switch)",EACH,6.0,4.08,,,,,,4.0755
81-0011-0562,"Screw, 10-32 X 1/2"", Phillips, Flat, MS, Zinc",EACH,1.0,0.68,,,,,,0.67925
81-0011-2670,"Screw, 1/4-20 x 1"", Flat, Socket CS, Plain Box of 75",BOX,62.0,42.11,,,,,,42.1135
81-0014-2664,"Screw, 1/4-20 X 5/8"", Allen Flange, Button, Oxide",EACH,4.0,2.72,,,,,,2.717
81-0016-2554,"Screw, 10-32 x 1/4"", Hex Socket CS, Grade 5, Box of 150",BOX,69.0,46.87,,,,,,46.868249999999996
81-0016-2562,"Screw, 10-32 X 1/2"", Hex Socket CS, Grade 5 Box of 200",BOX,77.0,52.3,,,,,1.22,1.22
81-0017-2658,"Screw, 1/4-20 x 3/8"", Socket, Flanged BH,CS,Blk.Oxide Box100",EACH,1.0,0.68,,,,,,0.67925
81-0017-3664,"Screw,1/4-20 X 5/8"", Hex, Washer Head,MS,Grade8,Plain Box of 50",BOX,59.0,40.08,,,,,,40.07575
81-0017-3666,"Screw, 1/4-20 X 3/4"", Hex, Washer Head,MS,Grade8,Plain Box of 75",BOX,62.0,42.11,,,,,,42.1135
81-0018-3726,"Screw, 5/16-18 X 1 1/2"", Hex, CS, Grade 8, Zin, Box of 50",BOX,59.0,40.08,,,,,,40.07575
81-0019-2558,"Screw, 10-32 x 3/8"", Socket Lo Head, CS, Plain",EACH,4.0,2.72,,,,,,2.717
81-0718-3666,"Screw, 1/4-20 X 3/4"", Hex, MS W/Nylok Patch, Grade 5 Or 8",EACH,2.0,1.36,,,,,,1.3585
81-3114-0412-DB,"Screw, 8-18 x 1/2"",Phillips,Pan Type""AB"",SMS,Blk.Ox.Box of 200",EACH,1.0,0.68,,,,,,0.67925
81-3514-0512,"Screw, 10-16 X 1/2"", Phillips, Pan, SMS, Type B, Zinc",EACH,2.0,1.36,,,,,1.15,1.15
81-4211-0308,"Screw, 6-32 x 3/"", Phillips, | Flat, Type ""F"", Zinc",EACH,2.0,1.36,,,,,,1.3585
81-4211-0684,"Screw, 1/4-20 X 2 1/2"", Phillips, Flat, SMS, Type ""F"", Zinc",EACH,2.0,1.36,,,,,,1.3585
81-4411-0512,"Screw, 10-24 X 1/2"", Phillips, Flat, Type 23, Zinc Box of 100",BOX,62.0,42.11,,,,,,42.1135
81-4411-0516,"Screw, 10-24 X 3/4"", Phillips, Flat,Type 23,Zinc Box of 100",BOX,62.0,42.11,,,,,,42.1135
8-91-3006,"Decal, ""In Emergency, Push to Open""",EACH,8.0,5.43,,,,,,5.434
8-91-3011,"Decal Set, Bipart Sliders",EACH,72.0,48.91,,,,,,48.906
8-91-3012,"Decal Set, Single Sliders",EACH,38.0,25.81,,,,,,25.8115
8-91-3013,"Decal, AAADM Safety - Sliders",EACH,2.0,1.36,,,,,,1.3585
8-91-3014,"Label, Trackless ICU Operation",EACH,17.0,11.55,,,,,,11.54725
8-91-3016,"Decal, Automatic Sliding Door (w/record logo)",EACH,9.0,6.11,,,,,,6.11325
8-91-3017,"Decal, ""STAND CLEAR""",EACH,12.0,8.15,,,,,,8.151
8-91-3018,"Decal, record Logo (Bubble)",EACH,7.0,4.75,,,,,,4.75475
8-91-3023,"Decal, ""This Door Must Remain Unlocked During Business Hrs.""",EACH,16.0,10.87,,,,,,10.868
8-91-3026,"Decal, ICU Positive Latch Emergency Release",EACH,4.0,2.72,,,,,,2.717
8-92-3017,"Decal, AAADM Safety - Swing Door Operators",EACH,2.0,1.36,,,,,,1.3585
8-92-3026,Decal Set - Low Energy Electromechanical Operators,EACH,42.0,28.53,,,,,,28.528499999999998
8-92-3031,"Decal,""Caution Automatic Door"" w/""Activate Switch to Operate""",EACH,10.0,6.79,,,,,,6.7924999999999995
8-92-3032,"Decal, ""Automatic Door Keep Moving"" w/Arrow",EACH,9.0,6.11,,,,,,6.11325
8-92-3033,"Decal, ""Do Not Enter - Stand Clear""",EACH,9.0,6.11,,,,,,6.11325
8-92-3034,"Decal Set, Full Power Operator",EACH,47.0,31.92,,,,,,31.92475
8-92-3035,"Decal Set, Low Energy Operator",EACH,28.0,19.02,,,,,,19.019
8-92-3037,"Decal, Caution Automatic Door (2-Sided)",EACH,20.0,13.58,,,,,,13.584999999999999
8-92-3038,"Decal, ""Automatic Door Keep Moving"" w/ Arrow, (2-Sided)",EACH,22.0,14.94,,,,,,14.9435
8-92-3039,"Decal, ""Caution Automatic Door Two Way Traffic"", (2-Sided)",EACH,22.0,14.94,,,,,,14.9435
8-92-3040,"Decal, ""Caution Automatic Door Activate Sw.Operate"",(2-Sided)",EACH,29.0,19.7,,,,,,19.69825
8-92-3041,"Decal, 1 Side, ""Caution Auto. Door"" w/""Two Way Traffic""",EACH,6.0,4.08,,,,,,4.0755
8-92-3043,"Decal,""Automatic Door w/Arrow & Do Not Enter, (2-Sided)",EACH,22.0,14.94,,,,,,14.9435
8-92-3044,"Decal,""Do Not Enter/ Automatic Door w/Arrow"", (2-Sided)",EACH,22.0,14.94,,,,,,14.9435
8-93-3002,"Decal, AAADM Safety - Folders",EACH,2.0,1.36,,,,,,1.3585
8-93-3003,"Decal Set, Folding Doors",EACH,47.0,31.92,,,,,,31.92475
9-09-0012,"Belt, Timing (Series 5100) 102-108338",FT,22.0,14.94,,,,1.26,20.24,1.26
9-09-0015,"Belt, Main Drive, 4500, 30M Roll",ROLL,911.0,618.8,,,,,,618.79675
9-09-0016,"Belt, S4500 Motordrive Ass'y.",EACH,61.0,41.43,,,,46.75,56.12,41.43425
9-11-0001,Trackk Cap (Nylatron) | 40-1103,FT,3.0,2.04,,,,2.61,3.84,2.03775
9-25-0020-CL,Lock Indicator-used on upside down lock application-5100's,EACH,122.0,82.87,,,,,,82.8685
9-25-0020-DB,Lock Indicator-used on upside down lock application- 5100's,EACH,122.0,82.87,,,,,,82.8685
9-25-0021-CL,Lock Indicator (Right Side Up) 8600 & 4500 Line,EACH,51.0,34.64,,,,,,34.641749999999995
9-25-0021-DB,Lock Indicator (right side up) 8600 & 4500 Lines,EACH,53.0,36.0,,,,,,36.00025
9-25-0023-CL,"Cylinder, Keyed, 1"" Mortise, | KA4 (All Glass Door)",EACH,45.0,30.57,,,,,,30.566249999999997
9-25-0023-DB,"Cylinder, Keyed, 1"" Mortise, | KA4 (All Glass Door Lock)",EACH,45.0,30.57,,,,,,30.566249999999997
9-45-0010,Belt Clamp - Right,EACH,167.0,113.43,,,,,153.64,113.43475
9-45-0011,"Tie Rod, Belt Clamp (Short)",EACH,26.0,17.66,,,,,23.92,17.660500000000003
9-45-0012,Belt Clamp - Left,EACH,167.0,113.43,,,,,153.64,113.43475
9-45-0013,"Tie Rod, Belt Clamp (Long)",EACH,31.0,21.06,,,,,28.52,21.05675
9-45-0101,"Drive Pedestal, Slave",EACH,2576.0,1749.75,,,,,,1749.748
9-45-0102,"Drive Pedestal, Master",EACH,2810.0,1908.69,,,,,2585.2,1908.6924999999999
9-45-0103,Inner Arm Ass'y.,EACH,788.0,535.25,,,,,,535.249
9-45-0106,"Electric Lock, Anti-Breakout",EACH,1545.0,1049.44,,,,,,1049.4412499999999
9-45-0107,"Kit, Door Open Stop",EACH,95.0,64.53,,,,,,64.52875
9-45-0109,"Sequencer,VRR Control Module Dual Lock,System 20",EACH,1006.0,683.33,,,,,,683.3254999999999
9-45-0110,"Motordrive Ass'y., ATE FTA 20",EACH,2702.0,1835.33,,,,,2485.84,1835.3334999999997
9-51-0001,"Damper, Roller Track",FT,2116.0,1437.29,,,,,10.86,10.86
9-51-0004,"Pulley, Idler",EACH,169.0,114.79,,,,,,114.79325
9-51-0010,"Battery Pack, NiCad (System 19 Only)",EACH,513.0,348.46,,,,,,348.45525
9-51-0014,"Cord, Power (9'10"" Length) ***SJT JACKET ****",EACH,38.0,25.81,,,,,34.96,25.8115
9-51-0015,"Washer, Pin Guide (Hurricane- Rated Sliders)",EACH,10.0,6.79,,,,8.5,5.75,5.75
9-51-0016,PCB - Supplementary (Lead Acid Battery),EACH,248.0,168.45,,,,,,168.454
9-51-0017,"Battery, Lead Acid 102-019808036",EACH,563.0,382.42,,,,470.9,,382.41774999999996
9-51-0019,"Film, Static Cling Vinyl (S5200 All Glass Doors)",ROLL,323.0,219.4,,,,,,219.39775
9-58-0008,"Pin, Clevis (3/8"" x 1 1/4"") Box of 12",EACH,7.0,4.75,,,,,6.44,4.75475
9-59-0001,"Adaptor, AC, FPC (Battery Charger)",EACH,187.0,127.02,,,,,,127.01974999999999
9-60-1677,"Rod, Threaded - 3/8-16",FT,2.0,1.36,,,,,,1.3585
9-61-0001,"4.75"" BEA SQ SS Vestibule Push Plate ""Push To Open"" text & Handicap L EACH",EACH,336.0,228.23,,,,,,228.22799999999998
9-61-0004,"Switch, Press Wall, 1 1/2"" x 4 3/4"", Baby Carriage Logo",EACH,128.0,86.94,,,,,,86.944
9-61-0006,"6"" BEA Round Black MS31 Text & Hand Logo",EACH,714.0,484.98,,,,,,484.98449999999997
9-61-0011,"Sensor, Motion (BEA Eagle)",EACH,590.0,400.76,,,,,,400.7575
9-61-0014,"Spacer, BEA Eagle Sensor",EACH,97.0,65.89,,,,,,65.88725
9-61-0015,"Sensor, On Door Presence Superscan11T **DROP SHIP**",EACH,986.0,669.74,,,,,,669.7404999999999
9-61-0016,"Sensor,Presence,BEA,Swing/Fold BodyguardT w/monitoring",EACH,881.0,598.42,,,,,,598.4192499999999
9-61-0018,"Sensor, Motion/Presence, BEA IXIO-DT1",EACH,505.0,343.02,,,,,,343.02124999999995
9-61-0021,"Sensor,On Door Presence,Optex Pro-Swing Elite, *DROP SHIP*",EACH,2732.0,1855.71,,,,,,1855.7109999999998
9-61-0022,"Kit,Beam Set,Panic Breakout Shut Off, Optex",EACH,1082.0,734.95,,,,,622.15,622.15
9-61-0028,"Sensor, Motion (Optex Reaction Two)",EACH,606.0,411.63,,,,,,411.6255
9-61-0029,"Holder, Surface Mount (Optex)",EACH,221.0,150.11,,,,,203.32,150.11425
9-61-0031,"Module, Control (Optex OS-12C)",EACH,585.0,397.36,,,,,,397.36125
