Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes
XCL-11101036-AL,"Standard Door Sweep, 36"" (.91m), Anodized Aluminum Finish",EA,,43.15,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11101036-BR,"Standard Door Sweep, 36"" (.91m), Anodized Bronze Finish",EA,,43.15,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11102036-AL,"Standard Door Sweep, 36"" (.91m), Anodized Aluminum Finish (2 pack)",EA,,77.65,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11102036-BR,"Standard Door Sweep, 36"" (.91m), Anodized Bronze Finish (2 pack)",EA,,77.65,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11101045-AL,"Standard Door Sweep, 45"" (1.14m), Anodized Aluminum Finish",EA,,46.2,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11101045-BR,"Standard Door Sweep, 45"" (1.14m), Anodized Bronze Finish",EA,,46.2,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11102045-AL,"Standard Door Sweep, 45"" (1.14m)), Anodized Aluminum Finish (2 pack)",EA,,87.8,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11102045-BR,"Standard Door Sweep, 45"" (1.14m), Anodized Bronze Finish (2 pack)",EA,,87.8,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11101048-AL,"Standard Door Sweep, 48"" (1.22m), Anodized Aluminum Finish",EA,,49.4,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11101048-BR,"Standard Door Sweep, 48"" (1.22m), Anodized Bronze Finish",EA,,49.4,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11102048-AL,"Standard Door Sweep, 48"" (1.22m), Anodized Aluminum Finish (2 pack)",EA,,88.95,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-11102048-BR,"Standard Door Sweep, 48"" (1.22m), Anodized Bronze Finish (2 pack)",EA,,88.95,"Xcluder Standard Door Sweeps for Gaps up to 1.25""",,
XCL-15101036-AL,"Versa-Line Door Sweep & Cover Set, 36"" (.91m), Anodized Aluminum Finish",EA,,62.5,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-15101036-BR,"Versa-Line Door Sweep & Cover Set, 36"" (.91m), Anodized Bronze Finish",EA,,62.5,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-15101045-AL,"Versa-Line Door Sweep & Cover Set, 45"" (1.14m), Anodized Aluminum Finish",EA,,67.2,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-15101045-BR,"Versa-Line Door Sweep & Cover Set, 45"" (1.14m), Anodized Bronze Finish",EA,,67.2,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-15101048-AL,"Versa-Line Door Sweep & Cover Set, 48"" (1.22m), Anodized Aluminum Finish",EA,,75.3,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-15101048-BR,"Versa-Line Door Sweep & Cover Set, 48"" (1.22m), Anodized Bronze Finish",EA,,75.3,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-13101036-AL,"Versa-Line Door Sweep Only (No Cover), 36"" (.91m), Mill Finish",EA,,46.3,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-13101045-AL,"Versa-Line Door Sweep Only (No Cover), 45"" (1.14m), Mill Finish",EA,,50.4,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-13101048-AL,"Versa-Line Door Sweep Only (No Cover), 48"" (1.22m), Mill Finish",EA,,54.65,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-13101060-AL,"Versa-Line Door Sweep Only (No Cover), 60, Mill Finish",EA,,75.3,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-14101036-AL,"Replacement Versa-Line Cover, 36"" (.91m), Anodized Aluminum Finish",EA,,20.5,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-14101036-BR,"Replacement Versa-Line Cover, 36"" (.91m), Anodized Bronze Finish",EA,,20.5,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-14101045-AL,"Replacement Versa-Line Cover, 45"" (1.14m), Anodized Aluminum Finish",EA,,23.1,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-14101045-BR,"Replacement Versa-Line Cover, 45"" (1.14m) , Anodized Bronze Finish",EA,,23.1,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-14101048-AL,"Replacement Versa-Line Cover, 48"" (1.22m), Anodized Aluminum Finish",EA,,25.3,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-14101048-BR,"Replacement Versa-Line Cover, 48"" (1.22m), Anodized Bronze Finish",EA,,25.3,"Xcluder Versa-Line Door Sweeps for Gaps up to 1.75""",,
XCL-12100036-AL,"Low-Profile Door Sweep, 36"" (.91m), Anodized Aluminum Finish",EA,,27.95,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-12100036-BR,"Low-Profile Door Sweep, 36"" (.91m), Anodized Bronze Finish",EA,,27.95,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-12100045-AL,"Low-Profile Door Sweep, 45"" (1.14m), Anodized Aluminum Finish",EA,,29.75,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-12100045-BR,"Low-Profile Door Sweep, 45"" (1.14m)), Anodized Bronze Finish",EA,,29.75,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-12100048-AL,"Low-Profile Door Sweep, 48"" (1.22m), Anodized Aluminum Finish",EA,,31.9,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-12100048-BR,"Low-Profile Door Sweep, 48"" (1.22m), Anodized Bronze Finish",EA,,31.9,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-11100036-AL,"Standard Door Sweep, 36"" (.91m), Anodized Aluminum Finish",EA,,38.85,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-11100036-BR,"Standard Door Sweep, 36"" (.91m), Anodized Bronze Finish",EA,,38.85,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-11100045-AL,"Standard Door Sweep, 45"" (1.14m), Anodized Aluminum Finish",EA,,41.6,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-11100045-BR,"Standard Door Sweep, 45"" (1.14m), Anodized Bronze Finish",EA,,41.6,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-11100048-AL,"Standard Door Sweep, 48"" (1.22m), Anodized Aluminum Finish",EA,,44.45,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-11100048-BR,"Standard Door Sweep, 48"" (1.22m), Anodized Bronze Finish",EA,,44.45,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-15100036-AL,"Versa-Line Door Sweep & Cover Set, 36"" (.91m), Anodized Aluminum Finish",EA,,56.35,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-15100036-BR,"Versa-Line Door Sweep & Cover Set, 36"" (.91m), Anodized Bronze Finish",EA,,56.35,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-15100045-AL,"Versa-Line Door Sweep & Cover Set, 45"" (1.14m), Anodized Aluminum Finish",EA,,60.5,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-15100045-BR,"Versa-Line Door Sweep & Cover Set, 45"" (1.14m), Anodized Bronze Finish",EA,,60.5,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-15100048-AL,"Versa-Line Door Sweep & Cover Set, 48"" (1.22m), Anodized Aluminum Finish",EA,,67.8,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-15100048-BR,"Versa-Line Door Sweep & Cover Set, 48"" (1.22m), Anodized Bronze Finish",EA,,67.8,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-13100036-AL,"Versa-Line Door Sweep Only (No Cover), 36"" (.91m), Mill Finish",EA,,41.7,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-13100045-AL,"Versa-Line Door Sweep Only (No Cover), 45"" (1.14m), Mill Finish",EA,,45.35,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
XCL-13100048-AL,"Versa-Line Door Sweep Only (No Cover), 48"" (1.22m), Mill Finish",EA,,49.2,Bulk Door Sweeps (min 20 per order),,Bulk / minimum-order pricing tier
162525-24,"Automatic Door Bottom Seal, Self-Leveling, 24"" (.61m), Clear Aluminum",EA,,99.25,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-28,"Automatic Door Bottom Seal, Self-Leveling, 28"" (.71m), Clear Aluminum",EA,,99.25,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-30,"Automatic Door Bottom Seal, Self-Leveling, 30"" (.76m), Clear Aluminum",EA,,99.25,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-32,"Automatic Door Bottom Seal, Self-Leveling, 32"" (.81m), Clear Aluminum",EA,,99.25,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-34,"Automatic Door Bottom Seal, Self-Leveling, 34"" (.86m), Clear Aluminum",EA,,99.25,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-36,"Automatic Door Bottom Seal, Self-Leveling, 36"" (.91m), Clear Aluminum",EA,,99.25,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-38,"Automatic Door Bottom Seal, Self-Leveling, 38"" (.97m), Clear Aluminum",EA,,110.55,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-40,"Automatic Door Bottom Seal, Self-Leveling, 40"" (1.02m), Clear Aluminum",EA,,110.55,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-42,"Automatic Door Bottom Seal, Self-Leveling, 42"" (1.06m), Clear Aluminum",EA,,119.4,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-44,"Automatic Door Bottom Seal, Self-Leveling, 44"" (1.12m), Clear Aluminum",EA,,119.4,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-46,"Automatic Door Bottom Seal, Self-Leveling, 46"" (1.17m), Clear Aluminum",EA,,119.4,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162525-48,"Automatic Door Bottom Seal, Self-Leveling, 48"" (1.22m), Clear Aluminum",EA,,128.1,"Xcluder Self-Leveling Automatic Door Bottom Seals, for uneven surfaces",,
162810A,"Kit for Automatic Entry Doors, Full Breakout, Aluminum, includes (2) 24” Vertical Astragal Seal Sections",EA,,398.6,Xcluder Automatic Entry Door Kits,,
162810B,"Auto Slide Kit Automatic Entry Doors, Full Breakout, Dark Bronze, includes (2) 24” Vertical Astragal Seal Sections",EA,,398.6,Xcluder Automatic Entry Door Kits,,
162811A,"Auto Slide Kit for Automatic Entry Doors, Fixed Sidelite, Aluminum, includes (2) 24” Vertical Astragal Seal Sections",EA,,398.6,Xcluder Automatic Entry Door Kits,,
162811B,"Auto Slide Kit for Automatic Entry Doors, Fixed Sidelite, Dark Bronze, includes (2) 24” Vertical Astragal Seal Sections",EA,,398.6,Xcluder Automatic Entry Door Kits,,
XCL-221-01-248-AL,"Easy-Ship Vertical Door Seal, Hardware Mount, (2) 48"" (1.22m) pieces, Aluminum",EA,,87.6,Xcluder Easy-Ship Vertical Door Seals - SINGLE DOOR - up to 8',,
XCL-221-01-248-BR,"Easy-Ship Vertical Door Seal, Hardware Mount, (2) 48"" (1.22m) pieces, Bronze",EA,,87.6,Xcluder Easy-Ship Vertical Door Seals - SINGLE DOOR - up to 8',,
