Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,A&M Part #
C07200.02LH,LOW ENERGY OPERATOR W/C4190 FOR S7900,,1919.0,1343.3,,,,
C07200.04LH,LOW ENERGY OPR W/C5190 CONTROL LEFT HAND,,1930.0,1351.0,,,,
C07200.04RH,LOW ENERGY OPR W/C5190 CONTROL RIGHT HAND,,1930.0,1351.0,,,,
C07200.05LH,LOW ENERGY OPR W/C5190 S7900 LEFT HAND,,1965.0,1375.5,,,,
C07200.05RH,LOW ENERGY OPR W/C5190 S7900 RIGHT HAND,,1965.0,1375.5,,,,
C07200.1LHR,LOW ENERGY OPR W/C4190 CONTROL,,1852.0,1296.4,,,,
C07200.1RHR,LOW ENERGY OPR W/C4190 CONTROL,,1852.0,1296.4,,,,
C07200.2LHR,LOW ENERGY OPR W/C4190-S7900,,1977.0,1383.9,,,,
C07200.2RHR,LOW ENERGY OPR W/C4190-S7900,,1977.0,1383.9,,,,
C07200.4LHR,LOW ENERGY OPR W/C5190 CONTROL LEFT HAND REVERSE,,1930.0,1351.0,,,,
C07200.4RHR,LOW ENERGY OPR W/C5190 CONTROL RIGHT HAND REVERSE,,1930.0,1351.0,,,,
C07200.5LHR,LOW ENERGY OPR W/C5190 S7900 LEFT HAND REVERSE,,1965.0,1375.5,,,,
C07200.5RHR,LOW ENERGY OPR W/C5190 S7900 RIGHT HAND REVERSE,,1351.0,945.7,,,,
C07201.01RH,LOW ENERGY OPR W/C4191 CONTROL,,1785.0,1249.5,,,,
C07201.02RH,LOW ENERGY OPR W/C4191-S7900,,1878.0,1314.6,,,,
C07201.1RHR,LOW ENERGY OPR W/C4191 CONTROL,,1785.0,1249.5,,,,
C07201.2RHR,LOW ENERGY OPR W/C4191-S7900,,1878.0,1314.6,,,,
C07204.0000,ASSYTOP PIVOTMANUAL BIFOLD,,405.0,283.5,,,,
C07220.0001,STRIKE INTERFACE MOD ASSY,,180.0,126.0,,,,
C07245.0000,ADAPTER BRACKET-S7000 (STL SHEET-0.109),,95.2,66.64,,,,
C07247.0000,NUT #3/8-16 HEX JAM,,1.7,1.19,,,,
C07272.0002,ACCY HDY PKG ASSEMBLY - LOADED,,190.0,133.0,,,,
C07280.0000,DECAL AUTO DOOR ACTIVATE SWITCH TO OPERATE DOUBLE SIDED,,17.5,12.25,,,,
C07281.0000,DECAL CAUTION-AUTOMATIC DOOR,,36.6,25.62,,,,
C07282.0000,LABEL; CAUTION AUTOMATIC DOOR,,36.6,25.62,,,,
C07305.000A,ACCESSORIES INSWING ARM CLR,,591.0,413.7,,,,
C07305.000B,ACCESSORIES INSWING ARM BNZ,,591.0,413.7,,,,
C07306.000A,ACCESSORIES PARALLEL ARM CLR,,908.0,635.6,,,,
C07306.000B,ACCESSORIES PARALLEL ARM BNZ,,908.0,635.6,,,,
C07307.000A,ACCESSORIES OUTSWING ARM CLR,,591.0,413.7,,,,
C07307.000B,ACCESSORIES OUTSWING ARM BNZ,,591.0,413.7,,,,
C07308.000A,ACCESSORIES INSWING AND OUTSWING NHO ARM KIT CLEAR,,495.0,346.5,,,,
C07308.000B,ACCESSORIES INSWING AND OUTSWING NHO ARM KIT BRONZE,,580.0,406.0,,,,
C07309.000A,ACCESSORIES PARALLEL NHO ARM KIT CLR,,726.0,508.2,,,,
C07309.000B,ACCESSORIES PARALLEL NHO ARM KIT BRZ,,765.0,535.5,,,,
C07439.0000,SCREWM6X18MM SCS CL12.9 (GR8),,3.3,2.31,,,,
C07442.0000,SCREWM6X12MM HHMB,,1.7,1.19,,,,
C07498.0000,BOLT SQ HEAD 5/16-18 X5/8,,1.7,1.19,,,,
C07498.0001,T-BOLT 5/16-18 X 5/8 MAKE FROM C7498,EA,6.4,4.48,,,,
C07601.0000,SHIM BRK/OUT SHAFT BIFOLD,EA,6.5,4.55,,,,
C07606.0000,BOTTOM PIVOT(.25) ASSY,EA,207.0,144.9,,,,
C07606.0001,BOTTOM PIVOT ASSY,EA,167.0,116.9,,,,
C07607.0000,BOTTOM PIVOT(1.75) ASSY,EA,223.0,156.1,,,,
C07608.0000,BOTTOM PIVOT(1.75) ASSY,EA,223.0,156.1,,,,
C07609.0000,ASSYPIVOT-DOOR PORTION SWING BIFOLD DOORS,EA,61.4,42.98,,,,
C07610.0000,PIVOT FLOOR ASSY,EA,113.0,79.1,,,,
C07611.0000,PIVOT FLOOR ASSY,EA,111.0,77.7,,,,
C07612.0000,PIVOT FLOOR ASSY,EA,177.0,123.9,,,,
C07613.0000,PIVOT BOTTOM DOOR PORTION JACKSON 20-647,EA,73.0,51.1,,,,
C07614.0000,PIVOT BOTTOM FLOOR PORTION JACKSON 20-1062,EA,97.2,68.04,,,,
C07615.0000,PLATE PIVOT THRESHOLD,EA,111.0,77.7,,,,
C07631.0000,BREAKOUT SHAFT ADAPTER,EA,124.0,86.8,,,,
C07632.0000,BREAKOUT FILLER BLOCK,EA,41.8,29.26,,,,
C07633.001A,PLATE-COVER LH S4-4200,EA,77.9,54.53,,,,
C07633.001B,PLATE-COVER LH S4-4200,EA,77.9,54.53,,,,
C07636.0000,GASKET NEOPRENE 1/32,EA,3.9,2.73,,,,
C07637.0001,BUMPER-EDPM-MOLDED-BLACK,EA,23.8,16.66,,,,
C07638.0001,LABEL LOCATION LHR/RH,EA,11.2,7.84,,,,
C07639.0001,LABEL LOCATION RHR/LH,EA,11.2,7.84,,,,
C07641.000A,PULL HANDLE BIFOLD,EA,75.8,53.06,,,,
C07641.000B,PULL HANDLE BIFOLD BNZ,EA,75.8,53.06,,,,
C07641.001A,PULL HANDLE BIFOLD ASSY,EA,71.8,50.26,,,,
C07641.001B,PULL HANDLE BIFOLD ASSY,EA,120.0,84.0,,,,
C07642.0000,BIFOLD BOTTOM PIVOT,EA,36.6,25.62,,,,
C07642.0001,"BIFOLD BOT PIVOT SHIM10"" BR",EA,12.8,8.96,,,,
C07642.00WS,SHIM-BOTTOM-DD-4510 WS,EA,28.6,20.02,,,,
C07651.0000,CIRCUIT BKR LACE 38IN ASSY,EA,459.0,321.3,,,,
C07656.0002,CLOSE MONT REED SWTH ASSY,EA,125.0,87.5,,,,
C07662.0000,POWER CORD LACE26 ASSY,EA,34.9,24.43,,,,
C07685.0000,"ASSYTOP RLLR GUIDE-STD.BFLD W/TOP RAILS 12.5"" OVER",EA,90.3,63.21,,,,
C07686.0001,ROLLER DELRIN,EA,48.6,34.02,,,,
C07687.0000,PIN SS 1/4 DIA PIC,EA,34.9,24.43,,,,
C07688.0000,SNAP RING 5103-25,EA,3.3,2.31,,,,
C07689.0000,PLATE ROLLER GUIDE BASE,EA,22.8,15.96,,,,
C07698.0000,ALUM ALUM EXT 4 IN THRESHOLD - MILL 288 IN,LF,36.6,25.62,,,,
C07699.0000,AL EXT PEMKO 276A SPECIAL,LF,89.1,62.37,,,,
C07699.0010,ALUM EXTRU THRESH MILL PEMKO 2550A,LF,178.0,124.6,,,,
C07700.001C,ASSY-HINGEBUMPER LHR/RH BFLD,EA,187.0,130.9,,,,
C07702.001C,ASSY-HINGEBUMPER RHR/LH BFLD,EA,187.0,130.9,,,,
C07705.0001,PIN DOWEL 3/8 X 1 1/4 SS-RC,EA,11.2,7.84,,,,
C07734.0001,DIRECT DRIVE POWER ARM-ADJUSTABLE OVERHEAD CONCEALED-NO HARDWA,EA,232.0,162.4,,,,
C07735.014A,ASSYDIRECT DRIVE ADJ.-14T,EA,371.0,259.7,,,,
C07739.014C,TOP PIVOT ARM ASSY,EA,321.0,224.7,,,,
C07775.0000,OPTEX SAFETY BEAM ASSY,EA,328.0,229.6,,,,
C07776.0000,"TRANSMITTER W/5"" LACE OPTEX #SHTXCELL",EA,47.6,33.32,,,,
C07777.0000,RECEIVER W/5 LACE OPTEX #SHRXCELL,EA,54.0,37.8,,,,
C07778.0000,10' TRANSMITTER EXTENSION LACE OPTEX #SHTXEXT,EA,57.2,40.04,,,,
C07779.0000,10' RECEIVER EXTENSION LACE OPTEX #SHRXEXT,EA,54.0,37.8,,,,
C07780.0000,15' TRANSMITTER HEADER LACE OPTEX #SHTXHEADER,EA,60.2,42.14,,,,
C07781.0000,15' RECEIVER HEADER LACE OPTEC #SHTRHEADER,EA,60.2,42.14,,,,
C07782.0000,"AMPLIFIER W/18"" CONNECTOR LACE OPTEX #OS-12CHORTON",EA,248.0,173.6,,,,
C07783.0000,ASSY-OPTEX SINGLE BEAM SYSTEM,,349.0,244.3,,,,
C07784.0000,ASSY-OPTEX TRANSMITTER LACE,,101.0,70.7,,,,
C07785.0000,ASSY-OPTEX RECEIVER LACE,,101.0,70.7,,,,
C08003.0000,WHEEL CARRIAGE PROJECTED LEFT,,158.0,110.6,,,,
C08004.0000,WHEEL CARRIAGE PROJECTED RIGHT,,86.0,60.2,,,,
C08106.0000,BEARING (IAW DWG C08106.0000),,23.8,16.66,,,,
C08110.0000,CIRCUIT BREAKER 0.5A ETA# 5700-IG1-P10-DD-0.5A,,125.0,87.5,,,,
C08112.4550L,ASSY8100 CHAS/OP LOCK 45.5 O-X UNIT,,2014.0,1409.8,,,,
C08112.4550R,ASSY8100 CHAS/OP LOCK 45.5 X-O UNIT,,2014.0,1409.8,,,,
C08112.4750L,ASSY8100 CHAS/OP LOCK 47.5 O-X UNIT,,2014.0,1409.8,,,,
C08112.4750R,ASSY8100 CHAS/OP LOCK 47.5 X-O UNIT,,2014.0,1409.8,,,,
C08112.4800L,ASSY8100 CHAS/OP LOCK 48.0 O-X UNIT,,2014.0,1409.8,,,,
C08112.4800R,ASSY8100 CHAS/OP LOCK 48.0 X-O UNIT,,2014.0,1409.8,,,,
C08112.5000L,ASSY8100 CHAS/OP LOCK 50.0 O-X UNIT,,2014.0,1409.8,,,,
C08112.5000R,ASSY8100 CHAS/OP LOCK 50.0 X-O UNIT,,2014.0,1409.8,,,,
C08112.5025L,ASSY8100 CHAS/OP LOCK 50.25 O-X UNIT,,2014.0,1409.8,,,,
C08112.5025R,ASSY8100 CHAS/OP LOCK 50.25 X-O UNIT,,2014.0,1409.8,,,,
C08113.4550L,ASSY8100 CHAS/OP 45.5 O-X UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08113.4550R,ASSY8100 CHAS/OP 45.5 X-O UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08113.4750L,ASSY8100 CHAS/OP 47.5 O-X UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08113.4750R,ASSY8100 CHAS/OP 47.5 X-O UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08113.4800L,ASSY8100 CHAS/OP 48.0 O-X UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08113.4800R,ASSY8100 CHAS/OP 48.0 X-O UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08113.5000L,ASSY8100 CHAS/OP 50.0 O-X UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08113.5000R,ASSY8100 CHAS/OP 50.0 X-O UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08113.5025L,ASSY8100 CHAS/OP 50.25 O-X UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08113.5025R,ASSY8100 CHAS/OP 50.25 X-O UNIT NO AUTOLOCK,,1837.0,1285.9,,,,
C08129.0000,BOLT 8-32X3/4 CAP PL,,6.4,4.48,,,,
C08136.0000,WASHER 3/16 SAE PL,,4.8,3.36,,,,
C08139.0000,TOUCHLESS SWITCH WALL MOUNT,,868.0,607.6,,,,
C08140.0000,TOUCHLESS SWITCH JAMB MOUNT,,868.0,607.6,,,,
C08140.0001,"ASSEMBLY; SWITCH TOUCHLESS, FRAME MS SEDCO 216-N",,714.0,499.8,,,,
C08141.0000,BOLT 1/4-20X3/4 SCS BK,,1.7,1.19,,,,
C08143.0000,WAVE SWITCH TOUCHLESS EXIT SWITCH,,57.4,40.18,,,,
C08143.0001,WAVE SWITCH,,28.2,19.74,,,,
C08145.0000,BOLT 1/4-20X2 SCS BK,,0.3,0.21,,,,
C08147.0000,SWITCHTOUCHLESS BEA MS08 SNGL GANGBLACK 2.75 X 4.5,,868.0,607.6,,,,
C08148.0000,"SWITCHTOUCHLESS MS SEDCO 216 4.5""X4.5""FACESNGL/DBL GANG",,638.0,446.6,,,,
C08149.0000,PUSH PLATE JAMB MOUNT,,143.0,100.1,,,,
C08150.0000,BOLT; HEX HEAD 1/4-20X3/4 CAP PL,,1.7,1.19,,,,
C08151.0000,BOLT 1/4-20X1 FH PS PL,,1.7,1.19,,,,
C08153.4550,"DRIVE ROD 8100 45.5 UNITS X 23.38"" LONG",,224.0,156.8,,,,
C08153.4750,"DRIVE ROD 8100 47.5 UNITS X 25.38"" LONG",,224.0,156.8,,,,
C08153.4800,"DRIVE ROD 8100 48.0 UNITS X 25.88"" LONG",,224.0,156.8,,,,
C08153.5000,"DRIVE ROD 8100 50.0 UNITS X 27.88"" LONG",,224.0,156.8,,,,
C08153.5025,"DRIVE ROD 8100 50.25UNITS X 28.13"" LONG",,224.0,156.8,,,,
C08153.5350,"DRIVE ROD 8200 53.5 UNITS X 17.56"" LONG",,224.0,156.8,,,,
C08159.0000,"SWITCHPUSH PLATE 1-3/4"" ADA SS JAMB STYLEBEA 10PBJL",,143.0,100.1,,,,
C08160.0004,CONTROLLER.WINDOWS 8000.AUTOMATICS,,614.0,429.8,,,,
C08160.04V1,VER 1.01 CONTROLLER.WITH SOFTWARE.WD 8000.AUTOMATICS,,682.0,477.4,,,,
C08166.0000,OMRON MY4-DC-24 HC4-H-DC24V 1315-4C-24D,,119.0,83.3,,,,
C08194.0000,CABLE ASSLY.MOTOR EXTENSION.WINDOWS 8000.AUTOMATICS,,36.2,25.34,,,,
C08204.0000,CLIP TIE MOUNT #08461,,3.3,2.31,,,,
C08207.0002,"MOTOR, WINDOW PRODUCTS (MERKLE-KORFF #S-9564, OR EQUIVALENT)",EA,310.0,217.0,,,,
C08209.0002,MOTOR AND BRKT ASSYWINDOW,EA,618.0,432.6,,,,
C08210.0001,DRIVE ROD SADJ BKT ASSY,EA,70.5,49.35,,,,
C08213.0001,"ADAPTOR, MOTOR LACE ASSEMBLY, WINDOW O-X & X-O",EA,94.9,66.43,,,,
C08213.0002,"ADAPTOR, MOTOR LACE ASSEMBLY, WINDOW O-X-XO",EA,104.0,72.8,,,,
C08213.0003,PARTIAL OPEN CUTOFF ASSEMBLY - PATIO,EA,101.0,70.7,,,,
C08215.0001,MOTOR BRACKET ASSY,EA,79.2,55.44,,,,
C08217.0000,ADPT SHAFT MOTOR,EA,38.0,26.6,,,,
C08221.0001,FELT WIPER/OILER,EA,14.3,10.01,,,,
C08222.0000,COUPLING 1/2X1/2 5803,EA,80.7,56.49,,,,
C08231.0001,8000 SINGLE WIRE HARNESS ASSY,EA,260.0,182.0,,,,
C08231.0011,WIRING HARNESS.ASSEMBLY.WINDOWS 8000.AUTOMATICS,EA,236.0,165.2,,,,
C08231.0012,"WIRING HARNESS.ASSEMBLY.WINDOWS.8000 AUTOMATICS.60"" TO 72""",EA,132.0,92.4,,,,
C08231.0013,WIRING HARNESS ASSEMBLY WINDOWS BIPART OPERATOR,EA,117.0,81.9,,,,
C08231.4600,"WIRE HARNESS ASSEMBLY 46""",EA,46.0,32.2,,,,
C08232.3600,HARNESS.PARTIAL CUT OUT.WINDOW,EA,129.0,90.3,,,,
C08233.0002,ASSY TRAVEL BLOCK-8000 SINGLE,EA,357.0,249.9,,,,
C08233.0003,ASSYTRAVEL BLOCK-8000 BIPART,EA,331.0,231.7,,,,
C08235.001L,SWITCH ASSY,EA,50.7,35.49,,,,
C08235.001R,SWITCH ASSY,EA,50.7,35.49,,,,
C08237.0000,ASSY PWR CORD,EA,52.3,36.61,,,,
C08237.0003,POWER CORD-PROJECT WINDOW ASSY,EA,84.1,58.87,,,,
C08240.0002,BKT MTG OPERATOR,EA,29.0,20.3,,,,
C08241.0002,BKT DRIVE,EA,47.6,33.32,,,,
C08242.0002,ARM POWER 8000,EA,42.8,29.96,,,,
C08243.0000,CKT BKR LACE 8 5A ASSY,EA,147.0,102.9,,,,
C08243.0002,CIRCUIT BREAKER ASSY,EA,150.0,105.0,,,,
C08249.0001,BOTTON GUIDE SERIES 8000 ASSY,EA,30.2,21.14,,,,
C08256.0000,BOLT 8X1/2 FHSMS UND,EA,1.7,1.19,,,,
C08258.0000,SWITCH WITH BENT ARM,EA,135.0,94.5,,,,
C08258.0001,SWNON-VITAL CLM W/CURLED ARM,EA,20.7,14.49,,,,
C08260.0001,ACC PKG 8200/8700 ASSY,EA,318.0,222.6,,,,
C08272.0000,END CAP RIGHT HAND,EA,63.7,44.59,,,,
C08273.0000,END CAP LEFT HAND,EA,57.2,40.04,,,,
C08277.0000,SWITCH ACTUATOR,EA,19.1,13.37,,,,
C08280.0000,BKT MOTOR/BUSHING MT (STL PLATE-0.188),EA,42.8,29.96,,,,
C08280.0001,BKT MOTOR/BUSHING MT MOD,EA,111.0,77.7,,,,
C08294.0000,BOLT 10-24X3/4 RHMS,EA,1.7,1.19,,,,
C08295.0000,POTENTIOMETER 1K OHM 1/2 WATT BOURNS 3352-T-1-102-LF,EA,17.5,12.25,,,,
C08297.0000,ASSY - GROUND WIRE,EA,4.8,3.36,,,,
C08297.0001,ASSYGROUNDING WIRE,EA,4.8,3.36,,,,
C08301.0000,AUTOLOCK ASSY,EA,166.0,116.2,,,,
C08301.0001,AUTOLOCK ASSY,EA,289.0,202.3,,,,
C08308.0001,SPRING 8300 AUTOLOCK,EA,17.5,12.25,,,,
C08309.0000,BKT BEARING BLC TO DOOR,EA,28.6,20.02,,,,
C08310.0000,KEEPER FOR AUTOLOCK,EA,28.6,20.02,,,,
C08311.0000,RELEASE MANUAL AUTOLOCK (AL SHEET-0.09),EA,60.2,42.14,,,,
C08320.0000,AUTOLOCK-8000-ASSY,EA,241.0,168.7,,,,
C08323.0000,RETAINER MANUAL RELEASE,EA,38.1,26.67,,,,
C08340.0000,120 VAC TRIAC SWITCH ASSY,EA,158.0,110.6,,,,
C08342.000A,LOCK TURN -8000 BI-PART,EA,66.8,46.76,,,,
C08342.000B,LOCK TURN 8000 BI-PART,EA,64.9,45.43,,,,
C08343.0000,KNOB-LOCK S8100 TS MILL FINISH,EA,19.5,13.65,,,,
C08343.000C,KNOB -LOCK S8100 TS,EA,34.9,24.43,,,,
C08344.0000,SPINDLE AR 220042-20,EA,6.4,4.48,,,,
C08345.0000,NYLON WASHER AR 25-0014,EA,1.7,1.19,,,,
C08346.000A,ESCUTHEON AR 22-0043-652 CLR,EA,12.8,8.96,,,,
C08346.000B,ESCUTHEON AR 22-0043-121 BRZ,EA,14.3,10.01,,,,
C08347.0000,PUSH NUT AR N350-24,EA,1.7,1.19,,,,
C08352.0000,ACTUATING LACE S8000 STD ACCY,EA,36.6,25.62,,,,
C08356.0000,CONN SPLICE AMP 327638,EA,9.6,6.72,,,,
C08369.0000,BOT GUIDE PIN PROJ WINDOW,EA,23.8,16.66,,,,
C08370.0000,BASE WHEEL CARRIAGE,EA,20.7,14.49,,,,
C08375.0000,WHEEL CARRIAGE ASSY,EA,77.9,54.53,,,,
C08382.0000,LOCK MS-1847-06 ADAMS RIT,EA,113.0,79.1,,,,
C08384.0000,ARM PWR SLAVE SIDE,EA,42.8,29.96,,,,
C08385.0000,BKT DRIVE SLAVE SIDE,EA,36.6,25.62,,,,
C08386.0000,CLAMP CABLE SLAVE SIDE,EA,28.6,20.02,,,,
C08387.0000,CLAMP CABLE DRIVE SIDE,EA,28.6,20.02,,,,
C08388.0000,BKT DRIVE DRIVE SIDE,EA,76.1,53.27,,,,
C08391.0000,BKT HANGER PANEL BI PART,EA,30.7,21.49,,,,
C08411.0000,DETECTORPRESENCE WINSCAN W/(2) MTG CLIPS-BEA#10 WINSCAN,EA,606.0,424.2,,,,
C08412.0000,WINSCAN PRESENCE SENSOR-HARNES BEA P/N 70.0068,EA,23.8,16.66,,,,
C08413.0000,ASSY-WINSCAN-HARNESS,EA,38.8,27.16,,,,
C08415.0000,WINSCAN-LENS,EA,30.2,21.14,,,,
C08417.0000,WIRE RETAINER-WINSCAN (AL. SHEET .063),EA,40.8,28.56,,,,
C08420.0000,WINSCAN SENSOR ACTUATOR SYSTEM,EA,903.0,632.1,,,,
C08423.0000,ASSY-STOPGUARD SYSTEM-12/3WING,EA,6682.0,4677.4,,,,
C08442.000L,"ARM, STOP ICU 310 MAX STROKE LH (SS. SHEET 0.125)",EA,58.8,41.16,,,,
C08442.000R,"ARM, STOP ICU 310 MAX STROKE RH (SS. SHEET 0.125)",EA,64.9,45.43,,,,
C08442.001L,"ARM, STOP ICU 310 MAX STROKE TELE LH (SS. SHEET .125)",EA,22.3,15.61,,,,
C08442.001R,"ARM, STOP ICU 310 MAX STROKE TELE RH (SS. SHEET .125)",EA,22.3,15.61,,,,
C08443.0000,STOPGUARD SYSTEM 14'3W ASSY,EA,7689.0,5382.3,,,,
C08444.0000,STOPGUARD SYSTEM 14' 4 WING,EA,9847.0,6892.9,,,,
C08447.0000,HANGER BRACKET/TAP PLT 8000 (STL.SHEET.0250),EA,95.9,67.13,,,,
C08464.0000,ASSY-STOPGUARD SYSTEM 16 4WING,EA,10444.0,7310.8,,,,
C08783.0000,COLLECTOR RING-4C-9600 ASSY,EA,713.0,499.1,,,,
C08797.0000,GEAR DRIVE GRAND REVOLVER KAF77R37AM56 4851 RATIO,EA,11095.0,7766.5,,,,
C08910.0000,GEAR DRIVE-4161 1.50-KAZ 67R42LP56C-EURODRIVE,EA,11752.0,8226.4,,,,
C08940.0000,SLIP RING REVOLVER MOOG # 459806X284,EA,2544.0,1780.8,,,,
C08940.0001,SLIP RING,EA,2306.0,1614.2,,,,
C08941.0000,SLIP RING-KIT-9000,EA,2726.0,1908.2,,,,
C08941.0001,SLIP RING KIT(SECURITY),EA,2656.0,1859.2,,,,
C08941.0002,SLIP RING KIT (AUTO),EA,2994.0,2095.8,,,,
C08941.0004,"AUTO REVOLVER SLIP RING KIT-REVOLVER 1.5"" SHAFT-WITH CONNECTORS AN",EA,2708.0,1895.6,,,,
C09001.0000,LOCAL CONTROL PANEL KIT,EA,706.0,494.2,,,,
C09001.0001,KITREMOTE CNTRL W/BATTERIES,EA,258.0,180.6,,,,
C09001.0002,"KIT, C09001-1 BEA INFRARED REMOTE CONTROL AND E1756-0U25 CHIP FOR N",EA,274.0,191.8,,,,
C09002.0000,ELECTRICAL ACCESSORY-SECURITY,EA,3491.0,2443.7,,,,
C09002.0001,ELECTRICAL ACCESORY-AUTO/GRAND,EA,2867.0,2006.9,,,,
C09005.0000,3 POSITION KEYSWITCH KIT,EA,256.0,179.2,,,,
C09005.0001,4 POSITION KEYSWITCH KIT FOR RTQP REVOLVERS,EA,426.0,298.2,,,,
C09007.0000,MOTOR/ENDCODER REVOLVER ASSY,EA,2470.0,1729.0,,,,
C09007.0001,MOTOR/BRAKE/ENCODER 500RPM ASY,EA,5731.0,4011.7,,,,
C09007.0002,ASSYMOTOR/ENCODER-GRAND,EA,3305.0,2313.5,,,,
C09007.0003,ASSYMOTOR/ENCODER-LP GRAND,EA,3595.0,2516.5,,,,
C09007.0004,ASSYMTR/ENCDR/BRAKE GRAND,EA,7212.0,5048.4,,,,
C09007.0006,ASSY; MOTOR/BRAKE/ENCODER 500RPM RETURN TO QTP REVOLVERS 1/13 HP,EA,7336.0,5135.2,,,,
C09011.0000,MOTOR REV 500 RPM 1/13 HP SCOTT MOTOR P/N 2BB4280,EA,2116.0,1481.2,,,,
C09014.0000,ASSY-AUTO INDEX -3W/4W/MAN REV,EA,10271.0,7189.7,,,,
C09017.0000,GEARBOX 601-SIPCO VW 297 60 FRT050-56-25-N56C,EA,3199.0,2239.3,,,,
C09025.000C,ENDCAP7000 HEADER BLK (AL SHEET-0.125),EA,19.8,13.86,,,,
C09026.0000,ON/OFF TOGGLE LACE ASSY,EA,77.9,54.53,,,,
C09027.0000,ACTUATING SWITCH HARNESS,EA,89.0,62.3,,,,
C09029.000A,BOLT #6X3/4 FHSMS CLR,EA,1.7,1.19,,,,
C09029.000B,BOLT #6X3/4 FHSMS BZ,EA,1.7,1.19,,,,
C09030.002A,HEADER ENDCAP C2910 ASSY,EA,92.1,64.47,,,,
C09030.002B,HEADER ENDCAP C2910 ASSY,EA,87.2,61.04,,,,
C09030.002C,HEADER ENDCAP C2910 ASSY,EA,90.3,63.21,,,,
C09031.0000,LOCKWASHER SPLIT #10,EA,1.7,1.19,,,,
C09031.000P,LOCKWASHER SPLIT #10 SS,EA,1.7,1.19,,,,
C09032.0001,BKT HOLDS LOWER CHASIS (STL SHEET-0.109),EA,30.3,21.21,,,,
C09032.1BKT,BRACKET RTNG LOWER CHASIS (STEEL SHEET 0.109),EA,19.5,13.65,,,,
C09036.0000,4 COND SPLICE SET ASSY (C09027.0001 C09037.0000),EA,53.7,37.59,,,,
C09036.0001,"HARNESS SPLICE4 COND.5"" PLUG",EA,27.0,18.9,,,,
C09042.000A,COVER TRACK CLR,EA,36.6,25.62,,,,
C09042.000B,COVER TRACK BZ,EA,36.6,25.62,,,,
C09047.0001,TRACK LINER,EA,31.8,22.26,,,,
C09052.0001,BOLT 5/16-18X1 1/4 SCS,EA,1.7,1.19,,,,
C09053.0003,BRACKETMNTG-FRONT C09102.0002 GEARBOX,EA,116.0,81.2,,,,
C09062.0000,"SHIM-BEARING-1/8"" THK-9600 (AL. SHEET .125)",EA,20.1,14.07,,,,
C09062.0001,"SHIMBEARING-1/4""THK-9600",EA,60.1,42.07,,,,
C09080.3375,TOEGUARD 12'GRAND TG3375,EA,1217.0,851.9,,,,
C09080.3950,TOEGUARD 14'GRAND TG3950,EA,1110.0,777.0,,,,
C09080.4450,TOEGUARD 16'GRAND TG4450,EA,1650.0,1155.0,,,,
C09080.4750,TOEGUARD 16'GRAND TG4750,EA,1294.0,905.8,,,,
C09080.4900,TOEGUARD 16'GRAND TG4900,EA,1925.0,1347.5,,,,
C09080.5050,TOEGUARD 10' AUTOMATIC TG5050,EA,1606.0,1124.2,,,,
C09080.5150,TOEGUARD 16'GRAND TG5150,EA,1559.0,1091.3,,,,
C09080.5450,TOEGUARD 11' MINIGRAND TG5450,EA,2168.0,1517.6,,,,
C09080.5850,TOEGUARD 16'GRAND TG5850,EA,3257.0,2279.9,,,,
C09080.6050,TOEGUARD 12' MINIGRAND TG6050,EA,2991.0,2093.7,,,,
C09080.6150,TOEGUARD 12' MINIGRAND TG6150,EA,3158.0,2210.6,,,,
C09090.0001,TRIPP LITE UPS INTERNET750U 120V 750VA/450W BATTERY BACKUP,EA,1702.0,1191.4,,,,
C09097.0000,ACC PKG-FRAME-ROUND DRUM-REV,EA,1073.0,751.1,,,,
C09097.0001,ACC PKG-FRAME-ROUND DRUM-MANUAL REV,EA,1208.0,845.6,,,,
C09098.0000,ALUM ALUM TUBE 2 X 8 X 1/8 - MILL 240 IN,LF,157.0,109.9,,,,
C09102.0003,GEAR BOXMOTOVARIO PB063 RATIO 77.48 AUTOSEC REV DOORS,EA,6480.0,4536.0,,,,
C09103.0002,KITRETRO GEARBOX W/ QTR POINT,EA,6735.0,4714.5,,,,
C09110.0000,CIR BKR .8A AG438006 ETA# 5700-IG1-P10-DD-0.8A,EA,110.0,77.0,,,,
C09113.3375,ASSYFOOTGUARD W/CONECTOR,EA,1486.0,1040.2,,,,
C09113.3950,ASSYFOOTGUARD W/CONECTOR,EA,1389.0,972.3,,,,
C09114.0000,ASSYLACE-FOOTGUARD,EA,15.2,10.64,,,,
C09114.0001,ASSYLACE-FOOTGUARD-REVOLVER,EA,42.2,29.54,,,,
C09115.0004,ASSYLACE-REED SWITCH W.O.P. 3 4 WING AUTOMATIC REVOLVERS,EA,101.0,70.7,,,,
