Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,A&M Part #
C04258.000C,ENDCAP SURFACE HDR BLK,,59.5,41.65,,,,
C04259.000A,BOLT #14X1 FHSMS CLR,,1.7,1.19,,,,
C04265.000A,TRACK ASSY,,135.0,94.5,,,,
C04265.000B,TRACK ASSY,,163.0,114.1,,,,
C04265.014A,ASSYARM TRK-OHC OFFSET PIVOT,,262.0,183.4,,,,
C04265.014B,ASSYARM TRK-OHC OFFSET PIVOT,,262.0,183.4,,,,
C04270.0000,NUT 10-32 HEX STOP,,3.3,2.31,,,,
C04272.000A,PKG 6 3/16 HDR ASSY,,297.0,207.9,,,,
C04279.000A,ENDCAP ASSEMBLY-6 3/16,,84.1,58.87,,,,
C04279.000B,ENDCAP ASSEMBLY-6 3/16,,71.1,49.77,,,,
C04279.001A,ASSYENDCAP-FULL ACCESS-CLR NOTCHED,,61.9,43.33,,,,
C04281.000A,COVER SURF ACCESS CLR,,49.0,34.3,,,,
C04281.000B,COVER SURF ACCESS BZ,,27.0,18.9,,,,
C04285.0000,CLOSE MONITOR SWITCH ASSY,,863.0,604.1,,,,
C04295.0000,ACC PKG MTG S7000 ASSY,,116.0,81.2,,,,
C04305.000A,ACCESSORIES INSWING ARM CLR,,591.0,413.7,,,,
C04305.000B,ACCESSORIES INSWING ARM BNZ,,591.0,413.7,,,,
C04306.000A,ACCESSORIES PARALLEL ARM CLR,,908.0,635.6,,,,
C04306.000B,ACCESSORIES PARALLEL ARM BNZ,,908.0,635.6,,,,
C04307.000A,ACCESSORIES OUTSWING ARM CLR,,591.0,413.7,,,,
C04307.000B,ACCESSORIES OUTSWING ARM BNZ,,591.0,413.7,,,,
C04307.000P,ACCESSORIES OUTSWING ARM #4 SS,,2731.0,1911.7,,,,
C04320.0000,"ASSEMBLY, ON-OFF-HOLD OPEN SWTICH",,13.0,9.1,,,,
C04320.0001,ROCKER SWT AUTO/OFF/HOLD OPEN,,109.0,76.3,,,,
C04350.0000,KIT; ASSY BOTTOM GUIDE 310 W/ROLLER WHEEL ASSY,,195.0,136.5,,,,
C04351.0000,KIT; ASSY BOTTOM GUIDE LOWER W/ROLLER WHEEL ASSY,,355.0,248.5,,,,
C04502.0RHA,ASSYPOS LATCH W/PADDLE-SW,,1728.0,1209.6,,,,
C04503.0LHA,DEADLATCHTOP LK W/PADDLE-LH ADAMS RITE P/N 4781T-021-628,,619.0,433.3,,,,
C04503.0RHA,DEADLATCHTOP LK W/PADDLE-RH ADAMS RITE P/N 4781T-041-628,,619.0,433.3,,,,
C04503.LPLA,PADDLE; SWING ICU LH PULL ADAMSRITE # 4591-01-00628,,324.0,226.8,,,,
C04503.LPSA,PADDLE; SWING ICU LH PUSH ADAMSRITE # 4591-02-00-628,,324.0,226.8,,,,
C04503.RPLA,PADDLE; SWING ICU RH PULL ADAMSRITE # 4591-03-00-628,,324.0,226.8,,,,
C04503.RPSA,PADDLE; SWING ICU RH PUSH ADAMSRITE # 4591-04-00-628,,324.0,226.8,,,,
C04504.0003,"SHIM; STRIKE 1/8"" (AL. SHEET .125)",,6.3,4.41,,,,
C04504.000P,HANDLE CURVED-EXIT DEVICE ADAMS RITE P/N 3080-01-96-32D,,1151.0,805.7,,,,
C04504.00LH,DEADLATCH; SWING ICU LH ADAMSRITE # 4511-35-202-628,,237.0,165.9,,,,
C04504.00RH,DEADLATCH; SWING ICU RH ADAMSRITE # 4511-36-202-628,,237.0,165.9,,,,
C04518.000A,"HINGE CONTINUOS GEARED 95"" CLR OR EQUIVALENT",,523.0,366.1,,,,
C04521.0000,"BRUSHW.S. LESS RETAINER.31""HT PEMKO P/N P14025",,8.0,5.6,,,,
C04527.000A,BREAKOUT STOP CLR ASSY,,556.0,389.2,,,,
C04527.000B,BREAKOUT STOP BZ ASSY,,634.0,443.8,,,,
C04529.000A,ASSY BKOUT STOP DIRECT DR,,1089.0,762.3,,,,
C04530.0000,DIRECT DRIVE PWR ARM ASSY,,201.0,140.7,,,,
C04537.0000,SA PIVOT,,506.0,354.2,,,,
C04541.0000,BKT PIVOT ROD MTG,,30.2,21.14,,,,
C04542.000A,DOOR/THRSHLD BOT PVT ASSY,,163.0,114.1,,,,
C04542.000B,DOOR/THRSHLD BOT PVT ASSY,,197.0,137.9,,,,
C04549.0000,PIVOT BKT,,60.2,42.14,,,,
C04552.0002,POWER ARM-ISOLATED PIVOT,,247.0,172.9,,,,
C04554.000A,ACC PKG INT HDR ENDCAPCLR ASSY,,147.0,102.9,,,,
C04554.000B,ACC PKG INT HDR ENDCAP BZ ASSY,,84.1,58.87,,,,
C04555.000C,ENDCAP INT HDR BLK,,65.2,45.64,,,,
C04556.0000,ASSY SLIDE BLOCK DELRIN,,109.0,76.3,,,,
C04556.0001,ASSYSLIDE BLK W/ PIN CLIP,,76.1,53.27,,,,
C04557.0000,BLOCK DRIVE 4500,,98.3,68.81,,,,
C04560.0000,PIN DRIVE 4500,,58.8,41.16,,,,
C04562.0000,BACKING PLATE (STL SHEET-0.125),,15.9,11.13,,,,
C04563.000C,ENDCAP INTRANSOM BLK,,16.8,11.76,,,,
C04565.000B,INTRANSOM ENDCAP ASSY,,118.0,82.6,,,,
C04566.0001,OPER ACCESSORY PKG S4000SL,,422.0,295.4,,,,
C04567.0000,OP.ACC PK S4000LE W/7160-3ASSY,,275.0,192.5,,,,
C04568.000A,ACC PKG 4800 HDR CLR ASSY,,90.3,63.21,,,,
C04568.000B,ACC PKG 4800 HDR BZ ASSY,,77.9,54.53,,,,
C04569.0001,ACC PKG OPERATOR ASSY,,310.0,217.0,,,,
C04569.0002,OPER ACCESSORY PKG S4000BL,,380.0,266.0,,,,
C04570.000A,ACC PKG 4500 FRAME CLR ASSY,,47.6,33.32,,,,
C04570.000B,ACC PKG 4500 FRAME BZ ASSY,,47.6,33.32,,,,
C04583.000A,COVER ACES STRIKE END CLR,,4.8,3.36,,,,
C04585.000A,COVER FOR BISWING CLR,,6.4,4.48,,,,
C04590.000A,COVER ACCESS END 4000 DIRECT DRIVE BL,,6.8,4.76,,,,
C04591.000A,MOUNTNG PLATE 4600 HDR W/C5591 CLOSER CLR (AL. SHEET .090),,42.9,30.03,,,,
C04606.000A,ARM COVER FOR BTM LOAD OFFSET PIVOT,,41.3,28.91,,,,
C05021.0000,PISTON,,11.2,7.84,,,,
C05023.0000,CUP FOR PISTON,,143.0,100.1,,,,
C05026.0000,CLOSE CHAMBER SEAL .75 X 1.25 X .25 BUNA 70,,28.6,20.02,,,,
C05033.000A,BOLT 3/8-24X1 1/4 HHMSCLR,,6.4,4.48,,,,
C05035.0000,1/2 PACKING REVERSE ASSY,,180.0,126.0,,,,
C05048.0000,VALVE FLOW CONTROL 1/8 FLAIRLINE RFC 1/8,,150.0,105.0,,,,
C05054.0000,"BOLT 5/16-18X5/8"" HHMB",,1.7,1.19,,,,
C05056.0000,WASHER 5/16ID FLAT,,1.7,1.19,,,,
C05083.0000,SW PUSH TO ACTIV ASSY,,253.0,177.1,,,,
C05090.0000,MICROSWITCH BZ2RW825A2,,144.0,100.8,,,,
C05093.0000,BOLT 8-32X1 1/4 SCS,,1.7,1.19,,,,
C05107.0000,BOLT 10-32X3/8 FH PSPL,,1.7,1.19,,,,
C05112.0000,HOSE 1/4 LOLA,,19.1,13.37,,,,
C05119.000R,SW DPDT 12TS115-1,,102.0,71.4,,,,
C05125.0000,SCREW; 10-24X3/8 SCS BLK,EA,3.3,2.31,,,,
C05127.0000,SOLENOID 24VDC W/BLACK LEADS PARKER # 71315SN1KVJ1N0L111C2,EA,455.0,318.5,,,,
C05131.0000,BOLT 1/4-20X1/2 CAP PL,EA,1.7,1.19,,,,
C05132.0000,RELAY KRPA11AG-24,EA,151.0,105.7,,,,
C05150.0004,PNEUMATIC EXPLOSION PROOF CTRL 4-PORT SLIDE/SWINGCOMPLETE,EA,4943.0,3460.1,,,,
C05185.0000,SPROCKET C5183,EA,236.0,165.2,,,,
C05190.00V1,SWING DOOR CONTROL ASSY W/ LATEST VERSION SOFTWARE,EA,1331.0,931.7,,,,
C05190.00V2,SWING DOOR CONTROL ASSY W/ LATEST EXTRA HEAVY DUTY VERSION SOFTW,EA,1538.0,1076.6,,,,
C05190.0500,ASSEMBLY C5190 & CHASSIS NO POWER SUPPLY FLASHED,EA,509.0,356.3,,,,
C05190.05BL,ASSEMBLY BOTTOM LOAD C5190 & CHASSIS NO POWER SUPPLY FLASHED,EA,670.0,469.0,,,,
C05190.1000,"ASSEMBLY, MASTER CONTROL SWING DOOR",EA,1331.0,931.7,,,,
C05190.10BL,"ASSEMBLY,MASTER CONTROL SWING DOOR BOTTOM LOAD",EA,1538.0,1076.6,,,,
C05190.2000,"ASSEMBLY, MASTER CONTROL FOR EXTRA HEAVY DUTY SWING DOOR",EA,1331.0,931.7,,,,
C05190.RTQP,MASTER PROGRAMMED.VERSION 1.0.1 REVOLVER.ELECTRONIC,EA,1538.0,1076.6,,,,
C05191.00V1,SWING CONTROL SECONDARY ASSY W/ LATEST VERSION SOFTWARE,EA,444.0,310.8,,,,
C05191.1000,"ASSEMBLY, SECONDARY CONTROL SWING DOOR",EA,459.0,321.3,,,,
C05191.10BL,"ASSEMBLY, SECONDARY CONTROL SWING DOOR BOTTOM LOAD",EA,444.0,310.8,,,,
C05192.0000,BOLT 10-24X3/16 SSS BLK,EA,1.7,1.19,,,,
C05192.000P,SSS 10-24X3/16 CUP PT 316 SS,EA,1.7,1.19,,,,
C05196.0000,NUT 5/16-18 PLATED,EA,1.7,1.19,,,,
C05196.0001,NUT 5/16-18 PL KEP NUT,EA,1.7,1.19,,,,
C05197.0000,CHAIN #40 RC,LF,161.0,112.7,,,,
C05208.0000,FITTING SPRING END,EA,20.7,14.49,,,,
C05216.0000,NUT 3/8 LOCK,EA,6.4,4.48,,,,
C05254.000A,CONNECTING ARM ASSY CLEAR ZINC FINISH,EA,193.0,135.1,,,,
C05254.000B,CONNECTING ARM ASSY BRONZE POWDERCOAT-SWING DOOR,EA,240.0,168.0,,,,
C05254.001P,CONNECTING ARM#4 STNLS STL,EA,2193.0,1535.1,,,,
C05254.001R,CNTRG ARM ASSY-#4MUNTZ,EA,606.0,424.2,,,,
C05254.003A,ASSY4 FT. CONNECTING ARM,EA,243.0,170.1,,,,
C05254.003B,ASSY4 FT. CONNECTING ARM,EA,264.0,184.8,,,,
C05263.0000,BOLT 1/4-20X2 1/4FH PS,EA,1.7,1.19,,,,
C05265.0002,BOLT 5/16-18 X 2 HHGR.5PLATED,EA,1.7,1.19,,,,
C05265.0003,"BOLT 5/16-18 X 2-1/4"" HHMB GRADE 8",EA,0.6,0.42,,,,
C05280.110A,"110V REMOTE MOUNTED POWER FAIL KIT, CLEAR ANNODIZED",EA,1508.0,1055.6,,,,
C05280.110B,"110V REMOTE MOUNTED POWER FAIL KIT, BRONZE",EA,1508.0,1055.6,,,,
C05280.220A,220V REMOTE MOUNTED POWER FAIL KIT CLEAR ANNODIZED,EA,1559.0,1091.3,,,,
C05280.220B,220V REMOTE MOUNTED POWER FAIL KIT BRONZE,EA,1559.0,1091.3,,,,
C05282.0000,ROD END3/8-24 MALEG TUTHILL,EA,47.6,33.32,,,,
C05284.0000,ROD FOR ADJ ARM,EA,102.0,71.4,,,,
C05285.0000,ROD END3/8-24 FEMALE TUTHILL,EA,47.6,33.32,,,,
C05287.0001,ACORN NUT 5/16-18,EA,4.8,3.36,,,,
C05288.0001,SHOULDER BOLT,EA,4.8,3.36,,,,
C05292.0000,ACCY PKG C5254.1 ASSY,EA,17.5,12.25,,,,
C05293.0000,LOCKWASHER 5/16 EXT TOOTH,EA,1.7,1.19,,,,
C05320.0006,SOLENOID TREE6-PORT,EA,2751.0,1925.7,,,,
C05518.001A,FIXED STOP CLR ASSY,EA,84.1,58.87,,,,
C05518.001B,FIXED STOP BRZ ASSY,EA,89.1,62.37,,,,
C05520.0000,BOLT 5/16-18X1 CAP PL,EA,17.5,12.25,,,,
C05521.0000,WASHER 5/16 LOCK,EA,1.7,1.19,,,,
C05541.0002,PVT DRIVE BOT BACKL ASSY,EA,92.1,64.47,,,,
C05542.001A,BOT THRES PVT CLR ASSY,EA,80.7,56.49,,,,
C05542.001B,BOT THRES PVT BZ ASSY,EA,95.2,66.64,,,,
C05544.0000,GUARD FINGER C1420/2836,EA,23.8,16.66,,,,
C05547.0001,BEARING 507 V NICE OR SST,,66.8,46.76,,,,
C05551.0001,BLC PIVOT THRESHOLD,,44.6,31.22,,,,
C05551.0002,PIVOT BLOCK,,37.0,25.9,,,,
C05552.0000,HARDWARE.THRESHOLD PIVOT.SO.STAINLESS STEEL,,3.0,2.1,,,,
C05552.0001,BOLT THRESHOLD PIVOT,,40.3,28.21,,,,
C05552.0004,PIVOTBOTTOM THRESHOLD,,48.8,34.16,,,,
C05586.0000,MNT BLOCK CLOSER 3/4 X1,,113.0,79.1,,,,
C05586.0001,MOUNTBLOCK-C5591 CLOSER,,43.8,30.66,,,,
C05587.0000,MNT ANGLE CLOSER,,22.3,15.61,,,,
C05591.0000,CLOSER MEDIUM DUTY CRL 7172,,582.0,407.4,,,,
C05592.001A,HANDLEWIRE PULL-9' C/C CLR #PH-4000-9-T6-AL,,232.0,162.4,,,,
C05592.001B,HANDLEWIRE PULL-9' C/C BRONZE #PH-4000-9-T6-DU,,232.0,162.4,,,,
C05595.0000,PVT BOT NO THRESH ASSY,,90.9,63.63,,,,
C05598.0000,PIVOT BOT DOOR ASSY SWING,,75.5,52.85,,,,
C05600.0001,"MOTOR, 2003 BELT/GEAR DRIVE SLIDE #96440.02299",,614.0,429.8,,,,
C05600.0006,MTR/GEAR DRIVE W/BKT 2003T,,1450.0,1015.0,,,,
C05600.0008,ASSYMOTOR/GEAR DRV MNT-S2003,,1443.0,1010.1,,,,
C05600.0009,ASSYMOTOR/GEAR DRIVE-2000B,,1458.0,1020.6,,,,
C05600.0010,ASSY; MOTOR GEAR DRIVE SERIES 2021,,1442.0,1009.4,,,,
C05600.0011,ASSEMBLY.MOTOR.S2001.1/8HP,,747.0,522.9,,,,
C05603.0001,VIBRATION INSULATION MOUNT,,13.8,9.66,,,,
C05605.0005,MOTOR MOUNTING BRACKET ASSY,,124.0,86.8,,,,
C05605.0008,BKT-SIDE GEAR MT TO 2003 HDR (STL SHEET-0.141),,38.1,26.67,,,,
C05605.0009,BKTTOP-GEAR MT TO 2003 HDR (STL SHEET-0.141),,38.1,26.67,,,,
C05605.0011,BRACKET.MOTOR.C5600-1 S2001.STEEL.GALVANIZED,,14.0,9.8,,,,
C05621.0000,ALUM DRIVE PULLEY (S2003) MECTROL #MP1814,,61.9,43.33,,,,
C05621.0001,ALUM DRIVE PULLEY (S2000B) 14H050 W/4MM THRU HOLE,,81.0,56.7,,,,
C05622.0001,PIN SPRING 5/32 X 1-1/2 LGCS SPIROL # - 19404000,,1.7,1.19,,,,
C05623.0000,IDLER PULLY ASSEMBLY,,200.0,140.0,,,,
C05623.0002,ASSYIDLER -2000B,,125.0,87.5,,,,
C05623.0003,ASSEMBLY.IDLER.S2001.1/8HP,,563.0,394.1,,,,
C05625.0000,ALUM IDLER PULLEY (S2003) 14H075M-6300RS,,96.5,67.55,,,,
C05625.0001,ALUM IDLER PULLEY (S2000B) 14H050 W/R6-2RS BRG,,90.3,63.21,,,,
C05626.0000,BOLT 5/16-18 X 1 SQ HMB,,3.3,2.31,,,,
C05627.0002,IDLER PULLY MOUNT,,14.3,10.01,,,,
C05627.0003,IDLER MOUNT (S2000B),,31.5,22.05,,,,
C05627.0004,IDLER MOUNT2000B (STL SHEET-0.141),,10.9,7.63,,,,
C05628.0000,DRIVE BELT IDLER 2003T ASSY,,152.0,106.4,,,,
C05629.0000,BELT CONNECTOR BKT(STAMPING) (STL SHEET-0.125),,32.7,22.89,,,,
C05630.0000,BELT CLAMP,,43.7,30.59,,,,
C05630.0005,CLAMP BELT-2000B,,22.8,15.96,,,,
C05631.0000,BRACKET WHEEL CARRIAGE TO BELT (STL SHEET-0.141),,31.8,22.26,,,,
C05633.0000,BRACKET BUMPER MOUNT S2003,,4.8,3.36,,,,
C05634.0000,BOLT 5/16-18 2 1/2 SQ HMB,,1.7,1.19,,,,
C05636.0000,BUMPER S2003 ASSY,,77.8,54.46,,,,
C05638.0000,CLOSE MONITOR SWT S2003 ASSY,,93.9,65.73,,,,
C05638.0002,ASSY-CLS SW MONITOR-S2000B SGL,,115.0,80.5,,,,
C05638.0005,ASSYEED LOCK MONITOR MHJIT,,233.0,163.1,,,,
C05638.0006,CLOSE MONITOR SWITCH S2021/2022,,172.0,120.4,,,,
C05638.0007,ASSY; CLOSE MONITOR SWITCH S2000B,,81.2,56.84,,,,
C05638.03LH,ASSYCLOSE MONITOR SW-2000B SO-SX O-X SX-O,,101.0,70.7,,,,
C05638.03RH,ASSYCLOSE MONITOR SW-2000B SX-SO X-O O-SX,,101.0,70.7,,,,
C05638.04LH,ASSYCLOSE MONITOR SW-2000B O-X SX-O SO-SX - NO A'LOCKS,,102.0,71.4,,,,
C05638.04RH,ASSYCLOSE MONITOR SW-2000B X-O O-SX SX-SO - NO A'LOCKS,,102.0,71.4,,,,
C05639.0002,"BELTCOG .50""X.50"" NEOPRENE, GLASS FIBER CORD",,11.2,7.84,,,,
C05639.0004,"GREEN' COGGED BELT .50"" PITCH X .50"" WIDE CLEAN ROOM",,11.2,7.84,,,,
C05641.0000,BRACKET ACCESS COVER SUPPORT (STL SHEET-0.125),,96.5,67.55,,,,
C05642.0000,BRACKET LH HEADER TO JAMB 2003 (STL SHEET-0.141),,31.8,22.26,,,,
C05643.0000,BRACKET RH HEADER TO JAMB 2003 (STL SHEET-0.141),,31.8,22.26,,,,
C05644.0000,EXTRUSION VINYL WIRE GUIDE RIGID PVC STANDARD COLOR,,7.3,5.11,,,,
C05646.0003,WHEEL CARRIAGE TO BELT ASSY (S2000B),,263.0,184.1,,,,
C05646.0004,WHEEL CARRIAGE TO BELT ASSY (S2000B),,198.0,138.6,,,,
C05646.0006,ASSYDRIVE WHEEL CARRIAGE 2003 SLIDE,,428.0,299.6,,,,
C05646.0007,ASSYWHEEL CRRG TO BEL 2000B BIPARTS,,153.0,107.1,,,,
C05646.0008,ASSYWHEEL CRRG TO BEL 2000B SX-SO X-O O-SX,,150.0,105.0,,,,
C05646.0009,ASSYWHEEL CRRG TO BEL 2000B SO-SX X-O SX-O,,113.0,79.1,,,,
C05646.0012,ASSY; WHEEL CARRIAGE 2000B BI-PART ISO 3 ATMOSPHERIC ONLY,,106.0,74.2,,,,
C05646.0013,ASSY; WHEEL CARRIAGE 2000B BI-PART ISO 3 ATMOSPHERIC ONLY,,106.0,74.2,,,,
C05646.0014,"ASSY; WHEEL CARRIAGE 2000B SX-O, SO-SX ISO 3 ATMOSPHERIC ONLY",,106.0,74.2,,,,
C05650.0000,"SENSOR, BEA LZR-MICROSCAN T",,2021.0,1414.7,,,,
C05651.0000,"SENSOR, BEA LZR-FLATSCAN SW",,2139.0,1497.3,,,,
C05652.000A,HEADER ENDCAP INFRAME MNT 2003 (AL SHEET-0.125),,36.4,25.48,,,,
C05653.000B,HEADER ENDCAP SURFACE MNT 2003,,26.2,18.34,,,,
C05654.0000,TAPPING PLATE HDR TO JAMB 2003 (STL SHEET-0.141),,27.0,18.9,,,,
C05655.0000,MOTOR HARNESS S2003,,30.2,21.14,,,,
C05656.0000,AUTOLOCK 2003 FAIL SEC C2150,,839.0,587.3,,,,
C05657.0000,AUTOLOCK 2003 FAIL SAFE C2150,,857.0,599.9,,,,
C05657.0002,AUTOLOCK 2003 FAIL SAF 70DUTY U.K. U.S. W/BATTERY BACK-UP,,914.0,639.8,,,,
C05662.0000,ON/OFF ROCKER SWITCH ASSY,,115.0,80.5,,,,
C05666.0000,BRACKET ACCESS PANEL HOLD OPEN,,89.1,62.37,,,,
C05667.0000,"SENSOR, BEA QUADSCAN",,848.0,593.6,,,,
C05668.0000,"SENSOR, OPTEX OA-EDGE T",,713.0,499.1,,,,
C05670.0000,THREE POSITION ROCKER SWITCH AUTOMATIC-OFF-CLOSE,,80.7,56.49,,,,
C05671.0000,"SCREW INDTD HEX UNSLTTD TY AB T/S 1/4-14X3/4""",,9.6,6.72,,,,
C05675.000A,SCREW ACCESSORY PKG S2203 CLR,,25.4,17.78,,,,
C05675.000B,SCREW ACCESSORY PKG S2203 BRZ,,27.0,18.9,,,,
C05676.0001,HANGER MACHINED 2003 SURF APP,,150.0,105.0,,,,
C05679.0000,ANTI RISE BRACKET,,39.7,27.79,,,,
C05686.0000,"KITANCHOR-CON ARM 1/2"" GLASS ALL GLASS SWING DOOR",,96.5,67.55,,,,
C05686.0001,"KITANCHOR-CON ARM 3/4"" GLASS ALL GLASS SWING DOOR",,96.5,67.55,,,,
C05690.000A,ALUM EXTRUSION ALUM HEADER S2003 - CLEAR 290 IN,,76.1,53.27,,,,
C05690.000B,ALUM EXTRUSION ALUM HEADER S2003 DARK BRONZE - 290 IN,,87.2,61.04,,,,
C05691.000A,ALUM EXTRUSION AL ACCESS COVER 2003 - CLEAR 290 IN,,23.8,16.66,,,,
C05691.000B,ALUM EXTRUSION AL ACCESS COVER 2003 BRONZE 290 IN,,30.2,21.14,,,,
C05700.0002,KIT2003 SRF APP 120VAC 16FTBP,,3669.0,2568.3,,,,
C05716.L1105691,HDRS2003SA 16FT LOADED BP110V W/ C5691 FACEPLATE SHORT LIP,,5244.0,3670.8,,,,
C05754.0000,CLAMP-CABLE TO HEADER TELE,,49.3,34.51,,,,
C05755.0000,CLAMP-CABLE TO HEADER TELE,,49.3,34.51,,,,
C05756.0000,HANGER-FAST DOOR,,422.0,295.4,,,,
C05759.0000,SPACER BLOCK-BOTTOM GUIDE TELE,,36.6,25.62,,,,
C05760.0000,BOTTOM GUIDE-TELESCOPING,,183.0,128.1,,,,
C05761.0000,BRKT-MT-CLOSE MONITOR SWITCH,,8.8,6.16,,,,
C05835.0000,AUXILIARY RELAY MODULE,,745.0,521.5,,,,
C05952.0001,SOLENOID FIRE REL GW LISK # S-2713-21,,2372.0,1660.4,,,,
C05961.0000,TRIP FT FOR C95456-1,,31.8,22.26,,,,
C05970.0000,ARM SURFACE C5946-1,,49.3,34.51,,,,
C05972.0001,ASSY DRIVE ARM 5900,,243.0,170.1,,,,
C06050.0000,ASSY; BOTTOM GUIDE IND,,2046.0,1432.2,,,,
C06055.0000,FLUSH PULL SS P62-1010 NOCOVER,,38.1,26.67,,,,
C06068.0000,PULLEY RALMARK MS20220-2,,156.0,109.2,,,,
C06072.0000,"BULB; ULTRACLEAN NOSING E1011040 .25"" DIA KERF",,3.2,2.24,,,,
C06111.0000,MOTOR-1/4 HP-DC-1725 RPM A05 GRAHAM P/N MD0339X,,2285.0,1599.5,,,,
C06115.0003,SPROCKET DR 20H100SH,,271.0,189.7,,,,
C06149.0001,BUSHING MARTIN SH5/8,,228.0,159.6,,,,
C06152.0001,GEAR DRIVE 101 BOSTON F713-10-B5,,2774.0,1941.8,,,,
C06167.0000,SPACERHEX 6-32X.94-SMITH 9297,,3.3,2.31,,,,
C06167.0001,STANDOFF.812X6-32 FM ABBATRON 9296 OR EQ,,2.9,2.03,,,,
C06203.0000,FITTING CYL END IND,,125.0,87.5,,,,
C06205.0000,CYL 1 1/2 PVC IND,,320.0,224.0,,,,
C06209.0000,LOCKWASHER 7/16 INT PL,,0.3,0.21,,,,
C06231.0001,CHECK SW IND RH - ASSY,,58.8,41.16,,,,
C06314.0000,SCREWM6X10MMHSSSSCUP PTBLK,,1.7,1.19,,,,
C06316.000R,BKT OPER TO DOOR,,115.0,80.5,,,,
C06326.0000,BOLT 1/4-20X 3/8 SSS,,1.7,1.19,,,,
C06417.0000,FIT 1/8 NPT/1/4NPT S/S,,52.3,36.61,,,,
C06447.0000,BRACKET-FOR REED SWITCH MAGNET,,74.8,52.36,,,,
C06540.0000,SEVR KIT ENCODER PKG-S6000,,232.0,162.4,,,,
C07015.0001,GEAR60T- 1ST TRANSFER,,185.0,129.5,,,,
C07020.0006,OUTPUT SHAFT-S7000 SWING ASSY,,498.0,348.6,,,,
C07024.0002,CAMCHECK SWITCH-S7000,,64.9,45.43,,,,
C07025.0000,BOLT 1/4-20X3/4 SSS BLK,,1.7,1.19,,,,
C07027.0000,BKT MOUNT SW (STL SHEET-0.078),,22.3,15.61,,,,
C07029.0001,SPACER BTWN BEARING PL,,14.3,10.01,,,,
C07035.0000,WASHER 1/4 SAE,,3.3,2.31,,,,
C07037.0001,STOP CHASSIS MOUNTED 7000,,19.0,13.3,,,,
C07039.0000,SHAFT-RETAINING WASHER .625X.387X.093 304 STAINLESS,,3.3,2.31,,,,
C07043.0001,SPACER BTWN BEARING PL,,17.5,12.25,,,,
C07044.0000,NUT 1/4-28 REVERSE LOCK,,3.3,2.31,,,,
C07050.0000,SPRING CLOSING #230 D,,141.0,98.7,,,,
C07051.0000,SPRING CLOSING #230 E/F,,143.0,100.1,,,,
C07062.0000,BEARING (IAW DWG C07062.0000),,81.0,56.7,,,,
C07063.0000,BEARING (IAW DWG C07063.0000),,92.1,64.47,,,,
C07065.0000,BOLT 1/4-20X2 SSS BLK,,4.8,3.36,,,,
C07066.0001,BOLT 1/4-20X1 3/4FH PS,,1.7,1.19,,,,
C07072.0001,OPER/HEADER ACC. PACKAGE ASSY,,17.5,12.25,,,,
C07072.0003,OPR/HD ACC PACKAGE FOR C7200.1,,357.0,249.9,,,,
C07075.0000,BOLT 1/4-20X1 HH GR5,,1.7,1.19,,,,
C07078.0000,BOLT 1/4-20X4 FH PH STV,,6.4,4.48,,,,
C07079.0000,BOLT 1/4-20X4 1/2 FHPHSTV,,9.6,6.72,,,,
C07081.0000,BOLT 4-40X1 1/4 BH PS,,1.7,1.19,,,,
C07082.0000,SPACER HH SMITH #8708 OR R.A.F. #11258B OR EQUAL,,12.8,8.96,,,,
C07083.0001,GUIDE WIRE NONHANDED,,11.2,7.84,,,,
C07089.0000,BOLT 5/16-18X1/2 FHSCS BLK,,1.7,1.19,,,,
C07098.0000,SCREW 1/4-20 X 1/2 FHSCS,,1.7,1.19,,,,
C07100.0002,GEAR TRAIN W/SPLINE ASSY,,1429.0,1000.3,,,,
C07111.0000,1ST TRANSFER SHAFT ASSY,,314.0,219.8,,,,
C07113.0002,2ND TRANSFER SHAFT ASSY,,389.0,272.3,,,,
C07116.0001,MOTORS7000 W/ GEAR 7000 SWING,,521.0,364.7,,,,
C07116.0004,MOTORS7000 W/ GEAR 7000 SWING,,348.0,243.6,,,,
C07117.0000,BKT C7116 MTG,,81.0,56.7,,,,
C07119.0000,DOOR CORD END FITTING,,9.6,6.72,,,,
C07130.0003,ASSY-BRG. AND EXT.BRKT S7000,,390.0,273.0,,,,
C07132.0003,ASSY-LOWER BRG. PL. S7000,,260.0,182.0,,,,
C07134.0000,BOLT 6-32X3/8 PHMS PHIL,,1.7,1.19,,,,
C07141.0000,BOLT 10-24X1 FHPHMS PL,,1.7,1.19,,,,
C07145.0001,ACC PKG DOOR CORD,,60.2,42.14,,,,
C07145.0002,ASSY DOOR CORD,,40.0,28.0,,,,
C07153.0000,SOCKET AMP 613141,,11.2,7.84,,,,
C07155.0000,CIRCUIT BKR LACE ASSY,,132.0,92.4,,,,
C07162.0001,CIRCUIT BREAKER ETA 45-700-IG1-P10-DD 2.0A,,119.0,83.3,,,,
C07173.0000,SOCKETS AMP 61117-1,,1.7,1.19,,,,
C07180.0001,ASSY PWR LACE (7000 CSA),,19.5,13.65,,,,
C07200.01LH,LOW ENERGY OPR W/C4190 CONTROL,,1852.0,1296.4,,,,
C07200.01RH,LOW ENERGY OPR W/C4190 CONTROL,,1852.0,1296.4,,,,
