Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Catalog Page
MA50200-*,Condor 2 Slide Control with Smart/Adaptor Harness,EACH,,502.0,Condor Slide,,Price range $502-540 depending on suffix,5
MA50200,Condor 2 Slide Control,EACH,,487.0,Condor Slide,,,5
MA50200-C*,Condor 2 Slide Control & Motor/Gearbox,EACH,,948.0,Condor Slide,,Price range $948-1233 depending on suffix,5
MA50200-C*E,Condor 2 Slide Control & MGB w/ FailSafe Electric Lock,EACH,,1233.0,Condor Slide,,Price range $1233-1519 depending on suffix,5
MA50200-C*U,Condor 2 Slide Control & MGB w/ FailSecure Electric Lock,EACH,,1233.0,Condor Slide,,Price range $1233-1519 depending on suffix,5
MA50100-M*,Condor Slide Motor/Gearbox,EACH,,502.0,Condor Slide,,Price range $502-644 depending on suffix,5
MA50100-M*E,Condor Slide MGB w/ FailSafe Electric Lock,EACH,,789.0,Condor Slide,,Price range $789-930 depending on suffix,5
MA50100-M*U,Condor Slide MGB w/ FailSecure Electric Lock,EACH,,789.0,Condor Slide,,Price range $789-930 depending on suffix,5
MA96991-900,"Replacement Motor/Gearbox, Dor-O-Matic/LCN AstroSlide, Works with OEM Control, New",EACH,,502.0,Condor Slide,,,5
MA5600-1,"Replacement Motor/Gearbox, Horton 2003 Belt Slider, Works with OEM Control, New",EACH,,502.0,Condor Slide,,,5
MA418054,"Replacement Motor/Gearbox, GyroTech 1100 Slider, Works with OEM Control, New",EACH,,502.0,Condor Slide,,,5
MA219528,"Replacement Motor/Gearbox, GyroTech 1175 Slider, Works with OEM U19 Control, New",EACH,,502.0,Condor Slide,,,5
MA313443,"Replacement Motor/Gearbox, Stanley DuraGlide, Works with Model J, MC521 & MC521 Pro Controls. ( NOT IQ ), New. INCLUDES ADAPTOR HARNESS FOR BOTH ENCODERS",EACH,,502.0,Condor Slide,,,5
MAC- (single*),Condor Swing Operator - Single (* see catalog for suffixes),EACH,,1398.0,Condor Swing · Operator,,,7
MAC- (pair*),Condor Swing Operator Pair (* see catalog for suffixes),EACH,,2612.0,Condor Swing · Operator,,,7
option <R>,Optional 3 Postion Rocker Switch (ref: MA40011),EACH,,44.0,Condor Swing · Operator,,,7
option <K>,Optional 3 Postion Key Switch (ref: MA40111),EACH,,58.0,Condor Swing · Operator,,,7
option <T>,Optional 2 Postion Rocker Switch (ref: MA20011),EACH,,44.0,Condor Swing · Operator,,,7
option <E>,Optional Push Arm Extension (ref: MA-EXT-KIT),EACH,,15.4,Condor Swing · Operator,,,7
option <B>,Optional Breakaway Switch (ref: MA-STOPS-BA),EACH,,34.5,Condor Swing · Operator,,,7
option <F>,Optional Fixed Stop (ref: MA-STOPS-FX),EACH,,19.9,Condor Swing · Operator,,,7
option <X>,Optional Extended Single (over 4 ft),FEET,,57.0,Condor Swing · Operator,,,7
option <N>,Optional Independent Pair (ref: MA50777T & MA-GND-ASM),EACH,,531.5,Condor Swing · Operator,,,7
option <1>,Optional Right Hand Double Egress Pair,EACH,,0.0,Condor Swing · Operator,,,7
option <2>,Optional Left Hand Double Egress Pair,EACH,,0.0,Condor Swing · Operator,,,7
option <P>,Optional Header Black End Plates/Caps Set (ref: MA-END-PLATES),EACH,,24.3,Condor Swing · Operator,,,7
option <W>,Optional Pull Arm Wood Door Screw Pack (ref: MA-PB-WOOD),EACH,,7.9,Condor Swing · Operator,,,7
option <Y>,Optional Pull Arm Fire Door Screw Pack (ref: MA-PB-FIRE),EACH,,7.9,Condor Swing · Operator,,,7
option <S>,"Optional OHC Spindle Location Moved from 3.75"" to 2.75""",EACH,,0.0,Condor Swing · Operator,,,7
option <Z>,Optional Balanced Door Spindle Location (single/pairs),EACH,,,Condor Swing · Operator,,Call for price,7
MA81000-901,"Swing, Motor/Gearbox, RH, 10 pin connector",EACH,,688.0,Condor Swing · Parts,,"Also listed at $345.00 (RBLT Swing, Motor/Gearbox, RH, 10 pin co)",8
MA81000-902,"Swing, Motor/Gearbox, LH, 10 pin connector",EACH,,688.0,Condor Swing · Parts,,"Also listed at $345.00 (RBLT Swing, Motor/Gearbox, LH, 10 pin co)",8
MA83000-901,"Swing, Low Force Motor/Gearbox, RH, 10 pin connector",EACH,,688.0,Condor Swing · Parts,,,8
MA83000-902,"Swing, LF Motor/Gearbox, LH, 10 pin connector",EACH,,688.0,Condor Swing · Parts,,,8
MA50777T-L,"CONDOR SWING CONTROL, LOW ENERGY, WITH MONITORING FEATURE.",EACH,,502.0,Condor Swing · Parts,,,8
MA50777T-H,"CONDOR SWING CONTROL, HIGH ENERGY, WITH MONITORING FEATURE.",EACH,,502.0,Condor Swing · Parts,,,8
MA-GND-ASM,Ground Bracket Assembly (with control harness),EACH,,29.5,Condor Swing · Parts,,,8
MA50778,"Swg slave Harness for MA50777 & MA506, 10 pin male to 10 pin female",EACH,,36.0,Condor Swing · Parts,,,8
MA81308,"Front 2-3/4 Motor/Gearbox Mounting Bracket for Condor Swing Operators. Also fits Dor-O- Matic/LCN Astro,Senior and Mid Operators.",EACH,,36.0,Condor Swing · Parts,,,8
MA81309,"Front 3-3/4 Motor/Gearbox Mounting Bracket for Condor Swing Operators. Also fits Dor-O- Matic/LCN Astro,Senior and Mid Operators.",EACH,,36.0,Condor Swing · Parts,,,8
MA-BRKT-ASM,"Rear Mounting Bracket Assembly (with ground strap) for Condor Swing Operators. Also fits Dor-O- Matic/LCN Astro,Senior and Mid Operators.",EACH,,36.0,Condor Swing · Parts,,,8
MA82040-CLR,"Swing Header End Bracket (L shaped) Kit, Clear for Condor Swing Operators. Also fits Dor-O- Matic/LCN Astro,Senior and Mid Operators.",EACH,,116.0,Condor Swing · Parts,,,8
MA82040-DBZ,"Swing Header End Bracket (L shaped) Kit, Dark Bronze for Condor Swing Operators. Also fits Dor- O-Matic/LCN Astro,Senior and Mid Operators.",EACH,,116.0,Condor Swing · Parts,,,8
MA-END-PLATES,"Condor Swg Hdr Dress End Plates, Blk Plastic,Replaces L-Brackets.5/32 thick.2 plates at 5/16 (0.312).Also fits Dor-O-Matic/LCN Astro, Senior and Mid Hdrs. New.",EACH,,24.3,Condor Swing · Parts,,,9
MA81306-CLR,"Header Flat End Plate for Condor Swing Operator - Clear Anodization. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,15.4,Condor Swing · Parts,,,9
MA81306-DBZ,"Header End Plate for Condor Swing Operator - Dark Bronze Anodization. Also fits Dor-O- Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,15.4,Condor Swing · Parts,,,9
MA-PUSH-RH-CLR,"Push Arm, Right Hand, Clear Finish for Condor Swing Operators. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,114.0,Condor Swing · Parts,,,9
MA-PUSH-RH-DBZ,"Push Arm, Right Hand, Dark Bronze Finish for Condor Swing Operators. Also fits Dor-O- Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,114.0,Condor Swing · Parts,,,9
MA-PUSH-LH-CLR,"Push Arm, Left Hand, Clear Finish for Condor Swing Operators. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,114.0,Condor Swing · Parts,,,9
MA-PUSH-LH-DBZ,"Push Arm, Left Hand, Dark Bronze Finish for Condor Swing Operators. Also fits Dor-O- Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,114.0,Condor Swing · Parts,,,9
MA-PUSH-FLAT-,"CLR Push Arm, Flat, CLR, Finish for Condor Swg. Arm tapped 3/8-16 & 3 teeth have been removed from ea. side of spline insert. Includes threaded rod & hardware. New.",EACH,,315.0,Condor Swing · Parts,,,9
MA81590A-CLR,"Push Rod Asm for Condor Swing Opeator- Clear. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,33.3,Condor Swing · Parts,,,9
MA81590A-DBZ,"Push Rod Assembly for Condor Swing Operator- Dark Bronze. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New",EACH,,33.3,Condor Swing · Parts,,,9
MA-EXT-KIT-CLR,"Push Arm Ext Kit Clear for Condor Swing Operator: 3/8-24 rod x 24 inches, coupling & 2 jam nuts. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,15.4,Condor Swing · Parts,,,9
MA-EXT-KIT-DBZ,"Push Arm Ext Kit DBZ for Condor Swg Operator: 3/8-24 rod x 24 inches, coupling & 2 jam nuts. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,15.4,Condor Swing · Parts,,,9
MA-PULL-RH-CLR,"Pull Arm, Right Hand, Clear Finish for Condor Swing Operators. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,136.0,Condor Swing · Parts,,,9
MA-PULL-RH-DBZ,"Pull Arm, Right Hand, Dark Bronze Finish for Condor Swing Operators. Also fits Dor-O- Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,136.0,Condor Swing · Parts,,,9
MA-PULL-LH-CLR,"Pull Arm, Left Hand, Clear Finish for Condor Swing Operators. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,136.0,Condor Swing · Parts,,,9
MA-PULL-LH-DBZ,"Pull Arm, Left Hand, Dark Bronze Finish for Condor Swing Operators. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,136.0,Condor Swing · Parts,,,9
MA-PULL-TEL-RH-,"CLR Pull Arm, Telescopic, Right Hand, Clear Finish for Condor Swing Operators.",EACH,,136.0,Condor Swing · Parts,,,9
MA-PULL-TEL-LH-,"CLR Pull Arm, Telescopic, Left Hand, Clear Finish for Condor Swing Operators.",EACH,,136.0,Condor Swing · Parts,,,9
MA-PULL-FLAT-CLR,"Pull Arm, Flat, CLR Finish for Condor Swg. 3 teeth have been removed from ea. side of spline insert & post is installed. Includes track, roller & hardware. New.",EACH,,315.0,Condor Swing · Parts,,,9
MA-PULL-FLAT-DBZ,"Pull Arm, Flat, DBZ Finish for Condor Swg. 3 teeth have been removed from ea. side of spline insert & post is installed. Includes track, roller & hardware. New.",EACH,,315.0,Condor Swing · Parts,,,9
MA-PULL-RH-CLR-,"HD Pull Arm, Cam Lift Right Hand, Clear Finish for Condor Swing Oper. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Oper. New Longer post & machined track",EACH,,237.0,Condor Swing · Parts,,,9
MA-PULL-RH-DBZ-,"HD Pull Arm, Cam Lift Right Hand, Dark Bronze for Condor Swing Oper. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Oper. New Longer post & machine track",EACH,,237.0,Condor Swing · Parts,,,9
MA-PULL-LH-CLR-,"HD Pull Arm,Cam Lift, Left Hand, Clear Finish for Condor Swing Oper. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Oper.New. Longer post and slotted track",EACH,,237.0,Condor Swing · Parts,,,9
MA-PULL-LH-DBZ-,"HD Pull Arm,Cam Lift, Left Hand, DARK BRONZE for Condor Swing Oper. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Oper.New. Longer post and slotted track",EACH,,237.0,Condor Swing · Parts,,,9
MA-PULL-FLAT-,"CAM-CLR Pull Arm, Flat, CAM LIFT,CLR Finish, Condor Swg. 3 teeth removed from ea.side of spline insert, includes slotted track, longer post, roller & hardware.",EACH,,394.0,Condor Swing · Parts,,,9
MA-OHC-CH,"Overhead Concealed Center Hung Arm for Condor Swing Operators. Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,111.0,Condor Swing · Parts,,,9
MA-OHC-CH-EL58,"Overhead Concealed End Load 5/8 Arm for Condor. *** Door size and weight must be reviewed. Tight clearances, top-rail-block may need to be modified. ***",EACH,,146.0,Condor Swing · Parts,,,9
MA-CC-RH-CLR,"Overhead Concealed Offset Pivot Channel RH, Clear",EACH,,75.0,Condor Swing · Parts,,,10
MA-CC-LH-CLR,"Overhead Concealed Offset Pivot Channel LH, Clear",EACH,,75.0,Condor Swing · Parts,,,10
MA-CC-RH-DBZ,"Overhead Concealed Offset Pivot Channel RH, Dark Bronze",EACH,,75.0,Condor Swing · Parts,,,10
MA-CC-LH-DBZ,"Overhead Concealed Offset Pivot Channel LH, Dark Bronze",EACH,,75.0,Condor Swing · Parts,,,10
MA-STOPS-FX,"Swing Door Fixed Stop for Condor Swing Operator.Also fits Dor-O-Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,19.9,Condor Swing · Parts,,,10
MA-STOPS-BA,"Swing Door Breakaway Stop for Condor Swing Operator. Also fits Dor-O-Matic/LCN Astro, Senior, and Mid Operators. New.",EACH,,34.5,Condor Swing · Parts,,,10
MA-OHC-OP-CLR,"Overhead Concealed Offset Pivot Arm for Condor Swing Operator,Clear. Also fits Dor-O- Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,136.0,Condor Swing · Parts,,,10
MA-OHC-OP-DBZ,"Overhead Concealed Offset Pivot Arm for Condor Swing Operator,Dark Bronze. Also fits Dor-O- Matic/LCN Astro, Senior and Mid Operators. New.",EACH,,136.0,Condor Swing · Parts,,,10
MA-OP-SINGLE,Channel Mounting Kit OHC-OP Single,EACH,,36.0,Condor Swing · Parts,,,10
MA-OP-PAIR,Channel Mounting Kit OHC-OP Pair,EACH,,72.0,Condor Swing · Parts,,,10
MA10193,"Dress Plate Screw, 8-32x1/4in, Under Cut Philips Flat Head, Clear (MA10193-CLR)",EACH,,0.59,Condor Swing · Parts,,,10
MA10193-DBZ,"Dress Plate Screw, 8-32x1/4in, Under Cut Philips Flat Head, Dark Bronze",EACH,,0.59,Condor Swing · Parts,,,10
MA-OWNERS-PACK,Labels and Owners Manual Pack High & Low,EACH,,116.0,Condor Swing · Parts,,,10
MA81338-CLR,"Spindle Plate, 2-3/4, Clear Anodized, REV B",EACH,,29.5,Condor Swing · Parts,,,10
MA81338-DBZ,"Spindle Plate, 2-3/4, Dark Bronze Anodized, REV B",EACH,,29.5,Condor Swing · Parts,,,10
MA81339-CLR,"Spindle Plate, 3-3/4, Clear Anodized",EACH,,29.5,Condor Swing · Parts,,,10
MA81339-DBZ,"Spindle Plate, 3-3/4, Dark Bronze Anodized",EACH,,29.5,Condor Swing · Parts,,,10
HDR-1-275-CLR,"Single Swing Header, 2-3/4 pivot, Clear",EACH,,282.0,Condor Swing · Parts,,,11
HDR-1-275-DBZ,"Single Swing Header, 2-3/4 pivot, Dark Bronze",EACH,,282.0,Condor Swing · Parts,,,11
HDR-1-375-CLR,"Single Swing Header, 3-3/4 pivot, Clear",EACH,,282.0,Condor Swing · Parts,,,11
HDR-1-375-DBZ,"Single Swing Header, 3-3/4 pivot, Dark Bronze",EACH,,282.0,Condor Swing · Parts,,,11
HDR-2-275-CLR,"Swing Pair Header, 2-3/4 pivot, Clear",EACH,,524.0,Condor Swing · Parts,,,11
HDR-2-275-DBZ,"Swing Pair Header, 2-3/4 pivot, Dark Bronze",EACH,,524.0,Condor Swing · Parts,,,11
HDR-2-375-CLR,"Swing Pair Header, 3-3/4 pivot, Clear",EACH,,524.0,Condor Swing · Parts,,,11
HDR-2-375-DBZ,"Swing Pair Header, 3-3/4 pivot, Dark Bronze",EACH,,524.0,Condor Swing · Parts,,,11
MA81350-CLRA,Header Extrusion ** Clear Anodize Finish** MotionAccess Swing Operator (per foot),FEET,,47.0,Condor Swing · Parts,,,11
MA81350-DBZA,Header Extrusion ** Dark Bronze Anodize Finish** MotionAccess Swing Operator (per foot),FEET,,47.0,Condor Swing · Parts,,,11
MA81330-CLRA,Dress Plate Extrusion ** Clear Anodize Finish** MotionAccess Swing Operator (per foot),FEET,,10.4,Condor Swing · Parts,,,11
MA81330-DBZA,Dress Plate Extrusion ** Dark Bronze Anodize Finish** MotionAccess Swing Operator (per foot),FEET,,10.4,Condor Swing · Parts,,,11
MA-PB-FIRE,Swing Parts Bag for Pull Arm Fire Doors,EACH,,7.9,Condor Swing · Parts,,,11
MA-PB-WOOD,Swing Parts Bag for Pull Arm Wood Doors,EACH,,7.9,Condor Swing · Parts,,,11
MA506T-*,Condor Universal Swing Control w/Adaptor Harness-Appears in applicable OEM sections below.,EACH,,487.0,Condor Universal Swing · Control,,,13
MA-SWG-ADPT-01,"Adpt brkt:mounts one Condor Swg mgb into a Stanley Magic Swg/Force & KM hdr.*Mgb,cntrl,ma- gnd-asm,slv harness,rocker & arms sold sep.Review BI FOLD applications",EACH,,181.0,Condor Swing · Adaptor,,,13
MA-SWG-ADPT-02,"Adpt bracket:mounts one Condor Swing mgb into a Besam Swing Master header.*MGB,cntrl, ma- gnd-asm,slv harness, rocker & arms sold sep.Review BI FOLD applications",EACH,,181.0,Condor Swing · Adaptor,,,13
MA-SWG-ADPT-03,"Adpt brkt:mts one Cndr Swg mgb into Dorma ED400 hdr *MGB,cntrl,arms,ma-gnd-asm,slv harness,rckr sold sep.*5.5 in pivot,not for OHC.* Not for ED700. Review Fold.",EACH,,181.0,Condor Swing · Adaptor,,,13
MA-SWG-ADPT-04,"Adpt brkt:mts 1 Cndr Swg mgb in Horton 4000 hdr *MGB,cntrl,arms,ma-gnd-asm,slv hrns,rckr sold sep.5.5 in pivt,OHC must be chck.Frnt Load Hdrs Only. Review Fold",EACH,,181.0,Condor Swing · Adaptor,,,13
MAR-C-18,"Motion Access, Raven, Swing Operator, Low Energy, Surface Applied, Un-Handed, Single, Push & Pull Arm, Limited Accessory Mounting, Clear Finish, 18 inches",EACH,,1032.0,Raven · Operator,,,13
MAR-C-29,"Motion Access, Raven, Swing Operator, Low Energy, Surface Applied, Un-Handed, Single, Push & Pull Arm, Clear Finish, 29 inches",EACH,,1095.0,Raven · Operator,,,13
MAR-C-39,"Motion Access, Raven, Swing Operator, Low Energy, Surface Applied, Un-Handed, Single, Push & Pull Arm, Clear Finish, 39 inches",EACH,,1146.0,Raven · Operator,,,13
MAR-D-18,"Motion Access, Raven, Swing Operator, Low Energy, Surface Applied, Un-Handed, Single, Push & PUll Arm, Limited Accessory Mounting, Dark Bronze, 18 inches",EACH,,1032.0,Raven · Operator,,,13
MAR-D-29,"Motion Access, Raven, Swing Operator, Low Energy, Surface Applied, Un-Handed, Single, Push & Pull Arm, Dark Bronze Finish, 29 inches",EACH,,1095.0,Raven · Operator,,,13
MAR-D-39,"Motion Access, Raven, Swing Operator, Low Energy, Surface Applied, Un-Handed, Single, Push & Pull Arm, Dark Bronze Finish, 39 inches",EACH,,1146.0,Raven · Operator,,,13
MA22134,Raven 3 Position Rocker,EACH,,21.8,Raven · Operator,,,13
MA22133,"Raven Cord Set, 115VAC, 3 prong wall plug",EACH,,21.8,Raven · Operator,,,13
MAR-ARM-CLR,"Raven Arm,Clear, Parts Bag Included.",EACH,,114.0,Raven · Parts,,,13
MAR-ARM-DBZ,"Raven Arm,Dark Bronze, Parts Bag Included.",EACH,,114.0,Raven · Parts,,,13
MA22300,Raven Controller and Bracket and Manual,EACH,,432.0,Raven · Parts,,,13
MA22000,"Raven, Motor/Gearbox",EACH,,484.0,Raven · Parts,,,13
MA40200,"Power Line Filter, Reduces power line noise and eliminates nuisance faults. Works with all manufacturers. 10A, 120/240Vac",EACH,,40.0,Switches & Miscellaneous Items,,,14
MA20011,"Universal 2-Pos Rocker, Two Sided Plate: ON-OFF & Normal-Reduced,",EACH,,44.0,Switches & Miscellaneous Items,,,14
MA40011,"Universal 3-Pos Rocker, Two Sided Plate: AUTO-OFF-HOLD OPEN & OFF-AUTO-HOLD OPEN",EACH,,44.0,Switches & Miscellaneous Items,,,14
MA40111,"Universal 3-Pos Key Switch, Two Sided Plate: AUTO-OFF-HOLD OPEN & OFF-AUTO-HOLD OPEN",EACH,,58.0,Switches & Miscellaneous Items,,,14
MA44111,"Universal 4 & 3 Pos Key Switch, Two Sided Plate: OFF-AUTO-EXIT-HOLD OPEN & OFF-AUTO- HOLD OPEN-OFF",EACH,,69.0,Switches & Miscellaneous Items,,,14
MA44113,"Knob-Key Assembly, Non-Removable Once Installed. Converts a Key to a Knob.",EACH,,7.9,Switches & Miscellaneous Items,,,14
MA40111K,"Universal 3-Pos Knob Switch, Two Sided Plate: AUTO-OFF-HOLD OPEN & OFF-AUTO-HOLD OPEN",EACH,,65.0,Switches & Miscellaneous Items,,,14
MA44111K,"Universal 4 & 3 Pos Knob Switch, Two Sided Plate: OFF-AUTO-EXIT-HOLD OPEN & OFF- AUTO-HOLD OPEN-OFF",EACH,,76.0,Switches & Miscellaneous Items,,,14
MA-DECAL01,Decal; Caution Automatic Door; double sided; same image both sides; adhesive one side,EACH,,4.0,Switches & Miscellaneous Items,,,14
MA-DECAL02,Decal; Do Not Enter; double sided; image of MA-DECAL03 opposite side; adhesive opposite side,EACH,,4.0,Switches & Miscellaneous Items,,,15
MA-DECAL03,Decal; Arrow; double sided; image of MA-DECAL02 opposite side; adhesive opposite side,EACH,,4.0,Switches & Miscellaneous Items,,,15
MA-DECAL04,"Decal; Activate Switch to Operator; double sided; same image both sides, adhesive one side",EACH,,1.29,Switches & Miscellaneous Items,,,15
MA-DECAL05,"Decal; Pull to Operator; double sided; image of MA-DECAL06 on opposite side, adhesive opposite side",EACH,,1.29,Switches & Miscellaneous Items,,,15
MA-DECAL06,"Decal; Push to Operator; double sided; image of MA-DECAL05 on opposite side, adhesive opposite side",EACH,,1.29,Switches & Miscellaneous Items,,,15
RELAY-24VDC,"24Vdc Relay with Socket, screw mounting, two sets of N.O. & N.C. contacts",EACH,,33.0,Switches & Miscellaneous Items,,,15
RELAY-24VAC,"24Vac Relay with Socket, screw mounting, two sets of N.O. & N.C. contacts",EACH,,33.0,Switches & Miscellaneous Items,,,15
RELAY-12VAC,"12Vac Relay with Socket, screw mounting, two sets of N.O. & N.C. contacts",EACH,,33.0,Switches & Miscellaneous Items,,,15
RELAY-12VDC,"12Vdc Relay with Socket, screw mounting, two sets of N.O. & N.C. contacts",EACH,,33.0,Switches & Miscellaneous Items,,,15
MAX-KIT-S1,"MATRiX SQUARE KIT, S1: 2 - S1 PUSH PLATES, 2 - SBT BOXES/TRANSMITTERS, 1 - RECEIVER",EACH,,184.0,Switches & Miscellaneous Items,,,15
MAX-KIT-J1,"MATRiX JAMB KIT, J1: 2 - J1 PUSH PLATES, 2 - JBT BOXES/TRANSMITTERS, 1 - RECEIVER",EACH,,179.0,Switches & Miscellaneous Items,,,15
MAX-SBT,"MATRiX SQUARE WALL BOX W/ TRANSMITTER, fits a 4.5 x 4.5 Push Plate, Includes Transmitter, Push Plate Sold Separately.",EACH,,46.0,Switches & Miscellaneous Items,,,15
MAX-JBT,"MATRiX JAMB BOX W/ TRANSMITTER, fits a 1.687 x 4.5 Push Plate, Includes Transmitter, Push Plate Sold Separately.",EACH,,47.0,Switches & Miscellaneous Items,,,15
MAX-R,MATRiX RECEIVER.,EACH,,46.0,Switches & Miscellaneous Items,,,15
MAX-S1,"MATRiX SQUARE PUSH PLATE, 4.5x4.5, Wheel Chair Logo w/ PRESS TO OPERATE DOOR text",EACH,,27.0,Switches & Miscellaneous Items,,,15
MAX-J1,"MATRiX JAMB PUSH PLATE, 1.687x4.5, Wheel Chair Logo w/ PUSH TO OPEN text",EACH,,25.6,Switches & Miscellaneous Items,,,15
MAX-T,TRANSMITTER without plastic box.,EACH,,18.0,Switches & Miscellaneous Items,,,15
MAX-SB,"MATRiX SQUARE WALL BOX, NO TRANSMITTER, fits a 4.5 x 4.5 Push Plate (Sold Separately).",EACH,,15.4,Switches & Miscellaneous Items,,,15
MAX-JB,"MATRiX JAMB BOX, NO TRANSMITTER, fits a Jamb Push Plate, No Transmitter, Push Plate and Transmitter Sold Separately.",EACH,,12.9,Switches & Miscellaneous Items,,,15
MAX-TL,"MATRIX TOUCHLESS SWITCH, FITS STANDARD WALL SWITCH HOUSING, LOW VOLTAGE WIRING REQUIRED, ""TOUCHLESS AUTO DOOR""",EACH,,91.0,Switches & Miscellaneous Items,,,15
MAX-TLB,"SURFACE MT BACKBOX, SINGLE GANG USED WITH FLUSH MOUNT WALL PLATES, BLACK 1.89 DEEP, Used with MAX-TL",EACH,,10.4,Switches & Miscellaneous Items,,,15
MA-24DC-1A-PWR-,"SUP Power Supply 24VDC, 1Amp",EACH,,52.0,Switches & Miscellaneous Items,,,15
MA-RECTIFIER,"BRIDGE RECTIFIER 4A, 250V MAX",EACH,,8.8,Switches & Miscellaneous Items,,,15
MA50200-C21,"Condor 2 Slide Combo, Control & MGB, EntraMatic/American SDC, REV A",EACH,,948.0,Switches & Miscellaneous Items,,,16
MA50200-C21E,"Condor 2 Slide Combo, Control & MGB w/ Fail Safe Elock, EntraMatic/American SDC REV A",EACH,,1233.0,Switches & Miscellaneous Items,,,16
MA50200-C21U,"Condor 2 Slide Combo, Control & MGB w/ Fail Secure Elock EntraMatic/American SDC, REV A",EACH,,1233.0,Switches & Miscellaneous Items,,,16
MA50100-M21,"Condor Slide MGB, American/EntraMatic SDC, REV A",EACH,,502.0,Switches & Miscellaneous Items,,,16
MA50100-M21E,"Condor Slide MGB w/Fail Safe ELock, Entramatic/American SDC, REV A",EACH,,789.0,Switches & Miscellaneous Items,,,16
MA50100-M21U,"Condor Slide MGB w/Fail Secure ELock, Entramatic/American SDC, REV A",EACH,,789.0,Switches & Miscellaneous Items,,,16
LH100-NG,"Entramatic, American, Gyrotech 1175 & Horton 2001 Belt. Price per inch",FEET,,1.16,Switches & Miscellaneous Items,,,16
AFPBP-RH,"American/EntraMatic Fixed Panel Bottom breakout pivot, RH",EACH,,97.0,Switches & Miscellaneous Items,,,16
AFPBP-LH,"American/EntraMatic Fixed Panel Bottom breakout pivot, LH",EACH,,97.0,Switches & Miscellaneous Items,,,16
AM-LIN-BRG-075,3/4 inch Linear Bearing American/Entramatic,EACH,,85.0,Switches & Miscellaneous Items,,,16
AM-LIN-BRG-100,1 inch Linear Bearing American and Entramatic slider,EACH,,85.0,Switches & Miscellaneous Items,,,16
MA50200-C118,"Condor 2 Slide Combo, Control & MGB, Besam AMD I, REV A",EACH,,1089.0,Switches & Miscellaneous Items,,,17
MA50200-C118E,"Condor 2 Slide Combo, Control & MGB w/Fail Safe ELock, Besam AMD I, REV A",EACH,,1375.0,Switches & Miscellaneous Items,,,17
MA50200-C118U,"Condor 2 Slide Combo, Control & MGB w/Fail Secure ELock, Besam AMD I, REV A",EACH,,1375.0,Switches & Miscellaneous Items,,,17
MA50100-M118,"Condor Slide MGB, BESAM AMD I (when the drive module bracket is removed), REV A",EACH,,502.0,Switches & Miscellaneous Items,,,17
MA50100-M118E,"Condor Slide MGB w/Fail Safe ELock, BESAM AMD I (when the drive module bracket is removed), REV A",EACH,,789.0,Switches & Miscellaneous Items,,,17
MA50100-M118U,"Condor Slide MGB w/Fail Secure ELock, BESAM AMD I (when the drive module bracket is removed), REV A",EACH,,789.0,Switches & Miscellaneous Items,,,17
MA50200-C18,"Condor 2 Slide Combo, Control & MGB, Besam AMD II, REV A",EACH,,948.0,Switches & Miscellaneous Items,,,17
MA50200-C18E,"Condor 2 Slide Combo, Control & MGB w/Fail Safe Elock, Besam AMD II, REV A",EACH,,1233.0,Switches & Miscellaneous Items,,,17
MA50200-C18U,"Condor 2 Slide Combo, Control & MGB w/Fail Secure Elock, Besam AMD II, REV A",EACH,,1233.0,Switches & Miscellaneous Items,,,17
MA50100-M18,"Condor Slide MGB, Besam AMD II (when the drive module bracket remains in place), REV A",EACH,,502.0,Switches & Miscellaneous Items,,,17
MA50100-M18E,"Condor Slide MGB w/Fail Safe ELock, Besam AMD II (when the drive module bracket remains in place) REV A",EACH,,789.0,Switches & Miscellaneous Items,,,17
MA50100-M18U,"Condor Slide MGB w/Fail Secure ELock, Besam AMD II (when the drive module bracket remains in place), REV A",EACH,,789.0,Switches & Miscellaneous Items,,,17
