Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Used On,Suggested Resale,Link
85199121,"Door ""2003"" 275SC 35-3/4H L/R Brz",EA,599.0,300.0,Used on 275,,,275,455.0,
85199122,"Door ""2003"" 275SC 35-3/4H L/R Clr",EA,599.0,300.0,Used on 275,,,275,455.0,
85199123,"Door ""2003"" 275SC 35-3/4H L/R Pow",EA,699.0,400.0,Used on 275,,,275,555.0,
85199111,"Door ""2003"" 275SC 35-3/4H R/L Brz",EA,599.0,300.0,Used on 275,,,275,455.0,
85199112,"Door ""2003"" 275SC 35-3/4H R/L Clr",EA,599.0,300.0,Used on 275,,,275,455.0,
85199113,"Door ""2003"" 275SC 35-3/4H R/L Pow",EA,699.0,400.0,Used on 275,,,275,555.0,
85199021,"Door ""2003"" 275SC 43-1/2H L/R Brz",EA,599.0,300.0,Used on 275,,,275,455.0,
85199022,"Door ""2003"" 275SC 43-1/2H L/R Clr",EA,599.0,300.0,Used on 275,,,275,455.0,
85199023,"Door ""2003"" 275SC 43-1/2H L/R Pow",EA,699.0,400.0,Used on 275,,,275,555.0,
85199011,"Door ""2003"" 275SC 43-1/2H R/L Brz",EA,599.0,300.0,Used on 275,,,275,455.0,
85199012,"Door ""2003"" 275SC 43-1/2H R/L Clr",EA,599.0,300.0,Used on 275,,,275,455.0,
85199013,"Door ""2003"" 275SC 43-1/2H R/L Pow",EA,699.0,400.0,Used on 275,,,275,555.0,
85003400,Door Guide Kit - 275,EA,52.0,26.0,Used on 275,,,275,40.0,http://www.partstown.com/ready_access/rdy85003400
85197000,Door Handle Kit (275 SC),EA,82.0,41.0,Used on 275,,,275,57.0,http://www.partstown.com/ready_access/rdy85197000
85210021,"Door SC WC L/R 275 35-3/4"" Brz",EA,549.0,275.0,Used on 275,,,275,417.0,
85210022,"Door SC WC L/R 275 35-3/4"" Clr",EA,549.0,275.0,Used on 275,,,275,417.0,
66122401,Electric Panel - Bronze (Beam Box Only) Customer will modify for SuperscanFOR 606 ALSO,EA,40.0,20.0,"Used on 275, 600",,,"275, 600",30.0,
66122402,Electric Panel - Clear (Beam Box Only) Customer will modify for SuperscanFOR 606 ALSO,EA,40.0,20.0,"Used on 275, 600",,,"275, 600",30.0,
65120101,Header Cover 275 ( SC Only) Bronze (NO INSPECTION COVERS),EA,80.0,40.0,Used on 275,,,275,65.0,
65120102,Header Cover 275 ( SC Only) Clear (NO INSPECTION COVERS),EA,80.0,40.0,Used on 275,,,275,65.0,
65110401,Header Cover ( Electric Only ) - Bronze,EA,80.0,40.0,Used on 275,,,275,65.0,
65110402,Header Cover ( Electric Only) - Clear,EA,80.0,40.0,Used on 275,,,275,65.0,
85002200,Limit Switch For Chassis,EA,69.0,34.0,Used on 275,,,275,52.0,
65023601,Lock Bar - Lower - Swing Brkt,EA,4.5,2.3,"Used on 275, BO-1, FM-1, FM-2, FM-3, FM-4",,,"275, BO-1, FM-1, FM-2, FM-3, FM-4",3.6,
65182801,Lock Bar Catch Bracket,EA,2.7,1.4,"Used on 275, 275 M.O.E.R., 600",,,"275, 275 M.O.E.R., 600",2.2,
85078201,"Lock Bar Kit Brz--For 30"" High Window",EA,200.0,100.0,Used on 275,,,275,150.0,
85197101,Lock Bar Kit 275 - Brz -21-1/2 Long-NOT FOR 600 - OK FOR LPHV,EA,137.0,68.0,Used on 275,,,275,104.0,http://www.partstown.com/ready_access/rdy85197101;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85197102,Lock Bar Kit 275 - Clr - 21-1/2 Long-NOT FOR 600 - OK FOR LPHV,EA,137.0,68.0,Used on 275,,,275,104.0,http://www.partstown.com/ready_access/rdy85197102
85197103,Lock Bar Kit 275 - Pow - 21-1/2 Long-NOT FOR 600 - OK FOR LPHV,EA,286.0,143.0,Used on 275,,,275,217.0,
85002702,Lock Bar Kit W. Coast - Clear- 25-1/4 Long,EA,200.0,100.0,Used on 275,,,275,150.0,
85002701,Lock Bar Kit W. Coast - Brz - 25-1/4 Long,EA,200.0,100.0,Used on 275,,,275,150.0,
85186620-DNR,"Manual Release Handle Kit 275 L/R ""2002"" R1(NO MORE)",EA,0.0,0.0,Used on 275,,Discontinued / no stock,275,0.0,
85002320,"Manual Release Handle Kit 275 L/R ""2003"" R2",EA,69.0,34.0,Used on 275,,,275,52.0,http://www.partstown.com/ready_access/rdy85002320;sid=CHNMFYrWEghMFdOAnUZ_GyIWzUcWjE_iUuo=
85186610-DNR,"Manual Release Handle Kit 275 R/L ""2002"" R1(NO MORE)",EA,0.0,0.0,Used on 275,,Discontinued / no stock,275,0.0,
85002310,"Manual Release Handle Kit 275 R/L ""2003"" R2",EA,69.0,34.0,Used on 275,,,275,52.0,http://www.partstown.com/ready_access/rdy85002310;sid=CHNMFYrWEghMFdOAnUZ_GyIWzUcWjE_iUuo=
85186700,"Motor Sprocket Assy 275, FM-10 (SAVE BRACKET FOR FM-10)",EA,250.0,125.0,"Used on 275, 600, FM-10",,,"275, 600, FM-10",190.0,http://www.partstown.com/ready_access/rdy85186700;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85006300,"Power Supply 110 v Class 2 275,600 (2 Fuses)",EA,124.0,62.0,"Used on 275, 600",,,"275, 600",94.0,http://www.partstown.com/ready_access/rdy85006300;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85001400,"Power Supply 110V - 600, ""R2"" 275 (chassis style) ***NO MORE**",EA,150.0,75.0,"Used on 275, 600, CLVW",,Discontinued / no stock,"275, 600, CLVW",112.5,http://www.partstown.com/ready_access/rdy85001400;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85001300,"Power Supply 110V - BO, ""R1"" 275***NO MORE***",EA,160.0,80.0,"Used on 275, BO-1, BO-2, BO-4",,Discontinued / no stock,"275, BO-1, BO-2, BO-4",120.0,
85001700,"Power Supply 220V- 600, ""R2"" 275 (chassis style)***NO MORE***",EA,137.0,68.0,"Used on 275, 600, FM-1",,Discontinued / no stock,"275, 600, FM-1",104.0,http://www.partstown.com/ready_access/rdy85001700;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85001750,Power Supply 220V Class 2 (International) 2-Fuses,EA,137.0,68.0,"Used on 275, 600",,,"275, 600",104.0,
85001600,Power Supply 220V- R1 275,EA,137.0,68.0,"Used on 275, BO-1, BO-2, BO-4",,,"275, BO-1, BO-2, BO-4",104.0,
66122200,"Pulley Bracket (600,275)",EA,6.4,3.2,"Used on 275, 600",,,"275, 600",4.0,
65197201,Retro Fit Kit - 275 MANUAL/SELF CLOSE,EA,96.4,48.2,Used on 275,,,275,77.1,
84027520,Retro Fit Kit - SC/ADJUSTABLE L/R,EA,141.4,70.7,Used on 275,,,275,113.1,
84001221,"Retro Kit - 275 L/R Brz ""R2"" Manl-Elec",EA,,,Used on 275,,,275,990.0,
84001222,"Retro Kit - 275 L/R Clr ""R2"" Manl-Elec",EA,,,Used on 275,,,275,990.0,
84001223,"Retro Kit - 275 L/R Pow ""R2"" Manl-Elec",EA,,,Used on 275,,,275,1290.0,
84001211,"Retro Kit - 275 R/L Brz ""R2"" Manl-Elec",EA,,,Used on 275,,,275,990.0,
84001212,"Retro Kit - 275 R/L Clr ""R2"" Manl-Elec",EA,,,Used on 275,,,275,990.0,
84001213,"Retro Kit - 275 R/L Pow ""R2"" Manl-Elec",EA,,,Used on 275,,,275,1290.0,
84001420,Retro Kit - Chassis Wire Guard 275 - L/R,EA,31.0,15.0,"Used on 275, 600",,,"275, 600",23.0,
84001410,Retro Kit - Chassis Wire Guard 275 - R/L,EA,31.0,15.0,"Used on 275, 600",,,"275, 600",23.0,
84000511,Retro Kit - Electric - Self Close Brz (2003),EA,200.0,100.0,Used on 275,,,275,150.0,
84000512,Retro Kit - Electric - Self Close Clr (2003),EA,200.0,100.0,Used on 275,,,275,150.0,
84001100,Retro Kit - Florida Water Stop,EA,248.0,124.0,Used on 275,,,275,188.0,
84027510,Retro Kit - SC/Adjustable R/L,EA,149.0,74.0,Used on 275,,,275,113.0,
84001721,Retro Kit - W.Coast L/R Brz Manl-Elec,EA,,990.0,Used on 275,,,275,1235.0,
84001722,Retro Kit - W.Coast L/R Clr Manl-Elec,EA,,990.0,Used on 275,,,275,1235.0,
84001723,Retro Kit - W.Coast L/R Pow Manl-Elec,EA,,1290.0,Used on 275,,,275,1590.0,
84001711,Retro Kit - W.Coast R/L Brz Manl-Elec,EA,,990.0,Used on 275,,,275,1235.0,
84001712,Retro Kit - W.Coast R/L Clr Manl-Elec,EA,,990.0,Used on 275,,,275,1235.0,
84001713,Retro Kit - W.Coast R/L Pow Manl-Elec,EA,,1290.0,Used on 275,,,275,1590.0,
85003100,Roller Block Assy Kit - 275,EA,185.0,92.0,Used on 275,,,275,140.0,http://www.partstown.com/ready_access/rdy85003100;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85003600,Roller Grove Bearing (Single Roller),EA,58.0,29.0,"Used on 275, 600",,,"275, 600",44.0,http://www.partstown.com/ready_access/rdy85003600;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
10010107,Screw w/lock washers for roller blocks,EA,0.9,0.3,"Used on 275, BO-2, BO-4",,,"275, BO-2, BO-4",0.6,
10010150,Screw W/Lock Washers For Roller Grv Brg,EA,0.8,0.4,"Used on 275, FM-10, Straw",,,"275, FM-10, Straw",0.6,
85100801,Sensor - Beam Box (Bronze) 275 or 600,EA,546.0,364.0,"Used on 275, 600",,,"275, 600",455.0,http://www.partstown.com/ready_access/rdy85100801;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85100802,Sensor - Beam Box (Clear) 275 or 600,EA,546.0,364.0,"Used on 275, 600",,,"275, 600",455.0,http://www.partstown.com/ready_access/rdy85100802;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85100701,Sensor Assy - Not used any longer Ser#68024(Use Beam Box),EA,,,"Used on 275, 600",,,"275, 600",,
85002920,Solenoid & Hook Assy - L/R for Electric Chasis (Vertical),EA,160.0,80.0,"Used on 275, 600",,,"275, 600",120.0,http://www.partstown.com/ready_access/rdy85002920;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85002910,Solenoid & Hook Assy - R/L for Electric Chasis (Vertical),EA,160.0,80.0,"Used on 275, 600, 606",,,"275, 600, 606",120.0,http://www.partstown.com/ready_access/rdy85002910;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85150520,Solenoid & Hook L/R Assy R1 2002 (Horizontal),EA,170.0,85.0,Used on 275,,,275,127.5,http://www.partstown.com/ready_access/rdy85150520;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85004020,Solenoid Latch Arm Only L/R R1 & R2 (No Key Ring),EA,45.0,30.0,"Used on 275, 600",,,"275, 600",37.0,http://www.partstown.com/ready_access/rdy85004020;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
20060001,Spring - Cable and Chain Assy - New Chassis 275 and 600 Series,EA,5.2,2.6,"Used on 275, 600, 602, 606",,,"275, 600, 602, 606",3.25,http://www.partstown.com/ready_access/rdy20060001;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85000300,Spring & Ball Knob Kit (3 each),EA,15.0,7.0,"Used on 275, BO-1, BO-10, BO-2, BO-4, FM-10, FM-3T",,,"275, BO-1, BO-10, BO-2, BO-4, FM-10, FM-3T",11.0,http://www.partstown.com/ready_access/rdy85000300;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
65115520,Stricker Extender L/R (West Coast Only) order 2 screws 10010107--275 ONLY,EA,26.0,13.0,Used on 275,,,275,19.0,
65115510,Stricker Extender R/L (West Coast Only) order 2 screws 10010107--275 ONLY,EA,26.0,13.0,Used on 275,,,275,19.0,
65181120,Striker L/R (2002 R1 NON CHASSIS) (HOLDS S HOOKS) ***NO MORE***,EA,12.6,6.3,Used on 275,,Discontinued / no stock,275,9.45,
65111600,Striker Plate and Cable Bracket 2 screws 10010107 (R2-2003) (275 only),EA,20.0,10.0,Used on 275,,,275,15.0,
95183600,Striker Plate For Handle (Order 2 Pop Rivets 10180010),EA,12.0,6.0,Used on 275,,,275,9.0,http://www.partstown.com/ready_access/rdy95183600;sid=FpZdZi7EMbhcZnRwAqRuaIYEFgU5cevwTA8=
65181110,Striker R/L (2002 R1 NON CHASSIS) (HOLDS S HOOKS) ***NO MORE***,EA,12.6,6.3,Used on 275,,Discontinued / no stock,275,9.45,
66122000,Switch - Bracket- Micro (L/R & R/L Chassis Only) 10010188-2 SCREWS FOR MS,EA,10.0,5.0,Used on 275,,,275,4.5,
95110700,Symmetrical Track - Single Panel Slider (order 6 rivets10180010),EA,100.0,50.0,Used on 275,,,275,75.0,
20110024,Terminal Block Gray Base for 275,EA,20.0,10.0,Used on 275,,,275,15.0,
65184701,Wired Switch Cover - Bronze FOR 606 ALSO,EA,170.0,85.0,Used on 275,,,275,127.5,http://www.partstown.com/ready_access/rdy65184701;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
65184702,Wired Switch Cover - Clear FOR 606 ALSO,EA,170.0,85.0,Used on 275,,,275,127.5,http://www.partstown.com/ready_access/rdy65184702;sid=Y0Px_7UNpTjx_-xYIMnH8R3Nl5-x-3A5Odo=
85620021,"Door 275 LP HV L/R Brz 43-1/2 1/4"" Glass*** NO MORE***",EA,492.0,328.0,Used on 275 LPHV,,Discontinued / no stock,275 LPHV,410.0,
85620122,Door 275 LP HV L/R Clr 43.5 INSULATED GLASS** NO MORE***,EA,678.0,450.0,Used on 275 LPHV,,Discontinued / no stock,275 LPHV,565.0,
85620022,"Door 275 LP HV L/R Clr 43-1/2 1/4"" Glass** NO MORE***",EA,492.0,328.0,Used on 275 LPHV,,Discontinued / no stock,275 LPHV,410.0,
85620011,"Door 275 LP HV R/L Brz 43-1/2 1/4"" Glass** NO MORE***",EA,492.0,328.0,Used on 275 LPHV,,Discontinued / no stock,275 LPHV,410.0,
85620111,Door 275 LP HV R/L Clr 43.5 INSULATED GLASS** NO MORE***,EA,678.0,450.0,Used on 275 LPHV,,Discontinued / no stock,275 LPHV,565.0,
85620012,"Door 275 LP HV R/L Clr 43-1/2 1/4"" Glass** NO MORE***",EA,492.0,328.0,Used on 275 LPHV,,Discontinued / no stock,275 LPHV,410.0,
85104300,Weather Strip Kit-Self Stick (Brown) 275 LPHV** NO MORE***,EA,12.0,6.0,Used on 275 LPHV,,Discontinued / no stock,275 LPHV,9.0,
85104400,Weather Strip Kit-Self Stick (Silver) 275 LPHV** NO MORE***,EA,12.0,6.0,Used on 275 M.O.E.R.,,Discontinued / no stock,275 M.O.E.R.,9.0,
20112100,Control Board (MOER) (Board w/cord only),EA,118.0,59.0,Used on 275 M.O.E.R.,,,275 M.O.E.R.,74.0,http://www.partstown.com/ready_access/rdy20112100
85100820,"Moer ""2002"" L/R Controller Assy (Not Available)",EA,,,Used on 275 M.O.E.R.,,,275 M.O.E.R.,,
85100810,"Moer ""2002"" R/L Controller Assy (Not Available)",EA,,,Used on 275 M.O.E.R.,,,275 M.O.E.R.,,
85100840,"Moer ""2003"" L/R Controller Assy (PCB & MAGNET)",EA,472.0,236.0,Used on 275 M.O.E.R.,,,275 M.O.E.R.,358.0,
85100830,"Moer ""2003"" R/L Controller Assy (PCB & MAGNET)",EA,472.0,236.0,Used on 275 M.O.E.R.,,,275 M.O.E.R.,358.0,
65112400,Moer Magnet Catch (order 2 screws 10010107)600 catch 65119200,EA,6.3,4.2,Used on 275 M.O.E.R.,,,275 M.O.E.R.,5.25,
85100850,Moer Magnet Kit (40 lb with mounting bracket-(NO PC BOARD),EA,252.0,126.0,Used on 275 M.O.E.R.,,,275 M.O.E.R.,191.0,http://www.partstown.com/ready_access/rdy85100850;sid=7_3pWz0nZMnpW2Rxsu7aVZXnKsmzwsn7r_k=
85186900,Moer Magnet Upgrade Kit,EA,273.0,136.0,Used on 275 M.O.E.R.,,,275 M.O.E.R.,207.0,
84000721,"Retro Kit - ""2003"" Moer L/R Bronze (THESE KITS NOT FOR 600 SERIES)",EA,,,Used on 275 M.O.E.R.,,,275 M.O.E.R.,750.0,
84000722,"Retro Kit - ""2003"" Moer L/R Clear",EA,,,Used on 275 M.O.E.R.,,,275 M.O.E.R.,750.0,
84000723,"Retro Kit - ""2003"" Moer L/R Pow",EA,,,Used on 275 M.O.E.R.,,,275 M.O.E.R.,950.0,
84000711,"Retro Kit - ""2003"" Moer R/L Bronze",EA,,,Used on 275 M.O.E.R.,,,275 M.O.E.R.,750.0,
84000712,"Retro Kit - ""2003"" Moer R/L Clear",EA,,,Used on 275 M.O.E.R.,,,275 M.O.E.R.,750.0,
84000713,"Retro Kit - ""2003"" Moer R/L Pow",EA,,,Used on 275 M.O.E.R.,,,275 M.O.E.R.,950.0,
85100700,Sensor Assy - Moer Not used any longer (Use Beam Box),EA,,,Used on 375,,,375,,
85004400,Manual Latch For 375-Older 600 (Hook Always Out),EA,77.0,38.0,"Used on 375, 600",,,"375, 600",58.0,
85003300,Roller Block Assy Kit - 375,EA,408.0,204.0,Used on 600,,,600,310.0,
85127500,Adjustment Track Bracket-600 Series only (complete w/mounting screws),EA,41.0,20.0,Used on 600,,,600,31.0,
40010031,Bumber (600 Large) Need Screw & Washer,EA,5.6,2.8,"Used on 600, 602",,,"600, 602",3.5,
10230026,Bumber Washer,EA,0.1,0.1,"Used on 600, 602",,,"600, 602",0.1,
85880020,Chassis L/R 600 w/ ENCODER MOTOR,EA,932.0,466.0,Used on 600,,,600,590.0,
85880010,Chassis R/L 600 w/ ENCODER MOTOR,EA,932.0,466.0,Used on 600,,,600,590.0,
85660222,"Door E L/R L1 Clr 43.5 600,1,2",EA,,1300.0,Used on 600,,,600,,
85660211,"Door E R/L L1 Brz 43.5 600,1,2",EA,,1300.0,Used on 600,,,600,,
85660212,"Door E R/L L1 Clr 43.5 600,1,2",EA,,1300.0,Used on 600,,,600,,
858...,Door Solarban Insulated All,EA,,550.0,Used on 600,,,600,980.0,
85760121,"Door SC L/R Ins Brz 43.5 600,1,2 Insulated",EA,987.0,495.0,Used on 600,,,600,750.0,
85760122,"Door SC L/R Ins Clr 43.5 600,1,2 Insulated",EA,966.0,485.0,Used on 600,,,600,750.0,
85760123,"Door SC L/R Ins Pow 43.5 600,1,2 Insulated",EA,1088.0,541.0,Used on 600,,,600,820.0,
85660121,"Door SC L/R L1 Brz 43.5 600,1,2",EA,,1300.0,Used on 600,,,600,,
85660122,"Door SC L/R L1 Clr 43.5 600,1,2",EA,,1300.0,Used on 600,,,600,,
85660123,"Door SC L/R L1 Pow 43.5 600,1,2",EA,,1500.0,Used on 600,,,600,,
85860124,"Door SC L/R Smash Chp 43.5 600,1,2",EA,1815.0,910.0,Used on 600,,,600,1379.0,
85860122,"Door SC L/R Smash Clr 43.5 600,1,2",EA,1420.0,710.0,Used on 600,,,600,980.0,
85860123,"Door SC L/R Smash Pow 43.5 600,1,2",EA,1083.0,722.0,Used on 600,,,600,1200.0,
85760111,"Door SC R/L Ins Brz 43.5 600,1,2",EA,987.0,495.0,Used on 600,,,600,750.0,
85760112,"Door SC R/L Ins Clr 43.5 600,1,2",EA,987.0,495.0,Used on 600,,,600,750.0,
85760113,"Door SC R/L Ins Pow 43.5 600,1,2",EA,1079.0,541.0,Used on 600,,,600,820.0,
85660111,"Door SC R/L L1 Brz 43.5"" 600,1,2",EA,,1300.0,Used on 600,,,600,,
85660112,"Door SC R/L L1 Clr 43.5 600,1,2",EA,,1300.0,Used on 600,,,600,1500.0,
85660113,"Door SC R/L L1 Pow 43.5 600,1,2",EA,,1500.0,Used on 600,,,600,1500.0,
85860114,"Door SC R/L Smash Chp 43.5 600,1,2",EA,1815.0,910.0,Used on 600,,,600,1379.0,
85860112,"Door SC R/L Smash Clr 43.5 600,1,2",EA,1420.0,710.0,Used on 600,,,600,980.0,
85860113,"Door SC R/L Smash Pow 43.5 600,1,2",EA,1815.0,910.0,Used on 600,,,600,1379.0,
65103300,Handle 600 E (Stainless curved for manual open),EA,26.0,13.0,"Used on 600, 601, 602",,,"600, 601, 602",17.0,
66121601,Header Cover 600 SC Only Bronze (NO INSPECTION COVERS),EA,100.0,50.0,Used on 600,,,600,75.0,
66121602,Header Cover 600 SC Only Clear (NO INSPECTION COVERS),EA,100.0,50.0,Used on 600,,,600,75.0,
66121501,Header Cover 600 E or MOER Bronze,EA,100.0,50.0,Used on 600,,,600,75.0,
66121502,Header Cover 600 E or MOER Clear,EA,100.0,50.0,"Used on 600, 601, 602, 604",,,"600, 601, 602, 604",75.0,
66123001,Cover (Inspection) Bronze MOER-Has hole for sensor mounting,EA,20.0,10.0,Used on 600,,,600,15.0,
66123002,Cover (Inspection) Clear MOER-Has hole for sensor mounting,EA,20.0,10.0,Used on 600,,,600,15.0,
85078111,Lock Bar Kit Brz-600 CARIBOU only,EA,137.0,68.0,Used on 600,,,600,104.0,
85078101,Lock Bar Kit Brz-600 Series only,EA,137.0,68.0,Used on 600,,,600,104.0,
85078802,Lock Bar Kit WEST COAST Clear,EA,153.0,76.0,Used on 600,,,600,116.0,
85078102,Lock Bar Kit Clr-600 Series only,EA,137.0,68.0,Used on 600,,,600,104.0,
20090086,Lock - Mortise - Deadbolt (comes with faceplate),EA,90.0,45.0,"Used on 600, 602, 604, 606",,,"600, 602, 604, 606",67.5,http://www.partstown.com/ready_access/rdy20090086;sid=SXw0wIVAJ2E0wNwlChwAzi2AjEhuWXGcCXg=
20090084,Lock - Mortise Thumb-Turn (larger round 600 only) uses 200090086,EA,42.0,21.0,Used on 600,,,600,31.5,http://www.partstown.com/ready_access/rdy20090084;sid=SXw0wIVAJ2E0wNwlChwAzi2AjEhuWXGcCXg=
20090085,Lock - Pad,EA,35.3,17.7,Used on 600,,,600,28.3,
85004300,Manual Latch For 600E,EA,77.0,38.0,Used on 600,,,600,58.0,
85002420,Manual Release Handle Kit 600 L/R,EA,85.0,42.0,Used on 600,,,600,64.0,
85002410,Manual Release Handle Kit 600 R/L,EA,85.0,42.0,Used on 600,,,600,64.0,
20010037,Door Guide in bottom frame of window-need 2,EA,10.0,5.0,Used on 600,,,600,7.5,
20110567,Push Pin for 600 Series THIS IS THE BARBED NYLON TACK-not the square block,EA,0.5,0.25,Used on 600,,,600,0.35,
84001321,Retro Kit - 600 Series L/R Brz Manl-Elec,EA,,,Used on 600,,,600,990.0,
84001322,Retro Kit - 600 Series L/R Clr Manl-Elec,EA,,,Used on 600,,,600,990.0,
84001323,Retro Kit - 600 Series L/R Pow Manl-Elec,EA,,,Used on 600,,,600,1290.0,
84001311,Retro Kit - 600 Series R/L Brz Manl-Elec,EA,,,Used on 600,,,600,990.0,
84001312,Retro Kit - 600 Series R/L Clr Manl-Elec,EA,,,Used on 600,,,600,990.0,
84001313,Retro Kit - 600 Series R/L Pow Manl-Elec,EA,,,Used on 600,,,600,1290.0,
84001921,Retro Kit - Electric - Self Closer Bronze (600 Series),EA,300.0,150.0,Used on 600,,,600,200.0,
84001912,Retro Kit - Electric - Self Closer Clear (600 Series),EA,300.0,150.0,Used on 600,,,600,200.0,
85003200,Roller Block Assy Kit - 600,EA,270.0,135.0,Used on 600,,,600,202.5,http://www.partstown.com/ready_access/rdy85003200
65113320,Solenoid Latch Striker L/R -V Shape Catch-Top of Door,EA,14.4,7.2,"Used on 600, 601, 602",,,"600, 601, 602",10.8,
65113310,Solenoid Latch Striker R/L- V Shape Catch-Top of Door,EA,14.4,7.2,"Used on 600, 602",,,"600, 602",10.8,
65115920,Stricker Extender L/R (West Coast Only) order 2 screws 10010107 --600 ONLY-MOER ALSO,EA,26.0,13.0,Used on 600,,,600,19.0,
65115910,Stricker Extender R/L (West Coast Only) order 2 screws 10010107--600 ONLY MOER ALSO,EA,26.0,13.0,Used on 600,,,600,19.0,
66122300,Striker Plate and Cable Bracket (R2-2003) (600 only),EA,22.4,11.2,Used on 600,,,600,14.0,
84001411,600 S/C TO MOER R/L BRONZE,EA,,,Used on 600 MOER,,,600 MOER,750.0,
84001412,600 S/C TO MOER R/L CLEAR,EA,,,Used on 600 MOER,,,600 MOER,750.0,
84001421,600 S/C TO MOER L/R BRONZE,EA,,,Used on 600 MOER,,,600 MOER,750.0,
84001422,600 S/C TO MOER L/R CLEAR,EA,,,Used on 600 MOER,,,600 MOER,750.0,
85104010,Weather Strip Kit- 600 Series & 606,EA,20.0,10.0,"Used on 601, 603, AA100",,,"601, 603, AA100",15.0,
66121200,Panel - Inside Face (Next to Big Reach Drawer),EA,56.8,28.4,Used on 602,,,602,45.5,
85005200,603 Nyc Unit Glass,EA,1289.0,646.0,Used on 603,,,603,979.0,
20112114,Cable - Motor - 606,EA,7.4,3.7,Used on 606,,,606,5.9,
20112115,Cable - Power Connecting Cord - 606,EA,3.2,1.6,Used on 606,,,606,2.6,
85004900,Chain & Cable Assembly 606 OLD STYLE SMALL SPRING,EA,60.0,30.0,Used on 606,,,606,46.0,
85005400,Chain & Cable Assembly 606-54 NEW STYLE LARGE SPRING,EA,60.0,30.0,Used on 606,,,606,46.0,
85870101,Door Left Bronze 606 E (Have to paint bronze-only clear-check stock),EA,800.0,400.0,Used on 606,,,606,600.0,
85870102,Door Right Bronze 606 E (Have to paint bronze-only clear-check stock),EA,800.0,400.0,Used on 606,,,606,600.0,
85005501,SELF CLOSE Cable for 606-80,EA,100.0,50.0,Used on 606-80,,,606-80,75.0,
85005500,Cable Chain for 606-80,EA,110.0,55.0,Used on 606-80,,,606-80,70.0,
85005000,AA100 Manual Switch Controller,EA,212.0,106.0,Used on AA100,,,AA100,161.0,
85001000,Blower Assembly AA100 (has deflection plate) (Fasco # 70902466),EA,980.0,690.0,Used on AA100,,,AA100,810.0,http://www.partstown.com/ready_access/rdy85001000;sid=FjseRUIgPgIeRRt9HLgrS-rgsN9x5uTEeZg=
30103300,Blower Deflection Plate (Not for hubble plug model),EA,36.0,12.0,Used on AA100,,,AA100,25.0,
85129001,"Harness Switch Assy Brz ""Sgl Speed""",EA,220.0,110.0,"Used on AA100, AA300",,,"AA100, AA300",167.0,
85129002,"Harness Switch Assy Clr ""Sgl Speed""",EA,219.0,109.0,"Used on AA100, AA300",,,"AA100, AA300",166.0,
84174601,"Retro Kit- Convert 16"" Transom to AA100 Transom (Bronze) (No Glass)",EA,360.0,180.0,Used on AA100,,,AA100,270.0,
84174602,"Retro Kit- Convert 16"" Transom to AA100 Transom (Clear) (No Glass)",EA,360.0,180.0,Used on AA100,,,AA100,270.0,
20010004,Switch - AA100 on/off Push Button,EA,30.0,15.0,Used on AA100,,,AA100,22.5,http://www.partstown.com/ready_access/rdy20010004
20112108,Timer Box for AA100 (Self Closer) Only Box,EA,160.0,80.0,Used on AA100,,,AA100,100.0,http://www.partstown.com/ready_access/rdy20112108;sid=SXw0wIVAJ2E0wNwlChwAzi2AjEhuWXGcCXg=
85127800,"Blower Assembly ""Single Speed"" Old Style Hubbel Plug (Fasco 7063-5884)NO MORE",EA,770.0,385.0,Used on AA300,,Discontinued / no stock,AA300,577.5,
85028000,Blower Assembly Dual Speed (no deflection plate) (Fasco # 70902603),EA,980.0,690.0,Used on AA300,,,AA300,810.0,http://www.partstown.com/ready_access/rdy85028000;sid=FjseRUIgPgIeRRt9HLgrS-rgsN9x5uTEeZg=
30100301,Cover - Inside - Bronze,EA,140.0,70.0,Used on AA300,,,AA300,105.0,
30100302,Cover - Inside - Clear,EA,140.0,70.0,Used on AA300,,,AA300,105.0,
